nama_tempat,alamat,tahun,latitude,longitude,kelurahan,kecamatan,type
GEOFF MAX FOOTWEAR,JL. TRUNOJOYO NO. 15,2021,-6.904605393186797,107.61297360063118,Citarum,Bandung Wetan,tourism_shopping_place
BLOODS CONCEPT STORE,JL. SULTAN AGUNG,2021,-6.90459474193543,107.61189132941658,Citarum,Bandung Wetan,tourism_shopping_place
COSMIC CLOTHES,JL. SULTAN AGUNG NO. 7,2021,-6.9047288782562655,107.61164356037447,Citarum,Bandung Wetan,tourism_shopping_place
PAPERSMOOTH,JL. SULTAN AGUNG,2021,-6.904835388771824,107.61134583507936,Citarum,Bandung Wetan,tourism_shopping_place
BLACK ID CLOTHING,JL. SULTAN AGUNG NO. 3C,2021,-6.905054566527386,107.61137114851095,Citarum,Bandung Wetan,tourism_shopping_place
KICK DENIM,JL. SULTAN AGUNG NO.3C,2021,-6.904995986046634,107.6113067752027,Citarum,Bandung Wetan,tourism_shopping_place
EVIL ARMY,JL. SULTAN AGUNG NO. 5,2021,-6.904833557618647,107.61151330528364,Citarum,Bandung Wetan,tourism_shopping_place
POPCULINE,JL. TRUNOJOYO NO. 6,2021,-6.905984028336645,107.61308223259783,Citarum,Bandung Wetan,tourism_shopping_place
FLASHY,JL. DIPATI UKUR NO. 1,2021,-6.89793599676728,107.61324526167104,Lebak Gede,Coblong,tourism_shopping_place
MISCHIEF DENIM STUDIO,JL. L. L. R. E. MARTADINATA NO.70,2021,-6.905820604448319,107.62084693460542,Citarum,Bandung Wetan,tourism_shopping_place
UNITED HART FLAGSHIP STORE,JL. SULTAN TIRTAYASA NO. 30,2021,-6.903371652184566,107.6145399913233,Citarum,Bandung Wetan,tourism_shopping_place
HRCN,JL. SULTAN AGUNG NO. 7,2021,-6.9045308308899225,107.6116318276395,Citarum,Bandung Wetan,tourism_shopping_place
NORDHENBASIC,JL. BAHUREKSA NO. 20,2021,-6.9052337986489,107.61511869524249,Citarum,Bandung Wetan,tourism_shopping_place
VISVAL STORE,JL. BANDA NO. 25,2021,-6.904472253617088,107.61636137414592,Citarum,Bandung Wetan,tourism_shopping_place
MATERNAL DISASTER STORE,JL. WIRA ANGUN NO.4B,2021,-6.903375104517433,107.6139903220784,Citarum,Bandung Wetan,tourism_shopping_place
ROUGHNECK 1991 STORE BANDUNG,JL. BAHUREKSA NO. 5,2021,-6.905109984578482,107.61411398024684,Citarum,Bandung Wetan,tourism_shopping_place
RECLAYS OFFICIAL STORE,JL. TRUNOJOYO NO. 23,2021,-6.9027887244490405,107.61342130429122,Citarum,Bandung Wetan,tourism_shopping_place
CHRONIC ROCK MERCH,JL. SAWAH KURUNG IV,2021,-6.933678469265703,107.61141121599918,Ciateul,Regol,tourism_shopping_place
VEARST STORE,JL. GUDANG SELATAN NO. 22B,2021,-6.916247110451997,107.6208756769474,Merdeka,Sumur Bandung,tourism_shopping_place
NIION,JL. GUDANG SELATAN NO. 22,2021,-6.91694481048164,107.62098092207977,Merdeka,Sumur Bandung,tourism_shopping_place
POT MEETS POP DENIM,JL. BAHUREKSA NO. 20,2021,-6.905330705376133,107.61506403558182,Citarum,Bandung Wetan,tourism_shopping_place
GREENLIGHT FAMO,JL. MARGONDA RAYA NO. 214,2021,-6.377594057081619,106.8318638104152,Kemirimuka,Bandung Wetan,tourism_shopping_place
BLOODS MAINSTORE,JL. SULTAN AGUNG NO. 25,2021,-6.9035722962860655,107.61271780537948,Citarum,Bandung Wetan,tourism_shopping_place
WADEZIG! OFFLINE STORE,JL. TRUNOJOYO NO. 4,2021,-6.906095510668606,107.6128968343408,Citarum,Bandung Wetan,tourism_shopping_place
PROSHOP ORIGINAL,JL. CIGURIANG NO. 9,2021,-6.923268914454585,107.60470570857846,Balonggede,Regol,tourism_shopping_place
BLACKID CARTEL,JL. SULTAN AGUNG NO. 3C,2021,-6.9049015953116255,107.6112988903352,Citarum,Bandung Wetan,tourism_shopping_place
PETER SAYS DENIM,JL. CIUMBULEUIT NO. 109,2021,-6.878108933028832,107.60345612166869,Hegarmanah,Cidadap,tourism_shopping_place
GUMMO,JL. SULTAN AGUNG NO. 13,2021,-6.9040012516997455,107.6122232067519,Citarum,Bandung Wetan,tourism_shopping_place
MAYOUTFIT,JL. GEGERKALONG HILIR NO. 9,2021,-6.870430157648429,107.59252785326564,Gegerkalong,Sukajadi,tourism_shopping_place
MAYOUTFIT BUAH BATU,JL. BUAH ATU NO. 222C,2021,-6.941252463655147,107.62687080510936,Turangga,Lengkong,tourism_shopping_place
SHOPATALEEN,JL. GEGERKALONG HILIR NO.9B,2021,-6.870291088284675,107.59257979218016,Gegerkalong,Sukajadi,tourism_shopping_place
BERAK9420,JL. TERUSAN PERINTIS NO. 92,2021,-6.882159496441576,107.57323466406476,Sarijadi,Sukajadi,tourism_shopping_place
FLAVA,JL. CIHAMPELAS NO. 177,2021,-6.88828604747268,107.6038524774038,Cipaganti,Coblong,tourism_shopping_place
BRODO FOOTWEAR,JL. LOMBOK NO. 11,2021,-6.909969500430918,107.61851969202608,Merdeka,Sumur Bandung,tourism_shopping_place
SAVE MY MONDAY,JL. GUDANG SELATAN NO. 22B,2021,-6.916817453757029,107.62086636442068,Merdeka,Sumur Bandung,tourism_shopping_place
DEUS EX MACHINA,JL. GUDANG SELATAN NO. 22,2021,-6.915888690059044,107.62097973105207,Merdeka,Sumur Bandung,tourism_shopping_place
MOMS TO BE,JL. SOKA NO. 12,2021,-6.915957919635587,107.62678939490397,Merdeka,Sumur Bandung,tourism_shopping_place
CARVIENO,JL. SOKA NO. 22-24,2021,-6.91612700020933,107.62756716515044,Merdeka,Sumur Bandung,tourism_shopping_place
SPEEDTUNER INDONESIA,JL. JENDEAL AHMAD YANI NO. 231,2021,-6.916579657498894,107.6278514814448,Kacapiring,Batununggal,tourism_shopping_place
JAYAGIRI OUTDOORS VANGUARD,JL. TERUSAN BUAH BATU NO. 255,2021,-6.9615765294307845,107.63893784925476,Kujangsari,Bandung Kidul,tourism_shopping_place
RUBYLICIOUS BANDUNG,JL. KEMUNING NO. 2,2021,-6.913961557516845,107.62719113469988,Merdeka,Sumur Bandung,tourism_shopping_place
RUBYLICIOUS WAREHOUSE,JL. PROF DR. SUTAMI NO. 52A,2021,-6.877444243973704,107.58862177705304,Sukarasa,Sukajadi,tourism_shopping_place
SVGGEST BAGS & GOODS,JL. GUDANG SELATAN NO. 22B,2021,-6.916934609456402,107.62083417721792,Merdeka,Sumur Bandung,tourism_shopping_place
POISON STOCKROOM,JL. GUDANG SELATAN NO. 22B,2021,-6.916274262157493,107.62098437938543,Merdeka,Sumur Bandung,tourism_shopping_place
RUMAH BATIK KOMAR,JL. SUMBAWA NO. 22,2021,-6.913007760333564,107.61715727750644,Merdeka,Sumur Bandung,tourism_shopping_place
BATIK DANAR HADI,JL. L. L. R. E. MARTADINATA NO. 60,2021,-6.90580320770528,107.62012181871977,Citarum,Bandung Wetan,tourism_shopping_place
MANONJAYA BATIK,JL. SUMATERA NO. 17,2021,-6.916420456228421,107.6133677125576,Kebon Pisang,Sumur Bandung,tourism_shopping_place
JAKCLOTH STORE BANDUNG,JL. TERUSAN JAKARTA NO.109B,2021,-6.911955201438932,107.65359440218556,Antapani Kulon,Antapani,tourism_shopping_place
CALLA THE LABEL,JL. BENGAWAN NO. 45,2021,-6.910566654765937,107.6292651470367,Cihapit,Bandung Wetan,tourism_shopping_place
OUR BANDUNG STYLE,JL. DIPATI UKUR NO. 72,2021,-6.888652771569398,107.61613718066886,Lebak Gede,Coblong,tourism_shopping_place
OCLO.OFFICIAL,JL. CARINGIN NO. 235,2021,-6.943014001252724,107.57648889139816,Babakan Ciparay,Babakan Ciparay,tourism_shopping_place
COSMIC CLOTHING,JL. TRUNOJOYO NO. 4,2021,-6.905901079743472,107.61302678110648,Citarum,Bandung Wetan,tourism_shopping_place
URBAN CLOTH,JL. L. L. R. E. MARTADINATA NO. 57,2021,-6.905789046799411,107.6158972865156,Citarum,Bandung Wetan,tourism_shopping_place
AREI OUTDOOR GEAR CIHAMPELAS,JL. CIHAMPELAS NO. 19,2021,-6.905021106384828,107.60423867686636,Tamansari,Bandung Wetan,tourism_shopping_place
RASHAWL,JL. MANGGA NO. 36B,2021,-6.911224257382555,107.62879511854456,Cihapit,Bandung Wetan,tourism_shopping_place
MAIMA INDONESIA,JL. RANGGAMALELA NO. 8,2021,-6.901180447686171,107.6110571897577,Tamansari,Bandung Wetan,tourism_shopping_place
MAIMA INDONESIA TUBAGUS ISMAIL,JL. TUBAGUS ISMAIL VIII NO. 27,2021,-6.882992293826276,107.620676961748,Sekeloa,Coblong,tourism_shopping_place
LTHRKRFT,JL. GUDANG SELATAN NO. 22,2021,-6.91696610934598,107.62094873453316,Merdeka,Sumur Bandung,tourism_shopping_place
LOZY HIJAB,JL. AMBON NO. 15,2021,-6.906722489189735,107.616692972427,Citarum,Bandung Wetan,tourism_shopping_place
HI JACK SANDALS,JL. DAHLIA NO. 1A,2021,-6.912795425390005,107.62769225677133,Merdeka,Sumur Bandung,tourism_shopping_place
ARENA EXPERIENCE,JL. AMBON NO. 9,2021,-6.907256820449246,107.6161821953252,Citarum,Bandung Wetan,tourism_shopping_place
SKATERS CIHAMPELAS,JL. CIHAMPELAS NO. 155,2021,-6.893796532446485,107.60408036277398,Cipaganti,Coblong,tourism_shopping_place
CARDINAL,JL. CIHAMPELAS NO. 153,2021,-6.89395824053069,107.60397378356156,Cipaganti,Coblong,tourism_shopping_place
RUSS & CO.STORE,JL. SULTAN AGUNG NO. 27,2021,-6.903641474320705,107.61294912547768,Citarum,Bandung Wetan,tourism_shopping_place
PHILIP WORKS,JL. BAHUREKSA NO. 1,2021,-6.9051832111410825,107.61378798633962,Citarum,Bandung Wetan,tourism_shopping_place
KZL KRIZLIBERATION,JL. MAULANA YUSUF NO. 2,2021,-6.901902427254507,107.61363836441538,Citarum,Bandung Wetan,tourism_shopping_place
NA KAMOE BY NA POCUT MOSLEM STORE,JL. SULTAN TIRTAYASA NO. 16,2021,-6.9029278535518905,107.6129823177866,Citarum,Bandung Wetan,tourism_shopping_place
SILMA ID,JL. CIKUTRA NO. 181,2021,-6.892161182194223,107.64293084823062,Citarum,Bandung Wetan,tourism_shopping_place
APPAREL STORE,JL. SULTAN AGUNG NO. 5,2021,-6.904037707147792,107.61135418938628,Citarum,Bandung Wetan,tourism_shopping_place
BEGAN CLOTHING,JL. TRUNOJOYO NO. 25,2021,-6.902188122151149,107.61371903678844,Citarum,Bandung Wetan,tourism_shopping_place
NOSTRADE ID,JL. SURAPATI NO. 32,2021,-6.898188097785369,107.62442315410188,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
LINOLEUM SHOP,JL. SARIASIH BLOK 3 NO. 21,2021,-6.875871021633933,107.57848726441884,Sarijadi,Sukajadi,tourism_shopping_place
FEMME OUTFIT,JL. GAMBIR ANOM BUNTU BAWAH 1,2021,-6.896417336792212,107.62973607694911,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
RAWTYPE RIOT,JL. RERENG ADUMANIS NO. 3,2021,-6.895437429974698,107.63153850807524,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
CLO HIJAB BOUTIQUE,JL. RERENG ADUMANIS NO. 6B,2021,-6.894287097457747,107.63110935329227,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
THIRTEEN SPORTS APPAREL,JL. MANTERON NO. 45,2021,-6.89464924035078,107.62983463825232,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
JAMES BOOGIE,JL. GAMBIR SAKETI NO. 44,2021,-6.895073292455397,107.6293732975656,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
ESGOTADO,JL. SIDOMUKTI NO.T-5,2021,-6.89598663546193,107.6288368558942,Sukaluyu,Cibeunying Kaler,tourism_shopping_place
FASSYSTOR HQ,JL. CIGADUNG RAYA TIMUR NO. 64,2021,-6.888446176727387,107.63012599249306,Cigadung,Cibeunying Kaler,tourism_shopping_place
MINIMAX APPAREL,JL. BOJONG INDAH NO. 81,2021,-6.883087831331106,107.63818368363704,Citarum,Bandung Wetan,tourism_shopping_place
MAGGOT CLOTHING,JL. SAUYUNAN RAYA NO. 21,2021,-6.948449362696107,107.58996296670564,Kebonlega,Bojongloa Kidul,tourism_shopping_place
WELLDONE STORE,JL. CIBLUK NO. 4,2021,-6.963780759156126,107.60339140542956,Cangkuang Wetan,Bandung Wetan,tourism_shopping_place
MERCH CONS,JATISARI KEC BUAH BATU,2021,-6.931091663171401,107.6625278191238,Jatisari,Buahbatu,tourism_shopping_place
CLOVER CLOTHING,JL. MELONG ASIH NO. 52,2021,-6.917763928394692,107.56784240825942,Cijerah,Bandung Kulon,tourism_shopping_place
EPIDEMIC,JL. DEWI SARTIKA NO. 27,2021,-6.923494528439751,107.60636226995514,Balonggede,Regol,tourism_shopping_place
CITITEX KARAPITAN BANDUNG,JL. KARAPITAN NO. 137B,2021,-6.929826222421613,107.61595790704028,Cikawao,Lengkong,tourism_shopping_place
HAJJAS FASHION,JL. TAMAN PRAMUKA NO. 181,2021,-6.910320205409478,107.62766202326584,Cihapit,Bandung Wetan,tourism_shopping_place
KIDDROCK CLOTHING CO.,JL. LENGKONG BESAR NO. 97,2021,-6.925875817649589,107.61252784908584,Cikawao,Lengkong,tourism_shopping_place
3SECOND STORE BUAH BATU,JL. BUAH BATU,2021,-6.944854920581903,107.63031711633866,Turangga,Lengkong,tourism_shopping_place
DAUKY,JL. SUKARAJA BLOK CRA NO. 44,2021,-6.8901307387641575,107.57302805714424,Pasirkaliki,Bandung Wetan,tourism_shopping_place
CENTRAL JACKET,JL. RAJAWALI TIMUR NO. 1,2021,-6.916206606255811,107.58988790721855,Ciroyom,Andir,tourism_shopping_place
ORGOGLIO STORE,PERBATASAN JL PALEDANG - MALEBER NO. 166,2021,-6.902504785025195,107.57100353765324,Cibeureum,Bandung Wetan,tourism_shopping_place
RANGKAS,JL. SUNDA,2021,-6.925905284042102,107.61677933827728,Paledang,Lengkong,tourism_shopping_place
MUSCA INDONESIA,KOMPLEK TULIP PERMAI BLOK 2 NO. 16,2021,-6.916323994439619,107.63893539511588,Kebonwaru,Batununggal,tourism_shopping_place
JAWARA BUIAO STORE,GG KEBONGPISANG,2021,-6.916633031760908,107.61910128931544,Merdeka,Sumur Bandung,tourism_shopping_place
MI-YO,JL. SOKA NO. 01,2021,-6.9147239522357165,107.62606752573735,Merdeka,Sumur Bandung,tourism_shopping_place
BANDUNG APPARELS,JL.JEND. SUDIRMAN NO. 695,2021,-6.916552655801707,107.57495972786948,Garuda,Andir,tourism_shopping_place
FLICKL CLOTHING,MARGAHAYU UTARA,2021,-6.950258819239871,107.5788841248896,Margahayu Utara,Babakan Ciparay,tourism_shopping_place
SAGE BANDUNG,MERDEKA,2021,-6.916127645667325,107.62061352151945,Merdeka,Sumur Bandung,tourism_shopping_place
MILOSMILES MINISTORE,JL. SULANJANA NO. 11,2021,-6.899733245898273,107.6112075664318,Tamansari,Bandung Wetan,tourism_shopping_place
MAGMA APPAREL,JL. GAMELAN NO. 10,2021,-6.9349192653071965,107.63036673236552,Turangga,Lengkong,tourism_shopping_place
STORE OWNERS WORLDWIDE,JL. PUDAK NO. 11,2021,-6.913827248485041,107.6285355237066,Merdeka,Sumur Bandung,tourism_shopping_place
TOKO SUNDA OKEY,JL. JEND. AHMAD YANI NO. 77,2021,-6.916997588778527,107.6191727854579,Merdeka,Sumur Bandung,tourism_shopping_place
BROMEDISTRICT STORE,JL. GUDANG SELATAN NO. 22,2021,-6.917004230053431,107.62089215395112,Merdeka,Sumur Bandung,tourism_shopping_place
3/4 7 N,JL. TRUNOJOYO NO. 4,2021,-6.906181225988295,107.61291577604646,Citarum,Bandung Wetan,tourism_shopping_place
FLO DISTRO,JL. TRUNOJOYO NO. 6,2021,-6.90597885658496,107.61306597962673,Citarum,Bandung Wetan,tourism_shopping_place
BEUTIK COMPANY,JL. JAWA NO.4,2021,-6.9152776911481055,107.61683646846664,Merdeka,Sumur Bandung,tourism_shopping_place
DSVN SHOP,BLOK O JL. TAMAN KOPO INDAH I NO. 27,2021,-6.965416438291629,107.57035419678864,Margahayu Tengah,Bandung Wetan,tourism_shopping_place
LIFE CLOTHING,RUKO LINGGAHARA D-13 JL. SADANG,2021,-6.962732725481735,107.5695387840497,Margahayu Tengah,Bandung Wetan,tourism_shopping_place
DNA CLOTHING STORE,JL. KUBANG UTARA 2 NO. 6D,2021,-6.885903756232404,107.6174096475972,Sekeloa,Coblong,tourism_shopping_place
SHUDAMI,JL. VIJAYAKUSUMA II NO. 19,2021,-6.915072796311031,107.619781000513,Merdeka,Sumur Bandung,tourism_shopping_place
INFLAME REBORN OFFLINE STORE,JL. LENGKONG BESAR NO. 81B,2021,-6.92538810311176,107.61251772142114,Paledang,Lengkong,tourism_shopping_place
MYPRIDE FS&CO. HQ,JL. GUDANG SELATAN NO. 22,2021,-6.91665539867841,107.62084666413864,Merdeka,Sumur Bandung,tourism_shopping_place
JON-GEN STORE,JL. JEND. AHMAD YANI NO. 247,2021,-6.914855277740896,107.63043009311998,Cihapit,Bandung Wetan,tourism_shopping_place
P-CLOTHES STORE BANDUNG,JL. KAWALUYAAN INDAH I NO. 37,2021,-6.933386612862018,107.6593540111671,Jatisari,Buahbatu,tourism_shopping_place
CLASSICONESIA,JL. GUDANG SELATAN NO. 22,2021,-6.91576833490871,107.62097901040389,Merdeka,Sumur Bandung,tourism_shopping_place
BADHABIT HQ,JL. GUDANG SELATAN NO. 22,2021,-6.917095231405648,107.6209633024036,Merdeka,Sumur Bandung,tourism_shopping_place
REVATI INDONESIA,JL. GUDANG SELATAN NO. 88,2021,-6.916167274209776,107.61958692291358,Merdeka,Sumur Bandung,tourism_shopping_place
PORTEE GOODS,JL. GUDANG SELATAN NO. 22,2021,-6.916827758016169,107.62059421698063,Merdeka,Sumur Bandung,tourism_shopping_place
PICK AND CHOOSE HQ,JL. GUDANG SELATAN NO. 22B,2021,-6.916947108642474,107.62080908899598,Merdeka,Sumur Bandung,tourism_shopping_place
PANTJA BUANA KARYA ANAK NAGARI,JL. BABAKAN IRIGASELATAN NO. 19,2021,-6.928636705768225,107.59144046340226,Babakan Tarogong,Bojongloa Kaler,tourism_shopping_place
ATTITUDE ORIGINAL OFFICE,JL. CIGURIANG NO. 17,2021,-6.923996506259132,107.60465133280562,Balonggede,Regol,tourism_shopping_place
ST KNITS,JL. SOKA NO. 24,2021,-6.915768461625117,107.6276373746391,Merdeka,Sumur Bandung,tourism_shopping_place
GRIMLOC STORE,JL. KARTINI NO. 21,2021,-6.91775719841186,107.61563940612427,Kebon Pisang,Sumur Bandung,tourism_shopping_place
REDEL OUTFIT,JL. GEGERKALONG TONGGOH I NO. 20,2021,-6.864356810595863,107.58015703797696,Gegerkalong,Sukajadi,tourism_shopping_place
RIDERS AND RULES,JL. BENGAWAN NO. 45,2021,-6.910495200259682,107.62920356487072,Cihapit,Bandung Wetan,tourism_shopping_place
KAULA INDONESIA,JL. GUDANG SELATAN NO. 22,2021,-6.916630195316314,107.62090590169946,Merdeka,Sumur Bandung,tourism_shopping_place
GALERI IVA,JL. DEDERUK NO. 6,2021,-6.898005974802493,107.62085494793784,Sadang Serang,Coblong,tourism_shopping_place
TORCH SHOWROOM,JL. LASWI NO. 1M,2021,-6.916343592260752,107.63072728304569,Kacapiring,Batununggal,tourism_shopping_place
AND-ALIVE APPAREL,KOMPLEKS BOUGENVILLE BLOK A 14 JL. PURWAKARTA,2021,-6.915409914036276,107.65391235518888,Antapani Tengah,Antapani,tourism_shopping_place
TRIPLE A TECHNICAL APPAREL,JL. KADIPATEN 4 NO. 7,2021,-6.9173271168021655,107.65605806706807,Antapani Kidul,Antapani,tourism_shopping_place
HAMMERSTOUT FLAGSHIP STORE,JL. SARI INDAH RAYA NO. 19,2021,-6.921331810435873,107.6539981379118,Babakansari,Kiaracondong,tourism_shopping_place
PRIDE N JOY,JL. JENDERAL AHMAD YANI NO. 821,2021,-6.904411758101002,107.65062598876844,Kel. Padasuka,Cibeunying Kidul,tourism_shopping_place
ALLVANE SPORTS APPAREL,JL. SULAKSANA BARU I NO. 7,2021,-6.904748136418572,107.64983121298874,Kel. Padasuka,Cibeunying Kidul,tourism_shopping_place
HEFABI APPAREL STORE AND BLACKHAWK PANTS SHOP,JL. SUKAPURA NO. 12,2021,-6.926020516571461,107.65097179659551,Babakansari,Kiaracondong,tourism_shopping_place
JAVA JONES APPAREL,JL. IR. H. JUANDA NO. 364,2021,-6.873081367483839,107.61746305530178,Dago,Coblong,tourism_shopping_place
WEHAVEFAN CYCLING APPAREL,JL. CIGADUNG SELATAN NO. 80B,2021,-6.880655969117218,107.625843756469,Cigadung,Cibeunying Kaler,tourism_shopping_place
KABOA APPAREL,JL. IMAM BONJOL NO. 48,2021,-6.888803224619253,107.6150610484772,Lebak Gede,Coblong,tourism_shopping_place
FREE N STYLE,JL. DIPATIUKUR NO. 57,2021,-6.890514206050117,107.61653993240158,Lebak Gede,Coblong,tourism_shopping_place
BLACKSHOES,JL. DIPATIUKUR NO. 66,2021,-6.890860375124786,107.61721584950384,Lebak Gede,Coblong,tourism_shopping_place
WHITE SHER,JL. DIAPTIUKUR NO. 68D,2021,-6.890471601886559,107.6169047126831,Lebak Gede,Coblong,tourism_shopping_place
F.A.U.S.T.,JL. DIPATIUKUR NO. 49B,2021,-6.891049104359702,107.61698652084404,Lebak Gede,Coblong,tourism_shopping_place
YOUTHLAND,JL. DIPATIUKUR NO. 68,2021,-6.890417346776556,107.61689155358928,Lebak Gede,Coblong,tourism_shopping_place
DUSKYSTORE,JL. DIAPTIUKUR NO. 72,2021,-6.889496002081354,107.61632233959162,Lebak Gede,Coblong,tourism_shopping_place
