nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category
WEKOF (BREW AND CHILL),"4JC3+V7Q, JL. BUKIT RESIK, HEGARMANAH, KEC.
  CIDADAP, KOTA BANDUNG, JAWA BARAT 40141",cidadap,4.9,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.0484178421654597,10.0,8.0,Very High (4.5-5.0)
AMPERA RESTAURANT OTISTA,"JL. OTTO ISKANDAR DINATA NO.61, BRAGA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40181",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
ANGKRINGAN OINK-OINK,"JL. PANAITAN NO.7, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
ANGKRINGAN SERBU,"JL. L. L. R.E. MARTADINATA NO.86, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
ARYO WARUNG ECHO AYAM PENYET ASLI MADIUN,"JL. HAUR PANCUH NO.9, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
ASLINA AYAM BAKAR & IKAN GURAME ABAH DARUS,"JL. A. YANI NO.1007, CICAHEUM, KEC. MANDALAJATI,
  KOTA BANDUNG, JAWA BARAT 40282",mandalajati,5.0,Rp 15.000 - 50.000,73956.0,4.8,15407.5,3.0484178421654597,16.0,21.0,Very High (4.5-5.0)
AUSTEAK RESTAURANT,"JL. RAYA KOPO NO.467, RW.06, CIRANGRANG, KEC.
  BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT 40224",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5)
AYAM & BEBEK BESTHAL,"JL. GELAP NYAWANG NO.4, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM & BEBEK DOEWER,"FOOD FESTIVAL, JL. LASWI NO.107, SAMOJA, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,4.0,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Medium (3.5-4.0)
AYAM & BEBEK KREMES PAK GOMBLOH BUAH BATU,"JL. BUAH BATU NO.79, RT.01/RW.10, MALABAR, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.7,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
AYAM ADANG,"JL. KEBON JATI NO.15, KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",andir,4.2,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5)
AYAM BABEH ( AYAM PENYET ENDOLS SAMBAH MATAH),"JL. DESA NO.1, BABAKAN SARI, KEC. KIARACONDONG,
  KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,3.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Low (≤3.5)
AYAM BAKAR & AYAM GORENG (PAK DEDI) 1,"3JH5+W5R, JL. BELAKANG FACTORY, BRAGA, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
"""SERBU"" GRILLED CHICKEN RESTAURANT","JL. SUKAGALIH NO.123, SUKABUNGAH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40163",sukajadi,4.3,Rp 15.000 - 50.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,High (4.0-4.5)
AYAM BAKAR & GORENG SI BUNGSU,"JL. GELAP NYAWANG NO.12, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM BAKAR & IKAN BAKAR FACTORY (PAK DEDI) 2,"3JH5+W53, JL. KOMP, JL. BANCEUY JL. BELAKANG
  FACTORY, BRAGA, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
AYAM BAKAR 76,"JL. SEKELOA TENGAH NO.76, RT.03/RW.03, LEBAKGEDE,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM BAKAR BANDUNG KASOHOR RASA,"2MV3+MQP, JL. CIWASTRA, CIJAURA, KEC. BUAHBATU,
  KOTA BANDUNG, JAWA BARAT 40287",buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0)
AYAM BAKAR BELEKOK SAMEDUN (BEULEUM KOKOK SAMBEL EDUN),"JL. BARANANG SIANG NO.65, RT.03/RW.06, KB. PISANG,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
AYAM BAKAR BU ETI,"3JWC+WPP, CISANGKUY ST, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM BAKAR BUNDAMAY,"GG. SIMPANG NO.29, BABAKAN SURABAYA, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40281",kiaracondong,4.3,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5)
AYAM BAKAR CAFE ENJOY GASIBU,"DEPAN KANTOR PHI, JL. SURAPATI NO.47, SADANG
  SERANG, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM BAKAR CAK NUL,"MONUMEN PEJUANGAN, JL. HAUR PANCUH BELAKANG,
  LEBAKGEDE, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM BAKAR CELUP SINDANG SONO,"JL. GEGERKALONG GIRANG NO.25, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukasari,4.4,Rp 15.000 - 50.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5)
AYAM BAKAR DAPOER BU INNA,"JL. KOPO GG.EKAWARGA 1 NO.6A/195C RT.05/01, KEC.
  BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT 40223",babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0)
AYAM BAKAR GEMA,"JL. TRUNOJOYO NO.23, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM BAKAR IKAN BAKAR MALABAR,"JL. MALABAR NO.62, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
AYAM BAKAR JUARA,"JL. HAUR PANCUH NO.9, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM BAKAR JURAGAN,"3JFC+335, JL. LODAYA, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,5.0,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
ALAM BANDUNG MARANGGI SATAY,"JL. A. YANI NO.252, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",batununggal,3.8,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Medium (3.5-4.0)
AYAM BAKAR KALASAN176 BABAKAN CIPARAY,"KOPO, BOJONGLOA KALER, BANDUNG CITY, WEST JAVA
  40233",bojongloa kaler,5.0,Rp 50.000 - 100.000,124323.0,3.12,39847.12,3.0484178421654597,13.0,34.0,Very High (4.5-5.0)
AYAM BAKAR KHANARI,"ADA SPANDUK PSA, FASHION, JL. TERUSAN, JL. JEMBATAN
  OPAT KOMPLEK PJKA NO.26, MALEER, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT
  40274",batununggal,5.0,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0)
AYAM BAKAR KQ5,"JL. SOEKARNO HATTA NO.620, MANJAHLEGA, KEC.
  RANCASARI, KOTA BANDUNG, JAWA BARAT 40286",rancasari,4.4,Rp 15.000 - 50.000,86725.0,7.01,12371.61,3.0484178421654597,21.0,50.0,High (4.0-4.5)
AYAM BAKAR MADU MAS IAN (ABM),"JL. TUBAGUS ISMAIL, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM BAKAR MANDIRI,"JL. BUAH BATU NO.239, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.9,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
AYAM BAKAR MAS ADIT,"JL. TERUSAN SEKOLAH NO.5, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,4.9,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0)
AYAM BAKAR MR . JOS,"JL. A. YANI NO.826, CICAHEUM, KEC. KIARACONDONG,
  KOTA BANDUNG, JAWA BARAT 40282",kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5)
AYAM BAKAR PAK SOBUR,"JL. TERUSAN BATIK HALUS, SUKALUYU, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.0484178421654597,34.0,31.0,Very High (4.5-5.0)
AYAM BAKAR PAK TOHA,"JL. TUBAGUS ISMAIL DALAM NO.30, LEBAKGEDE,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM BAKAR PANGRAME,"JL. CILENGKRANG II NO.137, PALASARI, KEC. CIBIRU,
  KOTA BANDUNG, JAWA BARAT 40615",cibiru,4.8,Rp 50.000 - 100.000,76236.0,6.84,11145.61,3.0484178421654597,7.0,8.0,Very High (4.5-5.0)
AYAM BAKAR PEDAS PARAHYANGAN,"3JV6+9Q9, CITARUM, BANDUNG WETAN, BANDUNG CITY,
  WEST JAVA 40115",bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0)
AYAM BAKAR RAZKA,"JL. PAGARSIH NO.149, CIBADAK, KEC. ASTANAANYAR,
  KOTA BANDUNG, JAWA BARAT 40241",astanaanyar,3.1,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Low (≤3.5)
AYAM BAKAR RICA IBU IMAS,"KP. CIBEUNYING I NO.24, RT.04/RW.14, SADANG SERANG,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM BAKAR SABRINA,"GG.PERSIB NO.8, SUKAPADA, KEC. CIBEUNYING KIDUL,
  KOTA BANDUNG, JAWA BARAT 40125",cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
AYAM BAKAR SELARAS,"JL. JAPATI NO.4, LEBAKGEDE, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT 40132",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM BAKAR SRI RASA,"NO 15, GG. KARAMAT II NO.RT 04, CICAHEUM, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40282",kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0)
AYAM BAKAR TALIWANG BERSAUDARA,"JL. CITARUM NO.29, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
AYAM BAKAR TALIWANG DEDI LOMBOK,"JL. ACEH NO.89, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
"AYAM BAKAR, AYAM GORENG, DAN NASI BAKAR JALAN CILIWUNG 43","JL. CILIWUNG NO.43, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM BANG DAVA,"JL. MATARAM NO.2, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,2.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Low (≤3.5)
AYAM BEBEK ANGSA MASAK DI KUALI,"JL. SETRA MURNI 1A NO. 6A, SUKARASA, SUKASARI,
  BANDUNG CITY, WEST JAVA 40152",sukasari,5.0,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0)
AYAM BEBEK KOMAR SUKARAJIN,"JL SUKATRESNA NO.13, RT.002/RW.013, CIKUTRA, KEC.
  CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,5.0,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.0484178421654597,17.0,16.0,Very High (4.5-5.0)
AYAM BEBEK PEDAS LINGGAWASTU,"GG. PANGUMBAHAN NO.1, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM GEPREK BENSU DAGO,"JL. IR. H. JUANDA NO.109, CIBURIAL, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,4.1,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM GEPREK SIGARANG,"JL. GUDANG SELATAN NO.111, RT.003/RW005, MERDEKA,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR A.J,"JL. PURNAWARMAN NO.38 NO 38 38, TAMANSARI, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40111",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR ABAH IYUS,"JL. LEMBONG NO.3, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR BANGDOENG,"JL. SUMBAWA NO.18, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
AYAM BAKAR KACALADA KARAPITAN,"JL. KARAPITAN NO.59, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.8,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR GOROWOK BANDUNG,"E JL. BARANANG SIANG NO.36, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR LASWI 35,"JL. LASWI NO.35, SAMOJA, KEC. BATUNUNGGAL, KOTA
  BANDUNG, JAWA BARAT 40273",batununggal,5.0,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR PADALOMA,"JL. PURWAKARTA NO.207, ANTAPANI KIDUL, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.5,Rp 15.000 - 50.000,80530.0,4.22,19082.94,3.0484178421654597,21.0,68.0,High (4.0-4.5)
AYAM GORENG & BAKAR PRINGGODANI,"JL. CIHAMPELAS NO.97, CIPAGANTI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40131",coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM GORENG & BAKAR SARI HARUM,"JL. IR. H. JUANDA NO.305, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM GORENG & BAKAR SARI INDAH BANDUNG,"JL. SARI INDAH RAYA NO.1, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",kiaracondong,4.5,Rp 15.000 - 50.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5)
"AYAM GORENG & BAKAR SARI MULYA, KEBON KAWUNG","JL. KEBON KAWUNG NO.32, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",cicendo,4.6,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0)
AYAM GORENG & IKAN LAUT BAKAR ZALU,"JL. CIHAMPELAS NO.276, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM GORENG ABG,"3JH4+2FP, GANG JOPANGKAR JL. DALEM KAUM,
  BALONGGEDE, KEC. REGOL, KOTA BANDUNG, JAWA BARAT 40251",regol,5.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0)
AYAM GORENG AYAM BAKAR NIKMAT,"JL. CIJAWURA GIRANG NO.5, SEKEJATI, KEC. BUAHBATU,
  KOTA BANDUNG, JAWA BARAT 40286",buahbatu,3.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Low (≤3.5)
AYAM GORENG BAKAR COBEK TEH IKA,"CILAKI ST NO.61, CIHAPIT, BANDUNG WETAN, BANDUNG
  CITY, WEST JAVA 40115",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM GORENG BAKAR PA RAHMAT,"JL. LAMPING NO.18-12, PASTEUR, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40161",sukajadi,4.5,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.0484178421654597,33.0,29.0,High (4.0-4.5)
AYAM GORENG BAKAR WARUNG PRIANGAN,"JL. GATOT SUBROTO NO.329, MALEER, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40275",batununggal,4.2,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5)
AYAM GORENG BANDUNG,"JL. SUNDA NO.57, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
AYAM BAKAR SARIWANGI,"JL. BANCEUY, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0)
AYAM GORENG BU'DE 28,"JL. SARIJADI RAYA NO.28 BLOK 1, SARIJADI, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40151",sukasari,4.9,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0)
AYAM GORENG CEUK DOEL,"JL. GELATIK DALAM NO.3 RT03, RT.01/RW.04, SADANG
  SERANG, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM GORENG CILILIN,"JL. KALIPAH APO NO.1, KARANGANYAR, KEC.
  ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",astanaanyar,4.9,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
AYAM GORENG CIREBON,"JL. WASTUKENCANA NO.79, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
AYAM GORENG COET,"JL. PASIR KALIKI NO.138A, PASIR KALIKI, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40173",cicendo,5.0,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0)
AYAM GORENG COMAT,"JL. PASIR KALIKI NO. 71 C PASIRKALIKI CICENDO
  BANDUNG JAWA BARAT, TAMANSARI, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT
  40116",cicendo,4.492424242424242,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5)
AYAM GORENG DAN AYAM BAKAR PUTRA RAKHA,"JL. SARIMANAH NO.121, SARIJADI, KEC. SUKASARI, KOTA
  BANDUNG, JAWA BARAT 40151",sukasari,4.3,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5)
"AYAM GORENG DAN BAKAR ""NIKMAT""","JL. GATOT SUBROTO NO.459, KB. KANGKUNG, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40284",kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5)
AYAM GORENG DAN BAKAR IBU IMAS,"JL. GEGERKALONG TENGAH NO.28, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukasari,4.7,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0)
AYAM GORENG DAN NASI GORENG SARIMANIS,"SARIJADI, SUKASARI, BANDUNG CITY, WEST JAVA 40151",sukasari,4.8,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,Very High (4.5-5.0)
AYAM GORENG DJAKARTA_DAGO,"JL. SANGKURIANG DALAM NO.40 160A, DAGO, COBLONG,
  BANDUNG CITY, WEST JAVA 40135",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Very High (4.5-5.0)
AYAM GORENG FATMAWATI,"JL. MERDEKA NO.56, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5)
AYAM GORENG HAWAII,"JL. BURANGRANG NO.15, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
AYAM GORENG INDRAWATI,"JL. LENGKONG BESAR NO.3C, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.0484178421654597,43.0,41.0,High (4.0-4.5)
AYAM GORENG & BAKAR CAB.LODAYA GOR PELTI JABAR,"3JR8+J4J, CITARUM, BANDUNG WETAN, BANDUNG CITY,
  WEST JAVA 40115",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM GORENG KALASAN M'BAK ELLY,"JL. PASTEUR NO.2, CIPAGANTI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,High (4.0-4.5)
AYAM GORENG KANAYAKAN,"JL. KANAYAKAN DALAM NO.344, DAGO, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",coblong,3.9,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.0484178421654597,62.0,37.0,Medium (3.5-4.0)
