nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category
TSUKUMA COFFEE BAR & IZAKAYA BANDUNG,JL. BENGAWAN NO.62,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KEMILAO,"PS. CIHAPIT, JL. CIHAPIT.32 BLOK A9-10",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
THE GREAT MEAT,LLRE MARTADINATA ST NO.102,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
MOMOZA,"SHERLOCK COMMON SPACE, JL. L. L. R.E. MARTADINATA NO.217",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
ROEMAH NENEK,JL. TM. CIBEUNYING SEL. NO.47,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
THE SAGE BANDUNG,JL. ANGGREK NO.51,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
PAN'S PANCAKE & OTHERS,"JL. RE. MARTADINATA NO. 205 CIHAPIT BANDUNG WETAN BANDUNG JAWA
  BARAT",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
MOIST SOFT PANCAKE,JL. NANAS NO.10,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
PHO TERIYAKI,CILAKI ST NO.3,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
TIRAMISUSU BY CHOCOMORY,JL. ANGGREK NO.48,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
DAILY PHILLY,JL. SALAM NO.7,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
ROAD CAFE,CILAKI ST NO.41,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
CHICKEN AND BUTTER,JL. BENGAWAN NO.56,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
LOS CHICKANO'S - FRIED CHICKEN PLAYGROUND,JL. CILIWUNG NO.24,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
MOM'S CHICKEN,JL. ANGGREK NO.55,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
CHICKEN SHOCK,JL. PASANG NO.16,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
WINGZ O WINGZ - SUPRATMAN,JL. SUPRATMAN NO.45A,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
VINCENZO CHICKEN WINGS,JL. SABANG NO.63,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
PASAR CIHAPIT,JL. CIHAPIT NO.32,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
LA.KITCHEN,JL. SABANG NO.42,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
BEURGEUR BURGER,JL. CILIWUNG NO.2,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
B COFFEE & BURGERS,JL. SANINTEN NO.65,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
RM ALOHA,JL. SABANG NO.75,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
ALOHA RESTAURANT CIHAPIT BRANCH,JL. CIHAPIT NO.6,bandung wetan,4.1,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
LOMIE LOMBOK,JL. LOMBOK NO.12,bandung wetan,4.6,Rp 15.000 - 50.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
TOBO CIHAPIT,JL. CIHAPIT NO.25B,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KEMBANG WANGI,JL. CIHAPIT NO.45,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0)
KATSUNYAKA,JL. BENGAWAN NO.60,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
RAMESINDONG,JL. BENGAWAN NO.56 A,bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SULTN SAHEF - MASAKAN ARAB DAN MELAYU,JL. BENGAWAN NO.83,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
NASI MANDHI BOSGIL CITARUM BANDUNG KOTA,JL. CITARUM NO.3B,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
90 GOURMET,LLRE MARTADINATA ST NO.90,bandung wetan,4.4,Rp 100.000 - 200.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
BELLAMIE BOULANGERIE,JL. CIHAPIT NO.35,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
JENDERAL KOPI NUSANTARA BUWAS,LLRE MARTADINATA ST NO.219,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KUKUMAMA,LLRE MARTADINATA ST NO.221,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0)
DJAYA MANDIRI SEJAHTERA,JL. NANAS NO.27,bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0)
GLOSIS STEAKHOUSE,JL. BENGAWAN NO.11,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
CRESCENT BAKE & BRUNCH,LLRE MARTADINATA ST NO.90,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SUNDAY MORNING BREAKFAST AT SIXTY TWO CISANGKUY,"3JXC+4HH, CISANGKUY ST",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
GREAT DIMSUM BANDUNG 1 EX DIMSUM HOUSE,JL. TAMAN CIBEUNYING UTARA NO.12,bandung wetan,4.6,Rp 15.000 - 50.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
HOO KEE - CIHAPIT,JL. TAMAN CIBEUNYING UTARA NO.12,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
CHAWARMA,JL. TAMAN CIBEUNYING UTARA NO.8-24,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AMO PIZZERIA INDONESIA,JL. ANGGREK NO.55,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
PAMOR,LLRE MARTADINATA ST NO.125,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
THIS DISH EATERY,CILAKI ST NO.45,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
CUP EAT SEGIMATA & ARROY TEA,JL. SABANG NO.26,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
TEMPAYAN INDONESIAN BISTRO,JL. CITARUM NO.10,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
LAWUH - INDONESIAN SOUL FOOD,JL. KIHIUR NO.48 RT 004/005,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AMERIKA BURGER BAR,JL. ANGGREK NO.43,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
DUAPULUHAN FOODS,JL. CENDANA NO.11,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
OKINAWA SUSHI • BANDUNG RIAU,LLRE MARTADINATA ST NO.149,bandung wetan,4.9,Rp 100.000 - 200.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SUSHI NO MORI,LLRE MARTADINATA ST NO.193,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
EVARTRA SLY BAR,CILAKI ST NO.45,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
RESTO BOZ E,JL. CITARUM NO.30,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
RM PAYAKUMBUAH CITARUM BANDUNG,JL. CITARUM NO.24,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KOPI KOHI,"KOPI KOHI, JL. L. L. R.E. MARTADINATA NO.193",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
COLD 'N BREW BANDUNG/PT SRI REJEKI ISMAN TBK BANDUNG,LLRE MARTADINATA ST NO.107,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
TEAPOTTO,JL. BENGAWAN NO.25,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
GIGA BITES,JL. NANAS NO.11,bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
ROCKMEN AND COFFEE,JL. CILIWUNG NO.17,bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
CAFE KOFEE TIDJI,JL. CITARUM NO.30,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
WAY UP WARKOP,JL. TAMAN CIBEUNYING UTARA NO.10,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
CO.CHOC (COMFORT OF CHOCOLATE),LLRE MARTADINATA ST NO.205,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
WIFI CORNER MARGAHAYU SHIFT MALAM,3JVH+5VX,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
NYUMPUT DI DEPOT IRA,"3JWF+5RM, JL. TM. CIBEUNYING SEL.",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
WARUNG KIOS IROD,LLRE MARTADINATA ST NO.158,bandung wetan,1.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Low (≤3.5)
MORGY COFFEE,JL. ANGGREK NO.46,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
I NEED COFFEE,JL. JOHAR NO.10A,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KOPINA,JL. BENGAWAN NO.3,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
ALAS DAUN RESTAURANT,JL. CITARUM NO.34,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
SHABU HACHI CILAKI BANDUNG,CILAKI ST NO.41,bandung wetan,4.8,Rp 100.000 - 200.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
BONFIRE ROAST & GRILL,LLRE MARTADINATA ST NO.137,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KARNIVOR RESTAURANT,LLRE MARTADINATA ST NO.127,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
SATE YAKITORI (SATE.YUTAKA),"SEBERANG TAMAN CIBEUNYING, JL. CILAKI",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SET N RISE,JL. TM. CIBEUNYING SEL. NO.41,bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
MARUGAME UDON RIAU BANDUNG,JALAN LAKSAMANA JL. L. L. R.E. MARTADINATA NO.112,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
MENJAMA,"BENGAWAN, JL. BENGAWAN NO.26",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
83 BIERGARTEN,JL. CILIWUNG NO.23,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
D'BANDIT,3JRH+J9C,bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KEBABFACTORY.ID,JL. KIHIUR NO.8,bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
SERASA SALAD BAR BANDUNG,CILAKI ST NO.45,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
ROASTED BAR,CILAKI ST NO.45,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
HAW HAW GRILL,CILAKI ST NO.59,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
GRILL DAY OUT,"3JWF+5PP, JL. TAMAN CIBEUNYING UTARA",bandung wetan,4.51439588688946,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
INI ITU CAFE,JL. BENGAWAN NO.69D,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
KOZI COFFEE X TEKO,JL. BENGAWAN NO.77,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
THE FLAVORS ASIAN CUISINE,JL. HOLIS NO.59,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
FRIED CHICKEN AZWA,JL. SURYANI DALAM I NO.5,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
RUMAH MAKAN KAMI SAIYO,JL. JEND. SUDIRMAN NO.649,bandung kulon,4.2,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
TABULLA RASA,JL. SOEKARNO HATTA NO.88,bandung kulon,4.7,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
WAROENG SEAFOOD 89,"SEAFOOD 89, JL. SOEKARNO HATTA NO.89",bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
RUMAH MAKAN SARI RASA SAMBEL HEJO,JL. SOEKARNO HATTA NO.71,bandung kulon,4.2,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
DIMSUM DELIE FOOD,JL. CIBUNTU TIMUR NO.322,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
DINAS KEBUDAYAAN DAN PARIWISATA KOTA BANDUNG,"JL. AHMAD YANI NO.227, BABAKAN SURABAYA, KIARACONDONG",sumur bandung,3.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0)
EMADO'S SHAWARMA RIAU,JL. CITARUM NO.2,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
CAFE BALI,LLRE MARTADINATA ST NO.211-215,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
SUIS BUTCHER STEAK HOUSE,LLRE MARTADINATA ST NO.201,bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
NIJUUGO RESTO,JL. BENGAWAN NO.25,bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
BAKMI JOGJA BENGAWAN,JL. TAMAN PRAMUKA NO.183,bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5)
IT'S NICE TO MEAT YOU,JL. CILIWUNG NO.9,bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0)
AYAM CRISBAR CIJERAH MELONG,JL. MELONG ASIH NO.62,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
MY DIMSUM AND FRIENDS,JL. MELONG ASIH NO.46,bandung kulon,4.3,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
SEAFOOD KILOAN BANG BOPAK CAB. CIJERAH,JL. MELONG ASIH NO.43,bandung kulon,4.3,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
BNDUNG,3HH5+2QJ,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
DELIS CATERING SERVICE,"3H93+WW8, JL. ALAMANDA VII",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
NURDWI PLAT AA BASECAMP DOPBER BANDUNG,BANDUNG KULON GEMPOL,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
KEDAI NGOPIII!,"3HGG+7Q8, JL. CIBUNTU TENGAH 3 NO.57",bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
BARLEY BAR & GRILL,BANDUNG KULON WARUNG MUNCANG,bandung kulon,4.7,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
BBQ ROOFTOP,JL. JEND. SUDIRMAN NO.627,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
WARUNG SHIDQIA,"3. NO. 3B. RT/RW. 06/02, JL. SURYANI DALAM",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
ALAM DESA (SUNDANESE RESTO),JL. NANA ROHANA NO.60,bandung kulon,4.1,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
BAKMIE ROYAL,JL. SURYANI DALAM NO.17,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
PABRIK TAHU WN,BANDUNG KULON WARUNG MUNCANG,bandung kulon,4.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Medium (3.5-4.0)
PO-EAT,JL. TAMAN HOLIS INDAH II NO.19 BLOK A2,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
LOTEK BU IDAH,CIGONDEWAH KALER KP.BLOK.JAMBANGAN RT03,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
FRIED CHICKEN & AYAM GEPREK MAS AL,JL. GEMPOL SARI NO.9,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
DAPOER MODERN,GG. AL-MAQBUL NO.RT01/04,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
PUBG FOOD N DRINKS,JL. TAMAN HOLIS INDAH 1 NO.109 BLOK C2,bandung kulon,4.3,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
NATURALE HEALTHY CATERING BANDUNG,JL. TAMAN HOLIS INDAH 1 NO.39 BLOK F2,bandung kulon,4.9,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
TTALS KOREAN BBQ,JL. TAMAN HOLIS INDAH NO.21 BLOK C1,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
NAY'S BURGER,"3H48+798, JL. CIGONDEWAH KIDUL",bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
PANAMA PARK 825,JL. JEND. SUDIRMAN NO.825,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
HOUSE OF BASINGSE & LOUNGE,GG. SALUYU I NO.30,bandung kulon,3.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Low (≤3.5)
DAPUR BIRU ID,GG. MANUNGGAL IIC,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
MAKANAN ONLINE,"KP SAYURAN, GG. MANUNGGAL IIC",bandung kulon,4.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Medium (3.5-4.0)
ATE COFFEE N EATERY,JL. MELONG ASIH NO.67A,bandung kulon,5.0,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
"KEDAI MA""UU",JL. CIJERAH WETAN II,bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
@LA PRASMANAN,"KIOS PBJ2, JL GEMPOL SARI (SEBRANG KAHATEX",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
DWINGS HOT CHICKEN WINGS,"BANDUNG KOTA BANDUNG JAWA BARAT JL.MELONG ASIH GG.MANUNGGAL 2C
  RT.06 09 N, 0, RW.20",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
NASI TIMBEL TEH DESI,"2JR5+4XF, JL. CURUG CANDUNG",bandung kidul,5.0,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,Very High (4.5-5.0)
DAPUR CUBAN,"JL. MOCH. TOHA GG. RIANG NO.24, RT.01/RW.02",bandung kidul,4.420967741935484,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.0484178421654597,9.0,53.0,High (4.0-4.5)
MIRANTY CATERING COMPANY,JL. SYAHBANDAR NO.11,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
PRADHA CATERING & WEDDING SERVICE,JL. SYAHBANDAR NO.4,bandung kulon,4.6,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
BURGER BANGOR HOLIS,JL. BOJONG RAYA NO.104,bandung kulon,4.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
BABI PANGGANG HOLIS,JL. HOLIS NO.353,bandung kulon,4.8,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
TEMAN MAKAN.BDG,"JL. BOJONG RAYA NO.90, RT.01/RW.01",bandung kulon,4.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
SATE HOLIS,JL. HOLIS NO.470,bandung kulon,4.8,Rp 15.000 - 50.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,Very High (4.5-5.0)
CAMPINA ICE CREAM,JL. HOLIS NO.306,bandung kulon,4.4,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.0484178421654597,20.0,15.0,High (4.0-4.5)
