nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date,success_category,composite_score
NASI GORENG DOB,"JL. BANDA, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.9,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,29,7,2.0,enriched_v1.0,2025-07-09,High,0.6832254408060453
NASI GORENG DONA,"JL. TUBAGUS ISMAIL NO.26, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40134",coblong,4.4,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Local Food,509,7,2.0,enriched_v1.0,2025-07-09,Low,0.6102342569269521
NASI GORENG DUDA ARABAN,"JL. TAMANSARI NO.20, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40132",bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,428,7,2.0,enriched_v1.0,2025-07-09,Low,0.572785894206549
NASI GORENG FAVORIT SETIABUDI,"40141, JL. DR. SETIABUDI NO.56, PASTEUR, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40161",sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Local Food,192,7,2.0,enriched_v1.0,2025-07-09,High,0.6706523929471032
NASI GORENG HALTE BANDA,"3JV8+3QW, JL. BANDA, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,61,7,2.0,enriched_v1.0,2025-07-09,High,0.7016926952141057
NASI GORENG IBU KOMARIYAH,"LLRE MARTADINATA ST NO.117, CIHAPIT, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40114",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,59,7,2.0,enriched_v1.0,2025-07-09,High,0.701632241813602
NASI GORENG JEEBOTZ CISANGKUY,"3JXC+F8H, CISANGKUY ST, CITARUM, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40115",bandung wetan,4.1,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,2697,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6238702770780855
NASI GORENG JUMBO PAKDE NO,"DUNGUS CARIANG, ANDIR, BANDUNG CITY, WEST JAVA
  40183",andir,4.5,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Local Food,852,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6381020151133501
NASI GORENG JUVENTUS,"JL. MUARARAJEUN BARU NO.29, CIHAUR GEULIS, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Local Food,88,7,2.0,enriched_v1.0,2025-07-09,Low,0.6150088161209067
NASI GORENG ALIYA 2,"4H6V+3MF, GG. PAK ELAS, RT.04/RW.08, CIPEDES, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.8,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Local Food,145,7,2.0,enriched_v1.0,2025-07-09,High,0.6692317380352644
NASI GORENG ANGLO MAS ATO,"JL. MALEBER UTARA NO.302, MALEBER, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40184",andir,3.7,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Medium (3.5-4.0),Local Food,406,7,2.0,enriched_v1.0,2025-07-09,Low,0.4846209068010075
NASI GORENG ARDA PUTRA,"JL. PAJAJARAN NO.97, ARJUNA, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40173",cicendo,4.6,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Local Food,203,7,2.0,enriched_v1.0,2025-07-09,Medium,0.635984886649874
NASI GORENG ATO,"JL. MADURA NO.RT.02/RT.07, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,260,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6552078085642317
NASI GORENG AWIH,"JL. SADEWA NO.3A, PAJAJARAN, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40173",cicendo,4.3,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Local Food,787,7,2.0,enriched_v1.0,2025-07-09,Low,0.6011372795969773
NASI GORENG BABAT 01 ZERO ONE,"JL. WIRA ANGUN ANGUN NO.28, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,518,7,2.0,enriched_v1.0,2025-07-09,Low,0.5755062972292191
NASI GORENG BALA,"JL. MALEER III NO.7, MALEER, KEC. BATUNUNGGAL, KOTA
  BANDUNG, JAWA BARAT 40274",batununggal,4.8,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0),Local Food,20,7,2.0,enriched_v1.0,2025-07-09,High,0.6654534005037782
NASI GORENG BAMBANG,"JL. BABAKAN JATI NO.103, GUMURUH, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40275",batununggal,4.6,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0),Local Food,61,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6316926952141056
NASI GORENG BANDUNG JUARA,"JL. PAHLAWAN NO.45, CIHAUR GEULIS, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40122",cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Local Food,588,7,2.0,enriched_v1.0,2025-07-09,Low,0.6126221662468514
NASI GORENG BANG ALDI,"4J83+6PJ, JL. DR. SETIABUDI, HEGARMANAH, KEC.
  CIDADAP, KOTA BANDUNG, JAWA BARAT 40131",cidadap,4.0,Rp 50.000 - 100.000,54680.0,8.42,6494.06,3.04841784216546,10.0,8.0,Medium (3.5-4.0),Local Food,514,7,2.0,enriched_v1.0,2025-07-09,Low,0.5403853904282115
NASI GORENG BANG JACK,"3JWC+33M, CITARUM, BANDUNG WETAN, BANDUNG CITY,
  WEST JAVA 40115",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,230,7,2.0,enriched_v1.0,2025-07-09,Low,0.5843010075566749
NASI GORENG BAROE BENGAWAN,"JL. BENGAWAN NO.56, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,103,7,2.0,enriched_v1.0,2025-07-09,High,0.702962216624685
NASI GORENG BAYU GRUP,"JL GARUDA NO 106 GARUDA ANDIR BANDUNG GARUDA 106,
  GARUDA, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40184",andir,4.5,Rp 15.000 - 50.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Local Food,31,7,2.0,enriched_v1.0,2025-07-09,Low,0.613285894206549
NASI GORENG BERKAH BATUNUNGGAL,"JL. WAAS NO.1, BATUNUNGGAL, KEC. BANDUNG KIDUL,
  KOTA BANDUNG, JAWA BARAT 40266",bandung kidul,4.1,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Local Food,247,7,2.0,enriched_v1.0,2025-07-09,Low,0.549814861460957
NASI GORENG BISTIK 41,"GG. NANGKASUNI, TAMANSARI, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40116",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,26,7,2.0,enriched_v1.0,2025-07-09,High,0.7006347607052896
NASI BEBEK KHAS MADURA SELERA PEDES,"2JVQ+J5H, BATUNUNGGAL, BANDUNG KIDUL, BANDUNG CITY,
  WEST JAVA 40266",bandung kidul,4.4,Rp 50.000 - 100.000,61419.0,5.42,11331.92,3.04841784216546,9.0,53.0,High (4.0-4.5),Local Food,437,7,2.0,enriched_v1.0,2025-07-09,Low,0.6080579345088161
NASI BEBEK MADURA & AYAM GORENG CAK BRIYAN,"JL. BURANGRANG NO.16-12, BURANGRANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",lengkong,4.521932114882507,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Local Food,111,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6195421503311389
"NASI BEBEK MADURA BUMBU HITAM ""OM ADIL""","JL. TAMANSARI NO.1, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,3.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Low (≤3.5),Local Food,251,7,2.0,enriched_v1.0,2025-07-09,Low,0.3574357682619647
NASI BEBEK SERASA (BUMBU HITAM),"WARUNG WARNA HITAM, JL. TONGKENG NO.71, MERDEKA,
  SUMURBANDUNG, BANDUNG CITY, WEST JAVA 40113",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,217,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6189080604534004
NASI BEBEK SONGKEM AYAM GORENG,"BELAKANG NYA GEDUNG KE UANGAN NEGARA, PEREMPATAN
  LAMPU MERAH BANDUNG DEPANNYA HOTEL, KEC. LENGKONG",lengkong,4.521932114882507,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Local Food,201,7,2.0,enriched_v1.0,2025-07-09,Medium,0.622262553353809
"NASI BEBEK SONGKEM MADJID ISTIQOMAH JL TAMAN
  CITARUM","JL. TAMAN CITARUM NO.1, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,259,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6376775818639797
NASI GORENG,"JL. RANCABOLANG NO.184, SEKEJATI, KEC. BUAHBATU,
  KOTA BANDUNG, JAWA BARAT 40286",buahbatu,4.7,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Local Food,1003,7,2.0,enriched_v1.0,2025-07-09,High,0.6776662468513853
NASI GORENG & AYAM GORENG ANEKA RACUN,"JL. CIKUTRA BARAT NO.KEL NO. 98, SADANG SERANG,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40133",coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,77,7,2.0,enriched_v1.0,2025-07-09,High,0.667176322418136
NASI GORENG & MIE TEK TEK AWET MUDA,"JL. JAPATI NO.2A, SADANG SERANG, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40133",coblong,4.9,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,14,7,2.0,enriched_v1.0,2025-07-09,High,0.682772040302267
NASI GORENG 389,"JL. IBRAHIM ADJIE NO.389, BINONG, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40275",kiaracondong,4.3,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Local Food,258,7,2.0,enriched_v1.0,2025-07-09,Low,0.5851473551637278
NASI GORENG 73,"JL. BABAKAN CIAMIS KELURAHAN NO.73, BABAKAN CIAMIS,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,222,7,2.0,enriched_v1.0,2025-07-09,Low,0.6140403260301317
NASI GORENG ACENG,"JL. DURSASANA NO.8, PAMOYANAN, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40173",cicendo,4.6,Rp 15.000 - 50.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Very High (4.5-5.0),Local Food,233,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6368916876574306
NASI GORENG AEP'S,"JL. DR. SETIABUDI NO.143, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40153",sukasari,4.1,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Local Food,6984,7,2.0,enriched_v1.0,2025-07-09,High,0.7534521410579343
NASI GORENG ALA CEK ACONG,"JL. PANDU NO.1, PAMOYANAN, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40173",cicendo,4.5,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Local Food,50,7,2.0,enriched_v1.0,2025-07-09,Low,0.6138602015113349
NASI GORENG ALIYA,"JL. SUKAGALIH II, CIPEDES, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40162",sukajadi,4.6,Rp 15.000 - 50.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Local Food,167,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6348967254408059
MUJIGAE FESTIVAL CITYLINK,"JL. PETA NO.241, SUKA ASIH, KEC. BOJONGLOA KALER,
  KOTA BANDUNG, JAWA BARAT 40232",bojongloa kaler,4.5,Rp 50.000 - 100.000,124323.0,3.12,39847.12,3.04841784216546,13.0,34.0,High (4.0-4.5),Restaurant,177,8,2.0,enriched_v1.0,2025-07-09,Low,0.6176989924433248
NAIMA BANDUNG,"JL. RANCABOLANG NO.52, SEKEJATI, KEC. BUAHBATU,
  KOTA BANDUNG, JAWA BARAT 40286",rancasari,4.6,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,Very High (4.5-5.0),Restaurant,744,8,2.0,enriched_v1.0,2025-07-09,Medium,0.652337531486146
NAIMA RESTO,"JL. RANCABOLANG NO.142, MANJAHLEGA, KEC. RANCASARI,
  KOTA BANDUNG, JAWA BARAT 40286",rancasari,4.6,Rp 50.000 - 100.000,86725.0,7.01,12371.61,3.04841784216546,21.0,50.0,Very High (4.5-5.0),Restaurant,111,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6332040302267001
NANNY'S PAVILLON,"JALAN LAKS LLRE MARTADINATA ST NO.125, CIHAPIT,
  BANDUNG WETAN, BANDUNG CITY, WEST JAVA 40114",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,9,8,2.0,enriched_v1.0,2025-07-09,High,0.6651209068010074
NASI AYAM PENYET MBA IYEM,"JL. VAN DEVENTER NO.9, KB. PISANG, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,877,7,2.0,enriched_v1.0,2025-07-09,Medium,0.633838814695119
NASI BANCAKAN,"JL. DIPONEGORO NO.25, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Local Food,2482,7,2.0,enriched_v1.0,2025-07-09,High,0.6698715365239294
NASI BEBEK BUMBU HITAM KHAS MADURA,"3JP2+XJV, JL. KEBON KAWUNG, PASIR KALIKI, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40171",cicendo,3.9,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Medium (3.5-4.0),Local Food,655,7,2.0,enriched_v1.0,2025-07-09,Low,0.5271473551637279
NASI BEBEK BUMBU HITAM KHAS MADURA ACONG,"4J4M+VQC, JL. BATIK KUMELI, SUKALUYU, KEC.
  CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,97,7,2.0,enriched_v1.0,2025-07-09,High,0.6677808564231738
NASI BEBEK BUMBU HITAM MERCON,"JL. MOCH. TOHA NO.77, CIGERELENG, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40253",regol,5.0,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Very High (4.5-5.0),Local Food,93,7,2.0,enriched_v1.0,2025-07-09,High,0.7026599496221662
NASI BEBEK CAK DUDUNG,"JL. CIKUTRA BARAT NO.56, CIGADUNG, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,179,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6273049003892834
NASI BEBEK CAK HASAN KHAS MADURA,"3JCX+427, JL. PSM DALAM, KEBUN JAYANTI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40281",kiaracondong,4.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Medium (3.5-4.0),Local Food,405,7,2.0,enriched_v1.0,2025-07-09,Low,0.5370906801007556
NASI BEBEK KHAS MADURA,"JL. BUAH BATU NO.227, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.5,Rp 15.000 - 50.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Local Food,645,7,2.0,enriched_v1.0,2025-07-09,Medium,0.631845088161209
NASI BEBEK KHAS MADURA BU FITA,"JL. DUNGUSCARIANG NO.47, DUNGUS CARIANG, KEC.
  ANDIR, KOTA BANDUNG, JAWA BARAT 40183",andir,4.4,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Local Food,4795,7,2.0,enriched_v1.0,2025-07-09,High,0.739785894206549
MIE GACOAN,"JL. DIPATI UKUR NO.3, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.7,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,63,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6492531486146096
MIE GORENG NASI GORENG ANGLO BU SANI LANDOENG,"JL. MANGGA NO.26, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,175,7,2.0,enriched_v1.0,2025-07-09,Medium,0.6526385390428211
MIE GORENG PAK KARMINO,"JL. GATOT SUBROTO NO.234, BINONG, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40275",batununggal,4.5,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Restaurant,289,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6210843828715364
MIE TEK TEK DJAWA,"JL. A. YANI NO.296, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",batununggal,4.431764705882353,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Restaurant,116,8,2.0,enriched_v1.0,2025-07-09,Low,0.6039139872573714
MORNING GLORY AT ROOFTOP MITRA HOTEL BANDUNG,"JL. SUPRATMAN NO.98, CIHAUR GEULIS, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40114",cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,255,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6200566750629722
"MUCHO COFFEE, CAFE & RESTO","JL. ANGGREK NO.42, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,263,1,2.0,enriched_v1.0,2025-07-09,Low,0.6027984886649874
MERGOSARI RESTAURANT,"JL. PELAJAR PEJUANG 45 NO.98, TURANGGA, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40264",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,491,8,2.0,enriched_v1.0,2025-07-09,Low,0.6096901763224181
MIE & NASI GORENG 'TANPA NAMA',"JL. TRUNOJOYO NO.6A, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Local Food,66,7,2.0,enriched_v1.0,2025-07-09,High,0.6668438287153652
MADTARI RANGGAGADING 2,"JL. RANGGAGADING NO.2, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,271,8,2.0,enriched_v1.0,2025-07-09,Low,0.5680403022670024
MAGAL BANDUNG,"RESORT LEVEL, PARIS VAN JAVA, JL. SUKAJADI
  NO.137-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.0,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Medium (3.5-4.0),Restaurant,730,8,2.0,enriched_v1.0,2025-07-09,Low,0.5469143576826195
MAI SUKI,"JL. L. L. R.E. MARTADINATA NO.18, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,469,8,2.0,enriched_v1.0,2025-07-09,Low,0.5915251889168764
MARUGAME UDON PVJ,"PARIS VAN JAVA, LANTAI GF, JL. SUKAJADI NO.131-139,
  CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,3115,8,2.0,enriched_v1.0,2025-07-09,High,0.6715050377833752
"MARUGAME UDON, BUAH BATU","JL. BUAH BATU NO.157, CIJAGRA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40265",lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,266,8,2.0,enriched_v1.0,2025-07-09,Medium,0.637889168765743
"MARUGAME UDON, RIAU BANDUNG","JALAN LAKSAMANA JL. L. L. R.E. MARTADINATA NO.112,
  CIHAPIT, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,282,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6383727959697731
MASA RESTAURANT & BAR,"JL. TRUNOJOYO NO.29, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,233,8,2.0,enriched_v1.0,2025-07-09,Low,0.6018916876574307
MASTATO RAMEN TERNATE,"JL. TERNATE NO.08, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 15.000 - 50.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Japanese Food,594,5,2.0,enriched_v1.0,2025-07-09,High,0.6653035264483627
KULINER NUSANTARA DJURAGAN SATE KALIMANTAM,"JL. ACEH NO.24B, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,164,8,2.0,enriched_v1.0,2025-07-09,High,0.7048060453400503
LA BASIL KOFFIE & RESTO,"JL. MANGGA NO.37, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40121",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,108,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6331133501259445
LAMBUN OMBAK (AYAM BAKAR RENDANG UNI ZAL),"JL. KACAPIRING NO.16-2, KACAPIRING, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40271",batununggal,5.0,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Very High (4.5-5.0),Restaurant,116,8,2.0,enriched_v1.0,2025-07-09,High,0.7033551637279597
LILIWETAN RESTO & CAFE,"JL. SUPRATMAN NO.37, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.3,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Cafe,280,1,2.0,enriched_v1.0,2025-07-09,Low,0.5858123425692694
LINGGARJATI NOODLE RESTAURANT,"JL. BALONGGEDE NO.1, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",regol,4.2,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,High (4.0-4.5),Restaurant,119,8,2.0,enriched_v1.0,2025-07-09,Low,0.5634458438287153
