nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date,success_category,composite_score
LITTLE TOKYO SHABU SHABU PVJ,"PARIS VAN JAVA, PARIS VAN JAVA RESORT LEVEL C NO.
  19, JL. SUKAJADI NO.131-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT
  40162",sukajadi,4.7,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,572,8,2.0,enriched_v1.0,2025-07-09,High,0.6646385390428211
LLAOLLAO,"PARIS VAN JAVA, JL. SUKAJADI NO.131-139, CIPEDES,
  SUKAJADI, BANDUNG CITY, WEST JAVA 40162",sukajadi,4.6,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,298,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6388564231738034
LOTEK KELENTENG,"JL. MEKAR HARUM NO.28, MEKARWANGI, KEC. BOJONGLOA
  KIDUL, KOTA BANDUNG, JAWA BARAT 40237",bojongloa kidul,4.5,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Restaurant,125,8,2.0,enriched_v1.0,2025-07-09,Low,0.6161272040302266
LUCIO LUCIANO PATISSERIE,"JL. SURYA KENCANA NO.12, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,323,8,2.0,enriched_v1.0,2025-07-09,Low,0.6046120906801007
LUMBUNG PADI,"JL. RANGGA MALELA NO.8, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,5.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,94,8,2.0,enriched_v1.0,2025-07-09,High,0.702690176322418
KHAS ROTISELAI,"JL. RADEN PATAH NO.12, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Bakery,45,0,2.0,enriched_v1.0,2025-07-09,Medium,0.6487090680100756
KINTAN BUFFET,"JL. SUKAJADI NO.131 - 139, CIPEDES, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.6,Rp 100.000 - 200.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,214,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6363173803526447
KIRAI DIMSUM BENGAWAN,"JL. BENGAWAN NO.7A, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Chinese Food,499,2,2.0,enriched_v1.0,2025-07-09,High,0.6624319899244332
KEDAI ASMARA,"JL. L. L. R.E. MARTADINATA NO.102, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,734,8,2.0,enriched_v1.0,2025-07-09,Low,0.5470352644836272
KEDAI BEBEK HIJAU,"TALAGA BODAS ST NO.26, MALABAR, LENGKONG, BANDUNG
  CITY, WEST JAVA 40262",lengkong,4.5,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,263,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6202984886649874
KEDAI DIMSUM 168,"PLAZA IBCC, JL. A. YANI NO.2 LANTAI DASAR AREA FOOD
  COURT, KACAPIRING, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40114",batununggal,3.8,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,Medium (3.5-4.0),Chinese Food,131,2,2.0,enriched_v1.0,2025-07-09,Low,0.4938085642317379
KEDAI TEMEN SEMEJA,"JL. CIBOLERANG NO.23, MARGASUKA, KEC. BABAKAN
  CIPARAY, KOTA BANDUNG, JAWA BARAT 40225",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,115,8,2.0,enriched_v1.0,2025-07-09,Low,0.6158249370277078
KENZU JAPANESE CHEESE DRINK CIWALK,"JL. CIHAMPELAS WALK, CIPAGANTI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40131",coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Japanese Food,260,5,2.0,enriched_v1.0,2025-07-09,Low,0.6027078085642317
JUSTUS STEAK HOUSE PASKAL 23,"PASKAL HYPER SQUARE, LANTAI 3 SAMPING RAA CHA
  PASKAL 23, KB. JERUK, KOTA BANDUNG, JAWA BARAT",andir,4.6,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Very High (4.5-5.0),Western Food,475,10,2.0,enriched_v1.0,2025-07-09,Medium,0.6442065491183878
KAFE KOPAJA BANDUNG,"4J39+J6M, LEBAK GEDE, COBLONG, BANDUNG CITY, WEST
  JAVA 40132",coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,1699,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6287040302267002
KAMAR NENEK,"JL. CIPAGANTI NO.150, CIPAGANTI, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40131",coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,298,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6312282180455984
KAREUEUSS (NASI GORENG),"4H9W+JM6, PASTEUR, SUKAJADI, BANDUNG CITY, WEST
  JAVA 40161",sukajadi,4.7,Rp 15.000 - 50.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Local Food,231,7,2.0,enriched_v1.0,2025-07-09,Medium,0.654331234256927
JD KITCHEN TAMAN PRAMUKA - BANDUNG,"JL. TAMAN PRAMUKA NO.171, CIHAPIT, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40112",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,210,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6361964735516372
JOONGLA,"PS. CIHAPIT, JL. CIHAPIT, CIHAPIT, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,613,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6483778337531485
JUMBO EATERY RIAU,"JL. L. L. R.E. MARTADINATA NO.22, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",bandung wetan,4.4,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,332,8,2.0,enriched_v1.0,2025-07-09,Low,0.6048841309823677
JUSTUS BURGER & STEAK BEC,"JL. PURNAWARMAN NO.13, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,3.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Fast Food,216,4,2.0,enriched_v1.0,2025-07-09,Low,0.4438778337531486
JUSTUS STEAK BTC,"F1 BANDUNG TRADE CENTER, JL. DR. DJUNJUNAN, NO.
  143-149, PASTEUR, SUKAJADI, 40163 BANDUNG, INDONESIA, PAJAJARAN, CICENDO,
  BANDUNG CITY, WEST JAVA 40163",cicendo,4.0,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,Medium (3.5-4.0),Western Food,689,10,2.0,enriched_v1.0,2025-07-09,Low,0.5456750629722921
JUSTUS STEAK HOUSE BRAGA,"BRAGA, CITY WALK LANTAI GROUND, JL. BRAGA
  NO.88-101, BRAGA, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Western Food,704,10,2.0,enriched_v1.0,2025-07-09,Medium,0.6336284634760705
JUSTUS STEAK HOUSE CIWALK,"CIHAMPELAS WALK, CIPAGANTI, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT 40131",coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Western Food,143,10,2.0,enriched_v1.0,2025-07-09,Low,0.6166712846347606
JUSTUS STEAK HOUSE METRO INDAH MALL,"GF, METRO INDAH MALL, SEKEJATI, KEC. BUAHBATU, KOTA
  BANDUNG, JAWA BARAT 40286",buahbatu,4.6,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Western Food,399,10,2.0,enriched_v1.0,2025-07-09,Medium,0.6419093198992443
JUSTUS STEAK HOUSE PARIS VAN JAVA,"PVJ SKY LEVEL SL-C 21 JL.SUKAJADI NO, CIPEDES, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.3,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Western Food,185,10,2.0,enriched_v1.0,2025-07-09,Low,0.5829408060453399
IAM BEBEK,"JL. JALAPRANG NO.16-2, SUKALUYU, KEC. CIBEUNYING
  KALER, KOTA BANDUNG, JAWA BARAT 40123",cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,248,8,2.0,enriched_v1.0,2025-07-09,Low,0.584845088161209
ICHIBAN SUSHI,"23 PASKAL KB. JERUK, KEC. ANDIR, KOTA BANDUNG, JAWA
  BARAT 40181",andir,3.6,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Medium (3.5-4.0),Japanese Food,415,5,2.0,enriched_v1.0,2025-07-09,Low,0.4673929471032745
ICHIYO RAMEN,"JL. SULTAN TIRTAYASA NO.11A, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.8,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Japanese Food,48,5,2.0,enriched_v1.0,2025-07-09,High,0.6662997481108311
IGA BAKAR MAS GIRI,"LLRE MARTADINATA ST NO.144, MERDEKA, SUMURBANDUNG,
  BANDUNG CITY, WEST JAVA 40113",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2579,8,2.0,enriched_v1.0,2025-07-09,High,0.6728035264483627
IMPERIAL KITCHEN & DIMSUM 23 PASKAL,"JL. PASIR KALIKI NO.25-27, KEBON JERUK, ANDIR,
  BANDUNG CITY, WEST JAVA 40181",andir,4.5,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,High (4.0-4.5),Chinese Food,205,2,2.0,enriched_v1.0,2025-07-09,Low,0.6185453400503778
"IMPERIAL KITCHEN & DIMSUM CIHAMPELAS WALK
  BANDUNG","CIHAMPELAS WALK LT GF-08 & GF-09, CIPAGANTI,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Chinese Food,117,2,2.0,enriched_v1.0,2025-07-09,Medium,0.6333853904282115
IMPERIAL KITCHEN & DIMSUM FESTIVAL CITYLINK,"FESTIVAL CITYLINK, SUKA ASIH, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40114",bojongloa kaler,4.7,Rp 50.000 - 100.000,124323.0,3.12,39847.12,3.04841784216546,13.0,34.0,Very High (4.5-5.0),Chinese Food,143,2,2.0,enriched_v1.0,2025-07-09,Medium,0.6516712846347607
JAM GADANG RUMAH MAKAN,"JL. BRAGA NO.61, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,2420,7,2.0,enriched_v1.0,2025-07-09,High,0.6804786131837841
JAVANESE NOODLE & FRIED CHICKEN MAS TRI,"JL. SUKAHAJI NO.61, SUKARASA, KEC. SUKASARI, KOTA
  BANDUNG, JAWA BARAT 40152",sukasari,4.3,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Fast Food,458,4,2.0,enriched_v1.0,2025-07-09,Low,0.5911926952141057
HOKBEN LLRE MARTADINATA RIAU,"JL. L. L. R.E. MARTADINATA NO.77, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.2,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,596,8,2.0,enriched_v1.0,2025-07-09,Low,0.5778639798488664
HOKBEN MEKAR WANGI,"JL. INDRAYASA NO.146, CIBADUYUT, KEC. BOJONGLOA
  KIDUL, KOTA BANDUNG, JAWA BARAT 40236",bojongloa kidul,4.3,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Restaurant,480,8,2.0,enriched_v1.0,2025-07-09,Low,0.5918576826196472
HOKBEN MERDEKA,"JL. MERDEKA NO.47, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,106,8,2.0,enriched_v1.0,2025-07-09,Low,0.5805528967254407
HOKBEN METRO INDAH MALL,"METRO INDAH MALL, JL. SOEKARNO HATTA NO.590,
  SEKEJATI, BUAHBATU, BANDUNG CITY, WEST JAVA 40286",buahbatu,4.3,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,4611,8,2.0,enriched_v1.0,2025-07-09,High,0.7167241813602014
HOKBEN MIKO MALL KOPO,"MIKO MALL, JL. RAYA KOPO NO.599, CIRANGRANG, KEC.
  BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT 40232",babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,475,8,2.0,enriched_v1.0,2025-07-09,Low,0.5917065491183878
HOKBEN PASIR KALIKI,"JL. PASIR KALIKI NO.121-123, PAMOYANAN, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40173",cicendo,4.4,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,2888,8,2.0,enriched_v1.0,2025-07-09,High,0.6821435768261964
HOKBEN PLAZA KING'S,"KINGS SHOPPING CENTER, JL. KEPATIHAN NO.11-17,
  BALONGGEDE, KEC. REGOL, KOTA BANDUNG, JAWA BARAT 40251",regol,3.5,Rp 50.000 - 100.000,80609.0,4.74,17006.12,2.0,40.0,15.0,Low (≤3.5),Restaurant,408,8,2.0,enriched_v1.0,2025-07-09,Low,0.4496813602015113
HOKBEN SETIABUDI,"JL. DR. SETIABUDI NO.61, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40143",sukasari,4.4,Rp 50.000 - 100.000,77576.0,6.36,12197.48,2.0,28.0,23.0,High (4.0-4.5),Restaurant,3766,8,2.0,enriched_v1.0,2025-07-09,High,0.7086826196473551
HOKBEN SURYA SUMANTRI,"JL. SURYA SUMANTRI NO.74, SUKAGALIH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40164",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,347,8,2.0,enriched_v1.0,2025-07-09,Low,0.6053375314861461
HOKBEN TRANSMART CIPADUNG,"TRANSMART, JL. A.H. NASUTION NO.12, CIPADUNG KULON,
  KEC. PANYILEUKAN, KOTA BANDUNG, JAWA BARAT 40614",panyileukan,4.2,Rp 50.000 - 100.000,40772.0,5.31,7678.34,3.04841784216546,9.0,53.0,High (4.0-4.5),Restaurant,278,8,2.0,enriched_v1.0,2025-07-09,Low,0.5682518891687657
HOKBEN TSM,"JL. GATOT SUBROTO NO.289, CIBANGKONG, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",batununggal,4.2,Rp 50.000 - 100.000,121469.0,4.82,25201.04,4.0,17.0,19.0,High (4.0-4.5),Restaurant,202,8,2.0,enriched_v1.0,2025-07-09,Low,0.5659546599496221
HOKBEN YOGYA SUNDA,"YOGYA DEPT. STORE, JL. SUNDA NO.60, KB. PISANG,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",sumur bandung,4.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,4996,8,2.0,enriched_v1.0,2025-07-09,High,0.6758614609571787
HOPE RESTO,"JL. IMAM BONJOL NO.1, LEBAKGEDE, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40132",coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,109,8,2.0,enriched_v1.0,2025-07-09,High,0.6856435768261965
I-TA SUKI PVJ,"PARIS VAN JAVA, JL. SUKAJADI NO.131-139, CIPEDES,
  KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,1063,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6269798488664987
HARLEM RESTO & COFFEE,"JL. ACEH NO.64, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,128,1,2.0,enriched_v1.0,2025-07-09,High,0.7037178841309824
HAZAWA RESTO,"MIKO MALL, JL. RAYA KOPO NO.599, CIRANGRANG, KEC.
  BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT 40227",babakan ciparay,4.1,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,303,8,2.0,enriched_v1.0,2025-07-09,Low,0.5515075566750628
HOKBEN 23 PASKAL,"23 PASKAL SHOPPING CENTER, JL. PASIR KALIKI
  NO.25-27, KB. JERUK, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",andir,3.6,Rp 50.000 - 100.000,99119.0,4.22,23487.91,1.0,20.0,34.0,Medium (3.5-4.0),Restaurant,421,8,2.0,enriched_v1.0,2025-07-09,Low,0.4675743073047858
HOKBEN ANTAPANI,"JL. TERUSAN JAKARTA NO.53 E, ANTAPANI KULON, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.4,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,High (4.0-4.5),Restaurant,355,8,2.0,enriched_v1.0,2025-07-09,Low,0.6055793450881611
HOKBEN BALTOS,"BALUBUR TOWN SQUARE, JL. TAMANSARI NO.1, TAMANSARI,
  KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.0,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,1504,8,2.0,enriched_v1.0,2025-07-09,Low,0.5703098236775818
HOKBEN BEC,"BANDUNG ELECTRONIC CENTER, JL. PURNAWARMAN NO.7-11,
  BABAKAN CIAMIS, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",bandung wetan,3.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,2321,8,2.0,enriched_v1.0,2025-07-09,Low,0.5250050377833753
HOKBEN BTC,"BTC FASHION MALL LANTAI FF1 F4 NO. 1, JL. DR.
  DJUNJUNAN NO.143, PAJAJARAN, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40173",cicendo,4.3,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,170,8,2.0,enriched_v1.0,2025-07-09,Low,0.5824874055415616
HOKBEN BUAH BATU,"JL. BUAH BATU NO.229, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",lengkong,4.4,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,High (4.0-4.5),Restaurant,544,8,2.0,enriched_v1.0,2025-07-09,Low,0.6112921914357682
HOKBEN CIWALK,"CIWALK, LG BROADWAY CIHAMPELAS WALK, JL. CIHAMPELAS
  NO.160, CIPAGANTI, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,4.2,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,415,8,2.0,enriched_v1.0,2025-07-09,Low,0.5723929471032745
HOKBEN DAGO,"JL. IR. H. JUANDA NO.179, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,301,8,2.0,enriched_v1.0,2025-07-09,Low,0.6039471032745591
HOKBEN EKSPRESS,"JL. KEBON KAWUNG, PASIR KALIKI, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40171",cicendo,4.3,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Restaurant,2099,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6407947103274558
GRILLED DUCK EMOTION,"JL. IR. H. JUANDA NO.342A, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",coblong,4.6,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Western Food,139,10,2.0,enriched_v1.0,2025-07-09,Medium,0.6340503778337531
GUDEG BANDA,"JL. LOMBOK NO.57, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",bandung wetan,4.5,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,High (4.0-4.5),Restaurant,543,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6287619647355163
GUDEG YU NAP - TIRTAYASA,"JL. SULTAN TIRTAYASA NO.16, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.6,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,786,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6536070528967254
GYU KAKU PVJ,"PVJ. RESORT LEVEL, PARIS VAN JAVA, JL. SUKAJADI
  NO.131-139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",sukajadi,4.6,Rp 100.000 - 200.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,Very High (4.5-5.0),Restaurant,151,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6344130982367757
GYU-KAKU PANGERAN KORNEL,"JL. PANGERAN KORNEL NO.7, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",bandung wetan,4.7,Rp 100.000 - 200.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Very High (4.5-5.0),Restaurant,529,8,2.0,enriched_v1.0,2025-07-09,High,0.6633387909319899
HACHI-JU HACHI BANDUNG,"JL. HARIANGBANGA NO.8, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,3.7,Rp 50.000 - 100.000,28848.0,3.44,8386.05,4.0,14.0,117.0,Medium (3.5-4.0),Restaurant,975,8,2.0,enriched_v1.0,2025-07-09,Low,0.5018198992443325
HAKATA IKKOUSHA PVJ,"RESORT LEVEL (PARKIR MOBIL, PARIS VAN JAVA,
  SUKAJADI NO NO.131-139, CIPEDES, SUKAJADI, BANDUNG CITY, WEST JAVA 40162",sukajadi,4.4,Rp 50.000 - 100.000,103066.0,5.28,19520.08,3.04841784216546,33.0,29.0,High (4.0-4.5),Restaurant,352,8,2.0,enriched_v1.0,2025-07-09,Low,0.6054886649874055
/HISTORY COFFEE,"GG. CIHUNI NO.25, SUKAMAJU, KEC. CIBEUNYING KIDUL,
  KOTA BANDUNG, JAWA BARAT 40121",cibeunying kidul,4.9,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,Very High (4.5-5.0),Cafe,138,1,2.0,enriched_v1.0,2025-07-09,High,0.6865201511335013
#KUY CAFE,"JL. CIKUTRA NO.168 D, NEGLASARI, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40124",cibeunying kidul,4.3,Rp 50.000 - 100.000,113535.0,4.14,27423.91,3.04841784216546,17.0,16.0,High (4.0-4.5),Cafe,191,1,2.0,enriched_v1.0,2025-07-09,Low,0.5831221662468513
150 COFFEE AND GARDEN,"JL. SULAKSANA NO.50, CICAHEUM, KEC. KIARACONDONG,
  KOTA BANDUNG, JAWA BARAT 40282",kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Cafe,74,1,2.0,enriched_v1.0,2025-07-09,Low,0.6145856423173803
20 COFFEE,"JL. GANDARIA CLUSTER BUKIT PINUS NO.10, CIGADUNG,
  KEC. CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT 40191",cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,50,1,2.0,enriched_v1.0,2025-07-09,High,0.6663602015113349
217 AREA,"JL. DIPATI UKUR NO.21, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.6,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,226,8,2.0,enriched_v1.0,2025-07-09,Medium,0.6366801007556674
