nama,alamat,kecamatan,google_rating,price_range_rupiah,business_status,processed_at,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman
IT'S MY DESSERT,JL. CISARANTEN KULON I NO.55,arcamanik,4.6387755102040815,,CLOSED_PERMANENTLY,2025-06-28 22:11:51,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
KULINER DESIGN'IC,JL. CINGISED NO.89,arcamanik,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:11:52,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
RUMAH AQIQAH BANDUNG,JL. GOLF BARAT RAYA NO.36,arcamanik,4.9,,OPERATIONAL,2025-06-28 22:11:53,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
JADID COFFEE,RUKO PURI DAGO JL. TERUSAN JAKARTA KAV 44 NO 368,arcamanik,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:11:54,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
HAROMAIN DATES,JL. ARCAMANIK ENDAH NO.MOR 52A,arcamanik,5.0,,OPERATIONAL,2025-06-28 22:11:55,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
AL-FATH FOOD,JL. ARCAMANIK ENDAH NO.37,arcamanik,5.0,,OPERATIONAL,2025-06-28 22:11:56,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
"UNCLE JOO. DIMSUM, STEAK & CHICKEN",JL. CINGISED NO.23,arcamanik,1.0,,OPERATIONAL,2025-06-28 22:11:57,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
ALL SHE NEEDS KITCHEN,JL. PARAKAN MAS V NO.5,arcamanik,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:11:58,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
TEMPAT MAKAN,"3M7G+7XH, JL. CISARANTEN KULON",arcamanik,4.6,,OPERATIONAL,2025-06-28 22:11:59,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
DE'CHICK FRIEDCHICKEN PARAKANSAAT.III,"3M7C+4XQ, JL. PARAKAN SAAT III",arcamanik,5.0,,OPERATIONAL,2025-06-28 22:12:00,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
23 HOT DOG AND BURGER CORNER,JL. ICE SKATING I NO.8,arcamanik,4.6387755102040815,,OPERATIONAL,2025-06-28 22:12:01,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
JAJANAN KOREA,JALAN KOMPLEK GRIYA CARAKA BLOK E20,arcamanik,3.5,,OPERATIONAL,2025-06-28 22:12:02,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
RICEBOWL DAPUR KIRANAYA,JL. E. ANDJALI JL. CINGISED,arcamanik,4.6387755102040815,,OPERATIONAL,2025-06-28 22:12:03,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
DOROKDOKBEB,JL. PARAKAN SAAT NO.46F,arcamanik,4.6387755102040815,,OPERATIONAL,2025-06-28 22:12:04,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
BUFI DESSERT,"PARAKAN SAAT RT 6 RW 6 NO. 22, KELURAHAN",arcamanik,4.7,,OPERATIONAL,2025-06-28 22:12:05,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
EN EL DESSERT,JL. AEROMODELING II NO.6,arcamanik,5.0,,OPERATIONAL,2025-06-28 22:12:06,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
NELL’Q DIMSUM,"KOMPLEK BUMI PARAKAN ASRI BLOK B NO. 1, JALAN CINGISED,
  KELURAHAN CISARANTEN ENDAH, KECAMATAN ARCAMANIK",arcamanik,4.8,,OPERATIONAL,2025-06-28 22:12:07,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
ESTU ECHO CATERING,JL. CISARANTEN KULON I NO.15,arcamanik,4.5,,OPERATIONAL,2025-06-28 22:12:08,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
ERICKA CATERING SERVICES,JL. CISARANTEN KULON IX NO.30,arcamanik,4.6387755102040815,,OPERATIONAL,2025-06-28 22:12:09,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
MANGKOK DAPUR HAPPY KGM,JL. PERMATA TAMAN SARI XII NO.4A,arcamanik,4.4,,OPERATIONAL,2025-06-28 22:12:10,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
GALATIC THAI TEA & EATRY,JL. SULAKSANA NO.58,antapani,4.8,,OPERATIONAL,2025-06-28 22:12:11,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
CATERING BANDUNG RESEP BUNDA,"JL. A.H NASUTION KOMPLEK, JL. BUMI MAS KENCANA I NO.5",antapani,4.4,,OPERATIONAL,2025-06-28 22:12:12,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
EAT AND FIT CATERING,"KOMPLEK, JL. BUMI MAS KENCANA I NO.5",antapani,4.0,,OPERATIONAL,2025-06-28 22:12:13,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
JIGOKU RAMEN,JL. TERUSAN JAKARTA NO.323,antapani,4.8,,OPERATIONAL,2025-06-28 22:12:14,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
KEDAI ICE CREAM DAN CORNDOG,JL. SINDANG SARI I NO.21,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:15,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
FOOD FORMULA ORGANIC,JL. MALANGBONG 6 NO.69,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:12:16,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
BLAKE FOR HAPPINESS _NS,"JL. BUNI SARI NO.KAVLING 2, RT.04/RW.07",antapani,4.6,,CLOSED_TEMPORARILY,2025-06-28 22:12:17,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
CATERING DIET RINGKATERING,"KOMPLEK, JL. BUMI MAS KENCANA I NO.5, ANTAPANI WETAN, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.0,,OPERATIONAL,2025-06-28 22:12:19,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
PANCAKE NAMJOONG,JL. TERUSAN JAKARTA NO.79A,antapani,4.0,,OPERATIONAL,2025-06-28 22:12:19,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
REBELA CATERER,JL. GOLF RAYA NO.49,arcamanik,4.3,,OPERATIONAL,2025-06-28 22:12:20,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
DR.IST WORKSHOP & CAFE,JL. CICUKANG NO.50,arcamanik,5.0,,OPERATIONAL,2025-06-28 22:12:21,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
BURGER BANGOR UJUNG BERUNG BANDUNG,JL. A.H. NASUTION NO.312,arcamanik,4.2,,OPERATIONAL,2025-06-28 22:12:22,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
"EATH PLANT BASED, CLOUD KITCHEN (TAKE AWAY ONLY) - BANDUNG",JL. DIRGANTARA NO.5 G.21,arcamanik,4.9,,CLOSED_TEMPORARILY,2025-06-28 22:12:23,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
SPOT ORDER CATERING KANG ASEP,JL. CINGISED NO.34B,arcamanik,5.0,,OPERATIONAL,2025-06-28 22:12:24,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
ES TEH POCI JIGUMY.ID,"JL. PARAKAN SAAT, RT.02/RW.24",arcamanik,5.0,,OPERATIONAL,2025-06-28 22:12:25,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
KARNEVOR.ID ANTAPANI BANDUNG BBQ HOME SERVICE,"KOMPLEK GRIYA ASRI, JL. ASRI II NO.13, RT.01/RW.06",arcamanik,5.0,,CLOSED_TEMPORARILY,2025-06-28 22:12:26,80387.0,7.59,10591.17,3.0484178421654593,13.0,77.0
ALLEGORY STEAKHOUSE,JL. TERUSAN JAKARTA NO.122,antapani,4.7,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:12:27,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
HACHIYA - AUTHENTIC JAPANESE CUISINES,"JL. PURWAKARTA NO.137, RT.005/RW.007",antapani,5.0,,OPERATIONAL,2025-06-28 22:12:29,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
GEEGRILL BANDUNG,JL. PURI DAGOMAS RAYA BARAT NO.1,antapani,4.5,,OPERATIONAL,2025-06-28 22:12:30,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
WINGZ O WINGZ ANTAPANI,JL. PURWAKARTA NO.29,antapani,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:12:30,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
JOIN US COFFEE AND EATERY,JL. TERUSAN JAKARTA NO.254,antapani,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:32,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
SHIFU RAMEN ANTAPANI,JL. PURWAKARTA NO.33,antapani,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:33,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
SATE AYAM MADURA CAK-WI,JL. CIBATU RAYA NO.71,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:34,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
MAHCOE,JL. CIKAJANG V NO.41,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:12:34,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
ANGELICIOUS DESSERT,JL. TERUSAN JAKARTA NO.96,antapani,4.8,,OPERATIONAL,2025-06-28 22:12:35,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
DELCHI PATISSERIE,JL. TERUSAN JAKARTA NO.66,antapani,4.9,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:36,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
ANJELA DE COCO,JL. TERUSAN JAKARTA NO.96,antapani,4.6,,OPERATIONAL,2025-06-28 22:12:37,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
KUUDU DIM~SUM,JL. PURWAKARTA NO.79,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:38,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
FEELING DIMSUM,JL. CIBATU RAYA NO.42A,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:12:39,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
CLASSIC CLOVE MAKERS,JL. JATI WANGI 7 NO.12,antapani,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:12:40,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
DUA SAUDARA,JL. TERUSAN JAKARTA NO.319,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:12:41,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
"SELITER - KIOS OLAHAN BUAH, ANTAPANI",JL. PURWAKARTA NO.47,antapani,4.7,,OPERATIONAL,2025-06-28 22:12:42,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
HD JAYA SYRUP,JL. ANTAPANI LAMA NO.39,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:43,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
NAKATSUNI.ID,JL. SETRA DAGO RAYA KOMPLEK SETRA DAGO NO.8,antapani,4.5,,OPERATIONAL,2025-06-28 22:12:44,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
MIKU BOOSTER,JL. PAGADEN. NO.17,antapani,5.0,,CLOSED_PERMANENTLY,2025-06-28 22:12:45,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
ROEMAH BOELEN,JL. ANTAPANI LAMA NO.74,antapani,4.8,,OPERATIONAL,2025-06-28 22:12:46,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
DIMSUM DIMDAP,"KOMPLEK PELANGI, JL. PELANGI II NO.39",antapani,4.0,,OPERATIONAL,2025-06-28 22:12:47,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
HENI CATERING,"RUKO PURI DAGO, JL. TERUSAN JAKARTA NO.308",antapani,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:48,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
OJISAN RAMEN,"3MM6+MFX, JL. KUNINGAN RAYA",antapani,4.7,,OPERATIONAL,2025-06-28 22:12:49,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
EAST BAR BANDUNG,JL. TERUSAN JAKARTA NO.122,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:50,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
STORY GRILL,JL. PURWAKARTA NO.19,antapani,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:12:51,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
BS CAFETARIA A9,JL. CIKAMPEK 11 NO.8,antapani,3.3,,OPERATIONAL,2025-06-28 22:12:52,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
EMADOS SHAWARMA ANTAPANI,JL. PURWAKARTA NO.79,antapani,4.7,,OPERATIONAL,2025-06-28 22:12:53,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
ARABIAN KITCHEN,JL. DEPOK IV NO.9,antapani,4.3,,OPERATIONAL,2025-06-28 22:12:54,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
ZUPA ZUPA SULE,JL. PURWAKARTA NO.222,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:55,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
SUPER SUSHI ANTAPANI,JL. PURWAKARTA NO.97,antapani,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:12:56,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
GEDONZER - MEDITERRANEAN FOOD,JL. TERUSAN JAKARTA NO.164,antapani,5.0,,OPERATIONAL,2025-06-28 22:12:57,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
BELAH DOEREN ANTAPANI,JL. PURWAKARTA,antapani,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:58,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
SENYAMAN COFFEE & CAFE,JL. INDRAMAYU NO.29,antapani,4.9,,OPERATIONAL,2025-06-28 22:12:59,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
NASI GORENG PAGI SEHARI,JL. PURWAKARTA NO.146,antapani,5.0,,CLOSED_PERMANENTLY,2025-06-28 22:13:00,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
WINGS & PENYET DISINI SAJA,JL. CICALENGKA 3 NO.28,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:13:01,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
LITTLE SEOUL,JL. PURWAKARTA NO.178,antapani,4.4,,OPERATIONAL,2025-06-28 22:13:02,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
MEAT & GREAT BANDUNG,JL. RANDUSARI VII NO.30,antapani,5.0,,OPERATIONAL,2025-06-28 22:13:03,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
AYAM GARANG BAKAR,JL. INDRAMAYU NO.60,antapani,5.0,,OPERATIONAL,2025-06-28 22:13:04,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
MERHABA KEBAB,JL. PURWAKARTA NO.158,antapani,5.0,,CLOSED_PERMANENTLY,2025-06-28 22:13:05,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
JAJANDULUDONG.ID,JL. SUKANEGLA,kiaracondong,4.0,,OPERATIONAL,2025-06-28 22:13:06,131413.0,5.8,22657.41,1.0,36.0,17.0
WOK RESTO,JL. TERUSAN JAKARTA NO.12,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:13:07,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
YOI RAMEN ANTAPANI,JL. TERUSAN JAKARTA NO.48,antapani,4.6,,OPERATIONAL,2025-06-28 22:13:08,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
DE5 COFFEE,JL. SETRA DAGO RAYA NO. 4 ANTAPANI BANDUNG,antapani,5.0,,OPERATIONAL,2025-06-28 22:13:09,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
SUKI SUKI ANTAPANI,3MQ4+37M,antapani,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:13:10,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
RESTO FROZEN FOOD IZZY,JL. SRIGUNTING RAYA NO.42-36,andir,5.0,,OPERATIONAL,2025-06-28 22:13:11,99119.0,4.22,23487.91,1.0,20.0,34.0
WAROENG FAMILY,"3HQC+FGP, GG. BURUNG TUNGKU IV",andir,4.0,,CLOSED_PERMANENTLY,2025-06-28 22:13:11,99119.0,4.22,23487.91,1.0,20.0,34.0
TAKOBOX.ID,JL. INDRAMAYU NO.14,antapani,4.560465116279071,,OPERATIONAL,2025-06-28 22:13:12,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
KIWAMI RESTO & BONSAI,JL. PRATISTA RAYA NO.71,antapani,4.7,,OPERATIONAL,2025-06-28 22:13:13,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
UTAMI CATERING & DECORATION,JL. PRATISTA RAYA NO.55,antapani,4.4,,OPERATIONAL,2025-06-28 22:13:14,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
PESTA CATERING,JL. SARIWATES I NO.23,antapani,3.0,,OPERATIONAL,2025-06-28 22:13:15,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
AT CATERING,JL. KADIPATEN I NO.43,antapani,4.9,,OPERATIONAL,2025-06-28 22:13:16,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
APRONSYILA CATERING,JL. SARI WATES VI NO.25,antapani,4.2,,OPERATIONAL,2025-06-28 22:13:17,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
FRIENDS CAFE,JL. SUKANAGARA NO.48,antapani,4.9,,OPERATIONAL,2025-06-28 22:13:18,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
COLADA,JL. PURWAKARTA NO.192,antapani,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:19,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
LABBAIK CHICKEN ANTAPANI,"JALAN KUNINGAN RAYA NO.75 B, ANTAPANI TENGAH, ANTAPANI",antapani,4.1,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:21,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
CHILI POCKET,JL. PRATISTA TIM. VII NO.6,antapani,5.0,,OPERATIONAL,2025-06-28 22:13:22,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
GOODFOOD INC,JL. SARIWATES RAYA NO.32,antapani,5.0,,OPERATIONAL,2025-06-28 22:13:22,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
KEDAI EL,JL. KEBON JATI NO.55,andir,5.0,,CLOSED_TEMPORARILY,2025-06-28 22:13:24,99119.0,4.22,23487.91,1.0,20.0,34.0
"GALA KARUNIA - RESTO KHAS SUNDA (SPESIAL DAUN PEPAYA TIDAK
  PAHIT)",GG. SIMCHONG ADIBRATA NO.276 8A,andir,5.0,,OPERATIONAL,2025-06-28 22:13:25,99119.0,4.22,23487.91,1.0,20.0,34.0
HOKBEN - 23 PASKAL,"LANTAI 3, PASKAL SHOPPING CENTER, 23, JL. PASIR KALIKI
  NO.25-27",andir,3.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:26,99119.0,4.22,23487.91,1.0,20.0,34.0
MAS GONDRONG SEAFOOD RESTO,JL. KELENTENG NO.22,andir,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:27,99119.0,4.22,23487.91,1.0,20.0,34.0
DR ELLS COFFEE OTISTA,JL. OTTO ISKANDAR DINATA NO.94A,andir,4.6,,OPERATIONAL,2025-06-28 22:13:28,99119.0,4.22,23487.91,1.0,20.0,34.0
ZENBU 23 PASKAL,"PASKAL MALL, 23, JL. PASIR KALIKI NO.3 LANTAI 3, PASIR KALIKI,
  KOTA BANDUNG, JAWA BARAT 40181",andir,4.8,,OPERATIONAL,2025-06-28 22:13:29,99119.0,4.22,23487.91,1.0,20.0,34.0
D'BAREN WARUNG KOPI,JL. RAJAWALI BARAT NO.31,andir,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:30,99119.0,4.22,23487.91,1.0,20.0,34.0
POLA TWININDO CATERING,JL. ELANG NO.37,andir,4.481714285714285,,OPERATIONAL,2025-06-28 22:13:31,99119.0,4.22,23487.91,1.0,20.0,34.0
PRASADA CATERING,JL. SRI GUNTING SELATAN NO.8,andir,4.4,,OPERATIONAL,2025-06-28 22:13:32,99119.0,4.22,23487.91,1.0,20.0,34.0
CATERING TIJI'S,"JL. RAJAWALI BARAT GG. IBU KAREES I NO.208, RT.3/RW.2",andir,4.481714285714285,,OPERATIONAL,2025-06-28 22:13:33,99119.0,4.22,23487.91,1.0,20.0,34.0
APPEO CAFE - BANDUNG,JL. RAJAWALI BARAT NO.87,andir,5.0,,OPERATIONAL,2025-06-28 22:13:34,99119.0,4.22,23487.91,1.0,20.0,34.0
RESTO (GRABFOOD)@YAMHOTTE@,JL. SRIGUNTING RAYA NO.72,andir,5.0,,OPERATIONAL,2025-06-28 22:13:35,99119.0,4.22,23487.91,1.0,20.0,34.0
EARLY KITCHEN,JL. ELANG NO.37,andir,4.481714285714285,,UNKNOWN,2025-06-28 22:13:36,99119.0,4.22,23487.91,1.0,20.0,34.0
FRIED CHICKEN UBRUTH,GG. IBU KAREES NO.267/187,andir,5.0,,OPERATIONAL,2025-06-28 22:13:37,99119.0,4.22,23487.91,1.0,20.0,34.0
CORNDOG BIDUT,GG. KASUARI II,andir,5.0,,OPERATIONAL,2025-06-28 22:13:38,99119.0,4.22,23487.91,1.0,20.0,34.0
WARUNG SATE DAN GULE MILDA,JL. TUNDUNGSARI NO.1,andir,4.481714285714285,,OPERATIONAL,2025-06-28 22:13:39,99119.0,4.22,23487.91,1.0,20.0,34.0
KODOK GORENG GARDUJATI RUMAH MAKAN,JL. AURORA NO.6,andir,4.6,,OPERATIONAL,2025-06-28 22:13:40,99119.0,4.22,23487.91,1.0,20.0,34.0
DE'CHICK OTISTA,JL. OTTO ISKANDAR DINATA NO.30,andir,5.0,,CLOSED_PERMANENTLY,2025-06-28 22:13:41,99119.0,4.22,23487.91,1.0,20.0,34.0
TIRTASARI RUMAH MAKAN,JL. KEBON JATI NO.120,andir,5.0,,OPERATIONAL,2025-06-28 22:13:42,99119.0,4.22,23487.91,1.0,20.0,34.0
SAGYE RESTO & CAFE,JL. PASIR KALIKI NO.16-18,andir,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:13:43,99119.0,4.22,23487.91,1.0,20.0,34.0
RESTO BALI,"JL. SUKAMANAH NO.302/8A, RT.08, RT.08/RW.08",andir,5.0,,OPERATIONAL,2025-06-28 22:13:44,99119.0,4.22,23487.91,1.0,20.0,34.0
PERKEDEL BONDON ASLI,JL. STASIUN TIMUR NO.26,andir,4.1,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:45,99119.0,4.22,23487.91,1.0,20.0,34.0
HANNARA KOREAN CHICKEN,JL. PASIR KALIKI NO.20,andir,4.5,,OPERATIONAL,2025-06-28 22:13:46,99119.0,4.22,23487.91,1.0,20.0,34.0
PIZZADESA PASAR BARU BANDUNG,JL. PASAR BARAT NO.44,andir,4.481714285714285,,OPERATIONAL,2025-06-28 22:13:47,99119.0,4.22,23487.91,1.0,20.0,34.0
RUMAH MAKAN LINKIE,JL. JEND. SUDIRMAN NO.154,andir,4.6,,OPERATIONAL,2025-06-28 22:13:48,99119.0,4.22,23487.91,1.0,20.0,34.0
RUMAH MAKAN SUBUR (YOSUNBIE),JL. MAYOR SUNARYA NO.21,andir,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:49,99119.0,4.22,23487.91,1.0,20.0,34.0
SATE DJ,JL. JEND. SUDIRMAN NO.276,andir,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:50,99119.0,4.22,23487.91,1.0,20.0,34.0
SATE DAN NASI GORENG MADURA KANG OJOL,GG. SIMCHONG ADIBRATA NO.227,andir,5.0,,OPERATIONAL,2025-06-28 22:13:51,99119.0,4.22,23487.91,1.0,20.0,34.0
RUMAH MAKAN HM. KAMIL,JL. STASION SELATAN NO.14 - 15,andir,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:52,99119.0,4.22,23487.91,1.0,20.0,34.0
HOLLAND BAKERY - GARDUJATI,JL. GARDUJATI NO.68,andir,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:53,99119.0,4.22,23487.91,1.0,20.0,34.0
DAPUR COWET,"PASAR BARU TRADE CENTRE, JL. OTTO ISKANDAR DINATA NO.70,
  LANTAI 6, BLOK C NO.1",andir,4.5,,OPERATIONAL,2025-06-28 22:13:54,99119.0,4.22,23487.91,1.0,20.0,34.0
MARUGAME UDON PASKAL,"23 PASKAL SHOPPING CENTER LANTAI 2 UNIT 14, JL. PASIR KALIKI
  NO.25-27",andir,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:55,99119.0,4.22,23487.91,1.0,20.0,34.0
NORI TALK NORI TACO,"OUTDOOR ALFRESCO, PASKAL SHOPPING CENTRE, 23, JL. PASIR KALIKI
  NO.25-27 LANTAI 3 MALL",andir,4.9,,OPERATIONAL,2025-06-28 22:13:56,99119.0,4.22,23487.91,1.0,20.0,34.0
MAY STAR RESTAURANT • 23 PASKAL,JL. KEBON JATI NO.188,andir,4.3,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:13:57,99119.0,4.22,23487.91,1.0,20.0,34.0
BANDUNG STATION,JL. STASIUN BARAT,andir,4.4,,OPERATIONAL,2025-06-28 22:13:58,99119.0,4.22,23487.91,1.0,20.0,34.0
YOSHINOYA PASKAL,JL. KEBON JATI NO.216,andir,3.9,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:59,99119.0,4.22,23487.91,1.0,20.0,34.0
BURGER KING PASKAL 23,"PASKAL 23, JL. PASIR KALIKI NO.25 - 27 UNIT L3-19 & 19OT",andir,4.6,,OPERATIONAL,2025-06-28 22:14:00,99119.0,4.22,23487.91,1.0,20.0,34.0
PASKAL FOOD MARKET,3HMV+JHV,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:01,99119.0,4.22,23487.91,1.0,20.0,34.0
KOBE CHINESE & JAPANESE RESTAURANT,JL. GARDUJATI NO.36,andir,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:02,99119.0,4.22,23487.91,1.0,20.0,34.0
AKARU JAPANESE CUISINE,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.25-27 BLOK H3",cicendo,4.492424242424242,,UNKNOWN,2025-06-28 22:14:03,96382.0,7.79,12372.53,2.0,35.0,46.0
OZT PORK RIBS BANDUNG,3HMW+WFR,andir,4.6,,OPERATIONAL,2025-06-28 22:14:04,99119.0,4.22,23487.91,1.0,20.0,34.0
MABOO BBQ RESTO PASKAL HYPER SQUARE,PASKAL HYPER SQUARE RUKO B63,andir,4.7,,OPERATIONAL,2025-06-28 22:14:05,99119.0,4.22,23487.91,1.0,20.0,34.0
