nama,alamat,kecamatan,google_rating,price_range_rupiah,business_status,processed_at,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman
WEDNESDAYCOFFEE (JUARANYA NASI BAKAR),3JJ2+G3P,andir,5.0,,OPERATIONAL,2025-06-28 22:14:06,99119.0,4.22,23487.91,1.0,20.0,34.0
CROCO BY MONSIEUR SPOON 23 PASKAL,JL. KEBON JATI NO.196,andir,4.3,,OPERATIONAL,2025-06-28 22:14:07,99119.0,4.22,23487.91,1.0,20.0,34.0
HAPPY PUPPY PASKAL HYPER SQUARE,"RUKO PASKAL HYPER SQUARE BLOK B NO. 36, JL. PASIR KALIKI
  NO.25-27",andir,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:08,99119.0,4.22,23487.91,1.0,20.0,34.0
ADB CATERING,JL. RADEN BRATA NO.10,andir,4.9,,OPERATIONAL,2025-06-28 22:14:09,99119.0,4.22,23487.91,1.0,20.0,34.0
STUDIO 69 CAFE & BAR,JL. PASIR KALIKI NO.17,andir,4.8,,OPERATIONAL,2025-06-28 22:14:11,99119.0,4.22,23487.91,1.0,20.0,34.0
JAVACO KOFFIE,JL. KEBON JATI NO.69,andir,4.6,,OPERATIONAL,2025-06-28 22:14:11,99119.0,4.22,23487.91,1.0,20.0,34.0
TAIWANESE SHABU-SHABU,3HJX+F78,andir,4.481714285714285,,OPERATIONAL,2025-06-28 22:14:12,99119.0,4.22,23487.91,1.0,20.0,34.0
SIN SIN CHINESE FOOD RESTAURANT,PASKAL HYPER SQUARE BLOK C-18,andir,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:13,99119.0,4.22,23487.91,1.0,20.0,34.0
IMPERIAL KITCHEN & DIMSUM - 23 PASKAL,JL. PASIR KALIKI NO.25-27 LANTAI 2 UNIT 23,andir,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:15,99119.0,4.22,23487.91,1.0,20.0,34.0
HAP SENG KEE CHICKEN RICE,JL. KELENTENG NO.44,andir,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:16,99119.0,4.22,23487.91,1.0,20.0,34.0
MALA BOWL - PASKAL HYPERSQUARE,ANDIR KEBON JERUK,andir,4.9,,OPERATIONAL,2025-06-28 22:14:17,99119.0,4.22,23487.91,1.0,20.0,34.0
SUBWAY 23 PASKAL,"PASKAL HYPER SQUARE 23, JL. PASIR KALIKI",andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:18,99119.0,4.22,23487.91,1.0,20.0,34.0
GRAND EASTERN RESTAURANT & BALLROOM,JL. PASIR KALIKI NO.18,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:19,99119.0,4.22,23487.91,1.0,20.0,34.0
ICHIBAN SUSHI - 23 PASKAL,"PASKAL SHOPPING CENTER, PASKAL HYPER SQUARE, 23, JL. PASIR
  KALIKI NO.25-27 LT. 2",cicendo,3.6,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:14:20,96382.0,7.79,12372.53,2.0,35.0,46.0
RESTORAN DUNIA BARU,JL. GARDUJATI NO.39,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:21,99119.0,4.22,23487.91,1.0,20.0,34.0
OKINAWA SUSHI • 23 PASKAL,"3HMV+MPX, UNNAMED ROAD",andir,4.8,,OPERATIONAL,2025-06-28 22:14:22,99119.0,4.22,23487.91,1.0,20.0,34.0
KIMUKATSU • 23 PASKAL,"23 PASKAL SHOPPING CENTER LEVEL 2 #L2-5, JL. PASIR KALIKI
  NO.25-27",andir,5.0,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:23,99119.0,4.22,23487.91,1.0,20.0,34.0
DAPURATU,JL. MALEBER UTARA JL. TUNDUNGSARI,andir,5.0,,CLOSED_TEMPORARILY,2025-06-28 22:14:24,99119.0,4.22,23487.91,1.0,20.0,34.0
K-DOGG,JL. GARUDA NO.66,andir,1.0,,OPERATIONAL,2025-06-28 22:14:25,99119.0,4.22,23487.91,1.0,20.0,34.0
DAILYBOX KITCHEN HUB BANDUNG,JL. GARUDA NO.66,andir,4.3,,OPERATIONAL,2025-06-28 22:14:26,99119.0,4.22,23487.91,1.0,20.0,34.0
FRIED CHICKEN AULA,"3HVH+34V, JL. MALEBER UTARA",andir,4.9,,OPERATIONAL,2025-06-28 22:14:27,99119.0,4.22,23487.91,1.0,20.0,34.0
THE 171 CHICKEN,JL. ELANG II NO.171,andir,4.3,,OPERATIONAL,2025-06-28 22:14:28,99119.0,4.22,23487.91,1.0,20.0,34.0
FAMILY FOOD,JL. GARUDA NO.106,andir,4.481714285714285,,OPERATIONAL,2025-06-28 22:14:29,99119.0,4.22,23487.91,1.0,20.0,34.0
WARUNG NASI TEGAL BAHARI,"3HRH+QHW, JL. MALEBER UTARA",andir,4.5,,OPERATIONAL,2025-06-28 22:14:30,99119.0,4.22,23487.91,1.0,20.0,34.0
OEUF PATISSIER,JL. GARUDA NO.46,andir,4.4,,OPERATIONAL,2025-06-28 22:14:31,99119.0,4.22,23487.91,1.0,20.0,34.0
KUMISANG.ID,JL. MALEBER UTARA,andir,5.0,,OPERATIONAL,2025-06-28 22:14:32,99119.0,4.22,23487.91,1.0,20.0,34.0
OREUMI RAJAWALI BANDUNG,JL. RAJAWALI BARAT NO.77A,andir,4.9,,OPERATIONAL,2025-06-28 22:14:33,99119.0,4.22,23487.91,1.0,20.0,34.0
MUCH DESSERTS - KITCHEN HUB GARUDA,JL. GARUDA NO.66,andir,4.3,,OPERATIONAL,2025-06-28 22:14:34,99119.0,4.22,23487.91,1.0,20.0,34.0
TAMI YAKITORI @ 23PASKAL,"PASKAL SHOPPING CENTER, JL. PASIR KALIKI NO.23",andir,4.9,,OPERATIONAL,2025-06-28 22:14:35,99119.0,4.22,23487.91,1.0,20.0,34.0
GENKI SUSHI,"PASKAL HYPER SQUARE, PASKAL 23, JL. PASIR KALIKI NO.25-27 LT.
  3",andir,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:14:36,99119.0,4.22,23487.91,1.0,20.0,34.0
HE FU RESTAURANT,JL. GARDUJATI NO.81-83,andir,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:14:37,99119.0,4.22,23487.91,1.0,20.0,34.0
ROYAL DYNASTY RESTAURANT,"GEDUNG GRAHA SUDIRMAN LT.1, JL. JEND. SUDIRMAN NO.232A",andir,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:38,99119.0,4.22,23487.91,1.0,20.0,34.0
NOAH'S BARN COFFEENERY,JL. GARUDA NO.39,andir,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:39,99119.0,4.22,23487.91,1.0,20.0,34.0
CHICK'N STORE FRIED CHICKEN,JL. ANDIR NO.32,andir,4.2,,OPERATIONAL,2025-06-28 22:14:40,99119.0,4.22,23487.91,1.0,20.0,34.0
RUMAH MAKAN LING CHICK,JL. GARUDA NO.57C,andir,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:40,99119.0,4.22,23487.91,1.0,20.0,34.0
KEDAI TEH LIA (BURGER),"JL. HALTEU UTARA NO.69, RT.03/RW.01",andir,5.0,,OPERATIONAL,2025-06-28 22:14:42,99119.0,4.22,23487.91,1.0,20.0,34.0
ICHIGO DAIFUKU BETSUBARA,JL. HALTEU UTARA NO.1,andir,5.0,,OPERATIONAL,2025-06-28 22:14:43,99119.0,4.22,23487.91,1.0,20.0,34.0
SECA SEMI CAFE,JL. JEND. SUDIRMAN NO.574,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:44,99119.0,4.22,23487.91,1.0,20.0,34.0
PERSONA FOLKS,JL. JEND. SUDIRMAN NO.588,andir,4.481714285714285,,CLOSED_PERMANENTLY,2025-06-28 22:14:44,99119.0,4.22,23487.91,1.0,20.0,34.0
DIMSUM NINJA,JL. GARUDA NO.115,andir,4.5,,OPERATIONAL,2025-06-28 22:14:46,99119.0,4.22,23487.91,1.0,20.0,34.0
FAMILIA BY EL PASO,"1 - SHOP, JALAN JEND. SUDIRMAN NO. 588 SUDIRMAN SUITES
  APARTMENT, COMMERCIAL AREA LT, 6",andir,4.0,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:14:47,99119.0,4.22,23487.91,1.0,20.0,34.0
WARUNG MAKAN FAMILY,"3HRH+9WP, JL. HALTEU UTARA",andir,5.0,,OPERATIONAL,2025-06-28 22:14:48,99119.0,4.22,23487.91,1.0,20.0,34.0
VEGETARIAN HOUSE CATERING,JL. PELIKAN NO.39,andir,4.3,,OPERATIONAL,2025-06-28 22:14:49,99119.0,4.22,23487.91,1.0,20.0,34.0
CATERING NY SOEWARDONO (SW),JL. RAJAWALI 3 NO.7,andir,4.7,,OPERATIONAL,2025-06-28 22:14:50,99119.0,4.22,23487.91,1.0,20.0,34.0
V-REL COFFEE & EATERY,JL. MALEBER UTARA NO.148,andir,4.9,,OPERATIONAL,2025-06-28 22:14:50,99119.0,4.22,23487.91,1.0,20.0,34.0
KOPI TARAKSA,JL. ELANG NO.01,andir,5.0,,OPERATIONAL,2025-06-28 22:14:51,99119.0,4.22,23487.91,1.0,20.0,34.0
HAP SENG KEE FOOD MARKET,JL. GARUDA NO.29,andir,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:52,99119.0,4.22,23487.91,1.0,20.0,34.0
CHICK & CHICK,"JALAN PASIRKALIKI NO.25 - 27, PASKAL FOOD MARKET",cicendo,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:53,96382.0,7.79,12372.53,2.0,35.0,46.0
"ITAKOYAKI, CORNDOG, SOSTEL DAN BOBA",JL. RAJAWALI TIMUR NO.29,andir,4.481714285714285,,CLOSED_PERMANENTLY,2025-06-28 22:14:54,99119.0,4.22,23487.91,1.0,20.0,34.0
KARE CURRY HOUSE,"JALAN PASIRKALIKI, PASKAL HYPER SQUARE A29",andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:55,99119.0,4.22,23487.91,1.0,20.0,34.0
KARE EXPRESS,JL. KEBON JATI NO.212,andir,4.2,,OPERATIONAL,2025-06-28 22:14:56,99119.0,4.22,23487.91,1.0,20.0,34.0
MEAT UP,"3HMW+RPC, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",andir,3.5,,OPERATIONAL,2025-06-28 22:14:57,99119.0,4.22,23487.91,1.0,20.0,34.0
TJIANG,JL. KEBON JATI NO.120,andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:58,99119.0,4.22,23487.91,1.0,20.0,34.0
FUKU AKIBA,RUKO PASKAL 23 BLOK A NO. 45,antapani,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:14:59,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
RAMEN BAJURI KEBON JATI,JL. KEBON JATI NO.254B,andir,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:00,99119.0,4.22,23487.91,1.0,20.0,34.0
MILK N CRUMBS,"RUKO, PASKAL HYPER SQUARE, BLK. F NO.40",andir,4.9,,OPERATIONAL,2025-06-28 22:15:02,99119.0,4.22,23487.91,1.0,20.0,34.0
BISOU PATISSERIE - 23 PASKAL,"23 PASKAL 2ND FLOOR L2-ISO34C, JL. PASIR KALIKI",andir,4.9,,OPERATIONAL,2025-06-28 22:15:03,99119.0,4.22,23487.91,1.0,20.0,34.0
CHÂTERAISÉ 23 PASKAL,JL. PASIR KALIKI NO.25-27,andir,4.5,,OPERATIONAL,2025-06-28 22:15:03,99119.0,4.22,23487.91,1.0,20.0,34.0
BAKER NOI,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.25-27 BLOK B-41",andir,4.9,,OPERATIONAL,2025-06-28 22:15:04,99119.0,4.22,23487.91,1.0,20.0,34.0
IMPERIAL KITCHEN & DIM SUM,"23 PASKAL, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",andir,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:06,99119.0,4.22,23487.91,1.0,20.0,34.0
CHIPSMEATS - FIRST HALAL SNACK PACK IN TOWN,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO 25-27 BLOK C NO. 27",andir,4.8,,OPERATIONAL,2025-06-28 22:15:07,99119.0,4.22,23487.91,1.0,20.0,34.0
KEDAI BAR-BAR,JL. ANDIR NO.138,andir,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:08,99119.0,4.22,23487.91,1.0,20.0,34.0
SEDUCE COFFEE,JL. KEBON JATI NO.254,andir,4.9,,OPERATIONAL,2025-06-28 22:15:09,99119.0,4.22,23487.91,1.0,20.0,34.0
JUSTUS STEAK HOUSE • 23 PASKAL,"PASKAL SHOPPING CENTER, 23, JL. PASIR KALIKI NO.25-27 L3-14
  140T",andir,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:10,99119.0,4.22,23487.91,1.0,20.0,34.0
MAYSTAR RECIPE,"PASKAL SHOPPING MALL, JL. PASIR KALIKI NO.23",cicendo,4.3,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:15:11,96382.0,7.79,12372.53,2.0,35.0,46.0
SENTI RISTORANTE,JL. PASIR KALIKI NO.23,andir,4.7,,OPERATIONAL,2025-06-28 22:15:12,99119.0,4.22,23487.91,1.0,20.0,34.0
SUJI - SUAN CAI YU | 23 PASKAL,"23 PASKAL HYPER SQUARE JL. PASIR KALIKI 25-27 LANTAI 2, UNIT
  73, 73 IT",andir,4.7,,OPERATIONAL,2025-06-28 22:15:13,99119.0,4.22,23487.91,1.0,20.0,34.0
OOTOYA,"PASKAL 23 LT. 2, JALAN PASIR KALIKI NO. 25- 27, KEBON JERUK,
  CICENDO ANDIR",andir,4.1,,OPERATIONAL,2025-06-28 22:15:14,99119.0,4.22,23487.91,1.0,20.0,34.0
KHAP NOODLES,JL. PASIR KALIKI NO.23,andir,4.8,,OPERATIONAL,2025-06-28 22:15:15,99119.0,4.22,23487.91,1.0,20.0,34.0
KOBE TEPANYAKI,"PASKAL HYPER SQUARE, 23, JL. PASIR KALIKI NO.25-27",cicendo,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:16,96382.0,7.79,12372.53,2.0,35.0,46.0
CHARM THAI,"RUKO PASKAL HYPERSQUARE BLOK A NO 11-12, JL. PASIR KALIKI
  NO.25-27",cicendo,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:17,96382.0,7.79,12372.53,2.0,35.0,46.0
SEOULJU KOREAN SNOW ICE,"PASKAL HYPER SQUARE 23, JL. KEBON JATI B-41",andir,5.0,,OPERATIONAL,2025-06-28 22:15:18,99119.0,4.22,23487.91,1.0,20.0,34.0
CHICKEN PLUS PASKAL BANDUNG,"PASKAL HYPER SQUARE, BLOK B46 RUKO, JL. PASIR KALIKI NO.25-27",andir,4.4,,OPERATIONAL,2025-06-28 22:15:19,99119.0,4.22,23487.91,1.0,20.0,34.0
KATSUTA KUIMONOYA,HYPER SQUARE B57,andir,4.8,,OPERATIONAL,2025-06-28 22:15:20,99119.0,4.22,23487.91,1.0,20.0,34.0
DJOES KODE,RUKO PASKAL HYPER SQUARE BLOK F. 43,andir,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:15:21,99119.0,4.22,23487.91,1.0,20.0,34.0
THANG MIEN,"PASKAL HYPER SQUARE BLOK A.41-42, JL. PASIR KALIKI NO.25-27",andir,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:23,99119.0,4.22,23487.91,1.0,20.0,34.0
BELLE’S MUNCHIES,PASKAL LODGE BUILDING UNIT 8008 (PASKAL 23 AREA),andir,4.9,,OPERATIONAL,2025-06-28 22:15:24,99119.0,4.22,23487.91,1.0,20.0,34.0
U DIMSUM,"JL. BANDA 13S, RUKO NO.5",sumur bandung,5.0,,OPERATIONAL,2025-06-28 22:15:25,38323.0,3.49,10980.8,4.0,19.0,38.0
DUNKIN DONUTS,JL. A.H. NASUTION NO.117,ujung berung,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:26,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
RICHEESE FACTORY UBERTOS,"PAKEMITAN, UJUNG BERUNG, BANDUNG CITY, WEST JAVA 45474",ujung berung,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:27,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
IKETAN × JAJANDULUDONG.ID,"KOMP, JL. NEGLASARI I JL. NEGLA WENING NO.C-7",ujung berung,4.608695652173912,,OPERATIONAL,2025-06-28 22:15:28,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
DIMANA?,"MANJAHLEGA, JALAN MERKURI SELATAN XV",rancasari,4.405555555555556,,UNKNOWN,2025-06-28 22:15:29,86725.0,7.01,12371.61,3.0484178421654593,21.0,50.0
DAPOER CHERRY BOBA N CORN DOG TOPOKKY,"MESJID HIDAYATUL NURUL IMAN JL.CIPOREAT KP.MANDALAWANGI RT 02,
  RW07 NO.29",ujung berung,5.0,,OPERATIONAL,2025-06-28 22:15:30,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
EAT.U_FOO,JL. KOSAR,ujung berung,5.0,,OPERATIONAL,2025-06-28 22:15:31,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
AYAM SPA (SPAGHETTI CHICKEN KATSU),"3MXR+HM6, JL. SIMPAY ASIH",ujung berung,5.0,,OPERATIONAL,2025-06-28 22:15:32,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
ARUNA FRIED CHICKEN CIJAMBE,JL. CIJAMBE NO.6,ujung berung,4.608695652173912,,OPERATIONAL,2025-06-28 22:15:33,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
RIUNG BURGER,"JALAN CIJAMBE 18, RUKO NO.6",ujung berung,4.0,,OPERATIONAL,2025-06-28 22:15:34,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
WARUNG FAMILY,JL. CIJAMBE NO.32,ujung berung,5.0,,OPERATIONAL,2025-06-28 22:15:35,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
RASA KULINER,JL. PALINTANG NO.54,ujung berung,5.0,,OPERATIONAL,2025-06-28 22:15:36,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
KANE HANBAGA (BURGERS),"JL. NAGROG NO.40, RT/RW 002/007, KEL/DES",ujung berung,4.608695652173912,,OPERATIONAL,2025-06-28 22:15:37,90562.0,6.24,14513.14,3.0484178421654593,24.0,9.0
RUMAH MAKAN PELAUT,JL. GUDANG SELATAN NO.88,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 22:15:38,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG NASI TEH NYAI,"3JM9+MC7, JL. BANGKA",sumur bandung,5.0,,OPERATIONAL,2025-06-28 22:15:39,38323.0,3.49,10980.8,4.0,19.0,38.0
NASI GORENG BISTIK GS-97,JL. GUDANG SELATAN NO.97,sumur bandung,4.6,,OPERATIONAL,2025-06-28 22:15:40,38323.0,3.49,10980.8,4.0,19.0,38.0
SATE MADURA,JL. SUNDA,sumur bandung,5.0,,OPERATIONAL,2025-06-28 22:15:41,38323.0,3.49,10980.8,4.0,19.0,38.0
NASI GORENG & TELOR KECAP MADONA,JL. JAWA NO.23,sumur bandung,4.6,,OPERATIONAL,2025-06-28 22:15:41,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG KESUWUR CAK KOLIK PECEL LELE,JL. BANGKA NO.7,sumur bandung,5.0,,OPERATIONAL,2025-06-28 22:15:42,38323.0,3.49,10980.8,4.0,19.0,38.0
WARTEG CERIA BAHARI,"JL. SUMBAWA NO.02, RW.02",sumur bandung,4.3,,OPERATIONAL,2025-06-28 22:15:43,38323.0,3.49,10980.8,4.0,19.0,38.0
ZONA MANIS,JL. KEMUNING NO.8A,sumur bandung,4.8,,OPERATIONAL,2025-06-28 22:15:44,38323.0,3.49,10980.8,4.0,19.0,38.0
PERKY PEDRO: COMIDAS Y BEBIDAS,LLRE MARTADINATA ST NO.128A,sumur bandung,3.4,,CLOSED_PERMANENTLY,2025-06-28 22:15:45,38323.0,3.49,10980.8,4.0,19.0,38.0
SANGU RICE BOWL,JL. LOMBOK NO.10,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:46,38323.0,3.49,10980.8,4.0,19.0,38.0
PIZZATARD,JL. KALIMANTAN NO.5,sumur bandung,4.471320754716982,,OPERATIONAL,2025-06-28 22:15:47,38323.0,3.49,10980.8,4.0,19.0,38.0
POFFSTORY COFFEE BREWER,JL. SOKA NO.17,sumur bandung,4.6,,OPERATIONAL,2025-06-28 22:15:48,38323.0,3.49,10980.8,4.0,19.0,38.0
DJAVA32,JL. JAWA NO.32A,sumur bandung,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:15:49,38323.0,3.49,10980.8,4.0,19.0,38.0
D'KMS RESTO AND CAFE,JL. JAWA NO.50,sumur bandung,4.471320754716982,,,2025-06-28 22:15:52,38323.0,3.49,10980.8,4.0,19.0,38.0
WARUNG SATE SIDAREJA PAK GINO,JL. SUNDA NO.76,sumur bandung,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:53,38323.0,3.49,10980.8,4.0,19.0,38.0
MBILZ COKLAT BANDUNG,"JL. KEMUNING NO.2, RT.03/RW.08",sumur bandung,5.0,,OPERATIONAL,2025-06-28 22:15:54,38323.0,3.49,10980.8,4.0,19.0,38.0
GIGGLE BOX CITYLINK,"JL. PETA NO.241A, SUKA ASIH, KEC. BOJONGLOA KALER,
  KOTA BANDUNG, JAWA BARAT 40233",bojongloa kaler,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:56,124323.0,3.12,39847.12,3.0484178421654593,13.0,34.0
GIGGLE BOX BRAGA CITY WALK BANDUNG,"JALAN BRAGA BRAGA CITY WALK LANTAI.GF NO, BRAGA,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",sumur bandung,4.8,,OPERATIONAL,2025-06-28 22:15:57,38323.0,3.49,10980.8,4.0,19.0,38.0
FAT COW,"RS BORROMEUS, JL. IR. H. JUANDA, LEBAKGEDE,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",coblong,4.556410256410256,,CLOSED_PERMANENTLY,2025-06-28 22:15:58,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
FIVE MONKEYS BURGER - BANDUNG,"JL. CITARUM NO.12, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",bandung wetan,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:59,28848.0,3.44,8386.05,4.0,14.0,117.0
FLIP BURGER BANDUNG,"JL L.L.R.E.MARTADINATA NO 81,RIAU, KOTA BANDUNG,
  JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:16:00,28848.0,3.44,8386.05,4.0,14.0,117.0
FOURPLAY CAFE & RESTO,"JL. CILAKI NO.65, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",bandung wetan,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:16:01,28848.0,3.44,8386.05,4.0,14.0,117.0
GEPREK BENSU ANTAPANI,"JL. TERUSAN JAKARTA KEL NO.99, ANTAPANI KULON, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,4.1,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:16:03,80530.0,4.22,19082.94,3.0484178421654593,21.0,68.0
GEPREK BENSU KOPO,"JL. RAYA KOPO NO.536, MARGASUKA, KEC. BABAKAN
  CIPARAY, KOTA BANDUNG, JAWA BARAT 40225",babakan ciparay,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:16:04,143651.0,7.07,20318.39,1.0,17.0,13.0
GEREWEK AYAM GEPREK & BEBEK PEKING,"JL. RKS. BITUNG NO.30, KEBONWARU, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40272",batununggal,4.2,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:16:05,121469.0,4.82,25201.04,4.0,17.0,19.0
WARUNG SATE SHINTA,"JL. DR. DJUNJUNAN NO.164, SUKAGALIH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40163",sukajadi,4.1,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:16:06,103066.0,5.28,19520.08,3.0484178421654593,33.0,29.0
WARUNG SURABI CIHAMPELAS,"JL. CIHAMPELAS NO.159 A, CIPAGANTI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,4.3,,OPERATIONAL,2025-06-28 22:16:07,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
WARUNG TALAGA CIWALK,"JL. CIHAMPELAS WALK JL. CIHAMPELAS NO.160,
  CIPAGANTI, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:16:09,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
WARUNG TALAGA CRITICAL 11,"JL. PAJAJARAN DALAM NO.148, HUSEN SASTRANEGARA,
  KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40174",cicendo,4.7,,OPERATIONAL,2025-06-28 22:16:10,96382.0,7.79,12372.53,2.0,35.0,46.0
WASTU NANDA,"JL. PAJAJARAN NO.16, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40117",bandung wetan,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:16:11,28848.0,3.44,8386.05,4.0,14.0,117.0
WELL STEAK,"JL. SULANJANA NO.5, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",bandung wetan,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:16:12,28848.0,3.44,8386.05,4.0,14.0,117.0
WENDY'S,"CIHAMPELAS WALK, JL. CIHAMPELAS NO.160, CIPAGANTI,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40131",coblong,3.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:16:13,115273.0,7.31,15769.22,3.0484178421654593,62.0,37.0
WINGSTOP,"JL. L. L. R.E. MARTADINATA NO.18, CITARUM, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40113",bandung wetan,4.2,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:16:14,28848.0,3.44,8386.05,4.0,14.0,117.0
WARUNG NASI IBU IMAS MO81 JLN PUNGKUR BANDUNG,"GG. MUNCANG NO.31, PUNGKUR, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40252",regol,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:16:15,80609.0,4.74,17006.12,2.0,40.0,15.0
