nama,alamat,kecamatan,type,latitude,longitude,tahun,source_file,kecamatan_kepadatan,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²)
MIRANTY CATERING COMPANY,JL. SYAHBANDAR NO.11,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PRADHA CATERING & WEDDING SERVICE,JL. SYAHBANDAR NO.4,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BURGER BANGOR HOLIS,JL. BOJONG RAYA NO.104,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BABI PANGGANG HOLIS,JL. HOLIS NO.353,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TEMAN MAKAN.BDG,"JL. BOJONG RAYA NO.90, RT.01/RW.01",Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE HOLIS,JL. HOLIS NO.470,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CAMPINA ICE CREAM,JL. HOLIS NO.306,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
C'BEZT CARINGIN-BANDUNG,"3H59+92W, JL. HOLIS",Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MR KRIUK FRIED CHICKEN CARINGIN BANDUNG,JL. BOJONG RAYA NO.42-30,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BBQDIRUMAH BANDUNG KOTA KOREAN GRILL & SEWA ALAT,JL. CIBUNTU BARAT NO.87,Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TIERRA CAFFE,JL. JEND. SUDIRMAN NO.672,Kecamatan Andir,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BUDGET CATERING,JL. SOEKARNO HATTA NO.34,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PABRIK DIMSUM YANG BANDUNG,"JL. TERUSAN NAKO NO.19, RT.003/RW.11",Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SALT IN TABLE,BANDUNG KULON CIGONDEWAH KALER,Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Bandung Kulon,136622.0,6.95,19657.84
FAREL PATISSERIE CAFE,JL. TERUSAN BUAH BATU NO.259,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SPICY CHICKEN WINGS,JL. CIPARAY NO.11B,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTO SI BOY,JL. PUSKESMAS NO.144,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
VI-RESTO & CAFE,"JALAN HAJI BARDAN RAYA NO.33, LOGAM",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOLLAND BAKERY,JL. TERUSAN BUAH BATU NO.251,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FOEK TAKEAWAY BUAH BATU,JL. TERUSAN BUAH BATU NO.300,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SWEETTY DESSERT BANDUNG,"TOPINDO BUAH BATU RESIDENCE, JL. H. BARDAN RAYA NO.6A",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MESTER DIMSUM,"KOMP, JALAN JAKAMUSTIKA, BLK. A JL. JAKAPURWA NO.7",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MYMEAL CATERING BANDUNG,JL. BATUNUNGGAL MULIA Ⅺ NO.29,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BATUNUNGGAL BEAUTIFUL FOOD COURT,"2JQF+CPP, JL. BATUNUNGGAL INDAH II",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
COFFEE DIGITAL,JL. BATUNUNGGAL INDAH IV NO.71,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BOENDA CORNER,KOMPLEK AMAYA RESIDENCE BLOK C NO. 2,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAW SATE,JL. SUTERA ASRI NO.10,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KARAMEL DESSERT ID,"AMAYA RESIDENCE, JL. SUKA ATI",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KOPIBRAY.CIGERELENG,"JL. MOCH. TOHA GG. SALPIAN NO.104 RT 04, RT.04/RW.01",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OKANE IZAKAYA,"NO.452-A, JL. SOEKARNO HATTA",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEATANDFISH BANDUNG,JL. PARAKAN ASRI NO.62,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEATHOUSE DELIVERY BANDUNG,JL. BATU INDAH Ⅺ NO.32,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI KALONG,JL. BATUNUNGGAL INDAH RAYA NO.237,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TUTUP,"JL. SEKELIMUS UTARA GG. BAPANG NO.145, RT.06/RW.08",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GARMELIA BAKERY BATUNUNGGAL,"JL. BATUNUNGGAL INDAH 4, NO. 19, MENGGER, BANDUNG KIDUL",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
J&C COOKIES,RUKO PASAR MODERN BATUNUNGGAL RD,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SENTRA DIMSUM INDONESIA CAB. BUAH BATU,JL. TERUSAN BUAH BATU NO.69,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTORAN SEDERHANA MASAKAN PADANG,JL. SOEKARNO HATTA NO.508,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BE DIMSUM BATUNUNGGAL,JL. BATUNUNGGAL INDAH RAYA RUKO NO. 154,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
LOGAM FOOD COURT,JL. LOGAM NO.39,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CAFE JODA,2JVR+H35,Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Bandung Kidul,61419.0,5.42,11331.92
COFFEE ON,JL. TERUSAN BUAH BATU NO.181,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI SI POELEN,JL. TERUSAN BUAH BATU NO.190,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PILLOWCAKEBDG,JL. TERUSAN BUAH BATU NO.225,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI KEBULI PALESTINE,JL. LOGAM NO.39,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GARUDA PERKASA WEDDING,"JL. NAWAWI NO.3, RT.007/RW.010",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WAROENK T'D3H,"3H8J+JXH, GG. H. ZAKARIA VIII",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SOUTHWEST SPACE,JL. JAMIKA LAMA NO.51B,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ROEMAH SEAFOOD,JL. TERUSAN PASIRKOJA NO.267,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHICKEN BAROKAH,"3H9J+HP9, JL. BABAKAN SAWAH, RT.09/RW.03",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MOODDAY.ID,"RUMAH PAK MULYADI/IBU ATIN, JALAN BABAKAN CIPARAY GG.MISBAH
  RT05/02 DARI GANG LURUS SAMPAI LAPANG, DEKAT MASJID AL-IKHLAS",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DIMSUM NENG GEULIS,"3HFM+RCP, UNNAMED ROAD",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CITRA BOGA CATERING BANDUNG BY IBU ELLA,JL. PARAKAN III NO.2 A,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN KHAS SUNDA CIBIUK,JL. SOEKARNO HATTA NO.508,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FUCABI,JL. BATUNUNGGAL INDAH RAYA NO.132,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTO DAPUR BATUNUNGGAL,JL. WAAS II NO.97,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTO,"SOEKARNO HATTA, JL. SOEKARNO HATTA",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KHUN YA'S KITCHEN,JL. BATUNUNGGAL INDAH RAYA NO.405,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
D'BESTO CHICKEN & BURGER,JL. WAAS NO.3C,Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OSHI-OSHI SUSHI BATUNUNGGAL,"DEPAN D'BESTO, JL. WAAS B NO.5C",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG NASI POJOK SICUDEM,"JL. ADHYAKSA RAYA NO.29, RW.004",Kecamatan Bandung Kidul,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG CHICKEN K'SETRA,JL. RAYA KOPO,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DIMSUMPARAHYANGAN.CO (DIMSUM & COFFE),"2HVM+9XP, JL. KOPO SARI",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DIMSUMPARAHYANGAN.CO (DIMSUM & COFFEE),JL. RAYA KOPO NO.438,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NGARIUNG_BBQ,JL. SATRIA WETAN 17 NO.69D BLOK K,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BRUNCHYCLUB,"RESIDENCE, JL. PASADENA JL. ALPINA NO.25 B11 NO",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GEGER BURGER,JL. RAYA KOPO NO.496,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GOGI MOGO,JL. RAYA KOPO NO.439,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MARABANRAKYAT.ID,"WARKOP DJ MART, JL. RAYA KOPO JL. KOPO GG. BAPA NASIH",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM FAMILY BARU MASAKAN PADANG,"2HWJ+QWG, JL. CIBOLERANG",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RESTORAN SEAFOOD,"2HVJ+GVX, UNNAMED ROAD",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MCDONALD'S - KOPO MAS,"KOMP. KOPO MAS REGENCY, KOMPLEK RUKO, JL. KOPO MAS JL. RAYA
  KOPO NO.618",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
"HANGRY KOPO - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI PADA
  X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR","KOPO MAS REGENCY, KOMPLEK RUKO, JL. RAYA KOPO NO.1 9H, LANTAI",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DELEG CATERING,"JL. SUMBER HURIP NO.30, RW.12",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DOSIS CAFE,JL. MAKAM CARINGIN NO.22,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
INTERVAL KOFFIE,JL. KARANGSARI NO.30,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG ASAKAN SUNDA BU UUM,"3H7M+C69, GG. SITUGUNTING BARAT II",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MOIN CAFE,JL. SUMBER ENDAH II NO.5,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
REAL MEALS,JL. CARINGIN NO.216,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IMAH DJOGLO,JL. SUMBER ENDAH NO.31 23A,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KEDAI CHIKARA 39,GG. PORIB IV NO.39,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KRENCHISE HOT SPICY CHICKEN,JL. CARINGIN NO.225-233,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEGA FRIED CHICKEN & GEPREK,JL. CARINGIN NO.101,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AYAM PENYET MIRASA,"3H4H+8WQ, JL. CARINGIN",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DIMSUM CARINGIN,JL. CARINGIN NO.152,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BENGKEL DIMSUM,JL. RAYA KOPO NO.424,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
JUSTUS STEAK HOUSE MIKO MALL,"GROUND, MIKO MALL, JL. RAYA KOPO NO.599 FLOOR LOBBY LEVEL. 01",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HAPPY PUPPY KOPO MIKO,JL. RAYA KOPO NO.599,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MCDONALD'S - PASIRKOJA,"NO.128-130, JL. SOEKARNO HATTA NO.122",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MISS CHINA BANDUNG,JL. HOLIS REGENCY M31,Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Babakan Ciparay,143651.0,7.07,20318.39
YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PT. WINGS FOOD,JL. CARINGIN NO.341,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
FROYOU MISNOW • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RUMAH MAKAN BILLITON,"KOMPLEK, JL. HOLIS REGENCY NO.13 KAV M",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
PEPES MAS OJAN KHAS SEMARANG,JL. SUMBER ASIH NO.7-36 NO 87,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MAY 'S KITCHEN,M 59,Kecamatan Buahbatu,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YO RAMEN • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ROMAN,"3HCH+74P, JL. TERUSAN PASIRKOJA",Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
JO-HONG 88 HALAL CHINESE FOOD,JL. DIAN ELOK RAYA NO.23,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DUAYE DESSERT,"TOKO OHIR, JL. TERUSAN SURYANI GANG PINGGIR, RT.05/RW.05",Kecamatan Bandung Kulon,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
RM. FAMILY,JL. CARINGIN NO.268,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BOR BURGER,"JL. BABAKAN CIPARAY NO.197C, RT.07/RW.01",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WINGS FOOD,2HXH+788,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG HAITI,JL. PAGARSIH GG. H. IDRUS NO.3,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YOGYA SUMBER SARI JUCTION,JL. SUMBER SARI INDAH NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEETCOW,JL. SUMBER SARI NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GADING CHINESE FOOD RESTAURANT • SUMBER SARI JUNCTION,3H9G+77G,Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,Babakan Ciparay,143651.0,7.07,20318.39
PENGKOLAN DADANG,"3HFM+V2X, GG. KH ISHAK WIJAYA",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WM RUMAH KUE & KOPI (ILLY CAFE),JL. SUMBER ASIH NO.6 NO. 12,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KANTIN WEST JAVA,"3HCH+Q4W, JL. AKI PADMA",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNK BI OLIH MABES PTT,"3H4F+CJ4, JL. CARINGIN",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARDAY,"3H9H+Q7Q, JL. AKI PADMA",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SICHUAN KITCHEN,JL. HOLIS REGENCY NO.59,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUKI TIME EXPRESS • YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SUSHIYO! SUMBER SARI JUNCTION,"YOGYA JUNCTION SUMBERSARI, NATIONAL ROUTE 3",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ANEKA MASAKAN IBU ADE SAYUR,"JALAN PAGARSIH BARAT GANG MADRASAH DALAM 4 NO.11 RT 04/03,
  KELURAHAN",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOKBEN - SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
YD1CEV,"JL. POLISI BLOK AGER SARI NO.3, RT.03/RW.10",Kecamatan Babakan Ciparay,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GANG SELERA,"JL. CIBADAK GG. BENGKEL EBEH NO.38/8E, RT.04/RW.01",Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
HOLY WAGYU,JL. ASTANA ANYAR NO.81,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
WARUNG MA LIA,"JL. BABAKAN IRIGASI NO.166/89, RT.04/RW.04",Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHICKEN FARMS,JL. JEND. SUDIRMAN NO.299,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
AFC FRIED CHICKEN,"3HGW+Q6R, JL. PAGARSIH",Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
BRAD'S BURGER BANDUNG,"GANG CITEPUS NO 9A/212 ( BLKANG, JL. PAGARSIH NO.64",Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
IPIZZ ITALIAN PIZZA,JL. TERUSAN PASIRKOJA NO.28,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NASI CAMPUR TJIANG,JL. CIBADAK NO.252,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE SJ,JL. PAGARSIH NO.56-54,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SATE SEAFOOD JINAN,JL. PAGARSIH NO.83,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
SAMCAN GORENG EPENK,JL. CIBADAK NO.223,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CIBADAK NIGHT CULINARY FESTIVAL,JL. CIBADAK NO.50-155,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
DIMSUM NIKMAT,"GG. SALUYU I NO.10, RT.5/RW.6",Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
JOOZ BAR,JL. CIBADAK NO.263,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
OJISAN SMOKEHOUSE,JL. CIKAJANG RAYA I NO.75,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
GARAGE SEI,JL. PURBALARANG NO.91,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CHICKENIN,JL. PACUAN KUDA NO.145,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
ONE BURGER_ARCAMANIK,JALAN OLAHRAGA NO.5 BLKNG SDN ARCAMANIK ENDAH,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MARSHALL BURGER,JL. GOLF BAR. XIII NO.4,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
TAJIL AREN ARCAMANIK,JL. TAEKWONDO JL. ARCAMANIK ENDAH NO.3,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CORNDOG MOZARELLA,JL. A.H. NASUTION NO.144,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
MEATANDSPICE,JL. ATLETIK X NO.14,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
NO' DIMSUM,JL. SARIMAS IV NO.65,Kecamatan Arcamanik,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
KUANGMING VEGETARIAN RESTAURANT,JL. JEND. SUDIRMAN NO.245,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
CRATE RESTO AND BAR,JL. JEND. SUDIRMAN NO.297,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
"EIGHTFULLY COFFEE & MILK BAR, PAGARSIH",JL. PAGARSIH NO.120,Kecamatan Astanaanyar,restaurant,,,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,
