nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,mall_per_capita,minimarket_density,taman_per_capita,ulasan_per_capita,competition_density,market_potential,infrastructure_score,retail_accessibility,population_tier,density_tier,review_tier,rating_normalized,high_rating,excellent_rating,high_volume_reviews,very_high_volume_reviews,log_jumlah_ulasan,log_kepadatan,kategori_resto_encoded,price_range_encoded,price_category_interaction,rating_review_interaction,density_infrastructure,success_category,market_attractiveness,business_viability,competition_target
MARABANRAKYAT.ID,"WARKOP DJ MART, JL. RAYA KOPO JL. KOPO GG. BAPA NASIH",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,33,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.2297234269166243,4.667609618104668,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,3.5263605246161616,9.919330881556778,8,3,24,17.63180262308081,629870.09,Low,Low,Low Risk,Avoid
RM FAMILY BARU MASAKAN PADANG,"2HWJ+QWG, JL. CIBOLERANG",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,390,0.006961315967170434,2.4045261669024045,0.09049710757321565,2.7149132271964693,55.162659123055164,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8,0,0,0,0,5.968707559985366,9.919330881556778,8,2,16,25.06857175193854,629870.09,Medium,Low,Low Risk,Avoid
RESTORAN SEAFOOD,"2HVJ+GVX, UNNAMED ROAD",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Seafood,98,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.6822089647827025,13.861386138613861,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8999999999999999,1,0,0,0,4.59511985013459,9.919330881556778,9,3,27,21.137551310619113,629870.09,Low,Low,Low Risk,Avoid
MCDONALD'S - KOPO MAS,"KOMP. KOPO MAS REGENCY, KOMPLEK RUKO, JL. KOPO MAS JL. RAYA
  KOPO NO.618",babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Fast Food,278,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.9352458388733806,39.32107496463932,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8,0,0,0,0,5.631211781821365,9.919330881556778,4,2,8,23.651089483649734,629870.09,Medium,Low,Low Risk,Avoid
"HANGRY KOPO - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI PADA
  X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR","KOPO MAS REGENCY, KOMPLEK RUKO, JL. RAYA KOPO NO.1 9H, LANTAI",babakan ciparay,3.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Low (≤3.5),Restaurant,127,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.8840871278306451,17.963224893917964,365731.02,31.0,18.0,Very High,Medium,Very Low,0.575,0,0,0,0,4.852030263919617,9.919330881556778,8,0,0,16.011699870934734,629870.09,Low,Low,Low Risk,Avoid
DELEG CATERING,"JL. SUMBER HURIP NO.30, RW.12",babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,160,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.1138105547472694,22.63083451202263,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8999999999999999,1,0,0,0,5.081404364984463,9.919330881556778,8,3,24,23.37446007892853,629870.09,Low,Low,Low Risk,Avoid
DOSIS CAFE,JL. MAKAM CARINGIN NO.22,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Cafe,515,0.006961315967170434,2.4045261669024045,0.09049710757321565,3.5850777230927733,72.84299858557284,365731.02,31.0,18.0,Very High,Medium,Very Low,0.925,1,0,0,0,6.246106765481563,9.919330881556778,1,3,3,29.356701797763346,629870.09,Medium,Low,Low Risk,Avoid
INTERVAL KOFFIE,JL. KARANGSARI NO.30,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,13,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.09049710757321565,1.8387553041018387,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,2.6390573296152584,9.919330881556778,8,3,24,13.195286648076292,629870.09,Low,Low,Low Risk,Avoid
WARUNG ASAKAN SUNDA BU UUM,"3H7M+C69, GG. SITUGUNTING BARAT II",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Local Food,49,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.34110448239135127,6.930693069306931,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8826923076923074,1,0,0,0,3.912023005428146,9.919330881556778,7,3,21,17.72447346305521,629870.09,Low,Low,Low Risk,Avoid
MOIN CAFE,JL. SUMBER ENDAH II NO.5,babakan ciparay,4.7,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Cafe,277,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.9282845229062102,39.17963224893918,365731.02,31.0,18.0,Very High,Medium,Very Low,0.925,1,0,0,0,5.627621113690637,9.919330881556778,1,3,3,26.449819234345995,629870.09,Medium,Low,Low Risk,Avoid
REAL MEALS,JL. CARINGIN NO.216,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,128,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.8910484437978156,18.104667609618105,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,4.859812404361672,9.919330881556778,8,3,24,24.29906202180836,629870.09,Low,Low,Low Risk,Avoid
IMAH DJOGLO,JL. SUMBER ENDAH NO.31 23A,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,114,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.7935900202574294,16.124469589816123,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8999999999999999,1,0,0,0,4.74493212836325,9.919330881556778,8,3,24,21.82668779047095,629870.09,Low,Low,Low Risk,Avoid
KEDAI CHIKARA 39,GG. PORIB IV NO.39,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,163,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.1346945026487807,23.055162659123056,365731.02,31.0,18.0,Very High,Medium,Very Low,0.95,1,1,0,0,5.099866427824199,9.919330881556778,8,3,24,24.479358853556153,629870.09,Low,Low,Low Risk,Avoid
KRENCHISE HOT SPICY CHICKEN,JL. CARINGIN NO.225-233,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,265,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.844748731300165,37.48231966053748,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8826923076923074,1,0,0,0,5.583496308781699,9.919330881556778,8,3,24,25.297533275941692,629870.09,Medium,Low,Low Risk,Avoid
MEGA FRIED CHICKEN & GEPREK,JL. CARINGIN NO.101,babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Fast Food,650,0.006961315967170434,2.4045261669024045,0.09049710757321565,4.524855378660782,91.93776520509194,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8826923076923074,1,0,0,0,6.478509642208569,9.919330881556778,4,3,12,29.352632148160357,629870.09,Medium,Low,Low Risk,Avoid
AYAM PENYET MIRASA,"3H4H+8WQ, JL. CARINGIN",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,52,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.3619884302928626,7.355021216407355,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,3.970291913552122,9.919330881556778,8,3,24,19.85145956776061,629870.09,Low,Low,Low Risk,Avoid
DIMSUM CARINGIN,JL. CARINGIN NO.152,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Chinese Food,133,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.9258550236336677,18.81188118811881,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,4.897839799950911,9.919330881556778,2,3,6,24.489198999754556,629870.09,Low,Low,Low Risk,Avoid
BENGKEL DIMSUM,JL. RAYA KOPO NO.424,babakan ciparay,4.8,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Chinese Food,75,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.5220986975377826,10.608203677510607,365731.02,31.0,18.0,Very High,Medium,Very Low,0.95,1,1,0,0,4.330733340286331,9.919330881556778,2,3,6,20.78752003337439,629870.09,Low,Low,Low Risk,Avoid
JUSTUS STEAK HOUSE MIKO MALL,"GROUND, MIKO MALL, JL. RAYA KOPO NO.599 FLOOR LOBBY LEVEL. 01",babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Western Food,3308,0.006961315967170434,2.4045261669024045,0.09049710757321565,23.0280332193998,467.89250353606786,365731.02,31.0,18.0,Very High,Medium,Low,0.8500000000000001,0,0,1,0,8.104401307921613,9.919330881556778,10,2,20,35.6593657548551,629870.09,High,Low,High Risk,Go
HAPPY PUPPY KOPO MIKO,JL. RAYA KOPO NO.599,babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,46,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.32022053448983995,6.506364922206506,365731.02,31.0,18.0,Very High,Medium,Very Low,0.9750000000000001,1,1,0,0,3.8501476017100584,9.919330881556778,8,3,24,18.865723248379286,629870.09,Low,Low,Low Risk,Avoid
MCDONALD'S - PASIRKOJA,"NO.128-130, JL. SOEKARNO HATTA NO.122",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Fast Food,296,0.006961315967170434,2.4045261669024045,0.09049710757321565,2.0605495262824483,41.86704384724187,365731.02,31.0,18.0,Very High,Medium,Very Low,0.875,1,0,0,0,5.6937321388027,9.919330881556778,4,3,12,25.62179462461215,629870.09,Medium,Low,Low Risk,Avoid
MISS CHINA BANDUNG,JL. HOLIS REGENCY M31,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,155,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.0790039749114173,21.923620933521924,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8999999999999999,1,0,0,0,5.049856007249537,9.919330881556778,8,3,24,23.229337633347868,629870.09,Low,Low,Low Risk,Avoid
YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,41,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.2854139546539878,5.799151343705799,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8999999999999999,1,0,0,0,3.7376696182833684,9.919330881556778,8,3,24,17.193280244103494,629870.09,Low,Low,Low Risk,Avoid
PT. WINGS FOOD,JL. CARINGIN NO.341,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,358,0.006961315967170434,2.4045261669024045,0.09049710757321565,2.4921511162470154,50.63649222065064,365731.02,31.0,18.0,Very High,Medium,Very Low,0.825,0,0,0,0,5.883322388488279,9.919330881556778,8,2,16,25.298286270499595,629870.09,Medium,Low,Low Risk,Avoid
FROYOU MISNOW • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.9,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,70,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.48729211770193037,9.900990099009901,365731.02,31.0,18.0,Very High,Medium,Very Low,0.9750000000000001,1,1,0,0,4.2626798770413155,9.919330881556778,8,3,24,20.887131397502447,629870.09,Low,Low,Low Risk,Avoid
RUMAH MAKAN BILLITON,"KOMPLEK, JL. HOLIS REGENCY NO.13 KAV M",babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Local Food,237,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.6498318842193929,33.52192362093352,365731.02,31.0,18.0,Very High,Medium,Very Low,0.875,1,0,0,0,5.472270673671475,9.919330881556778,7,3,21,24.625218031521637,629870.09,Low,Low,Low Risk,Avoid
PEPES MAS OJAN KHAS SEMARANG,JL. SUMBER ASIH NO.7-36 NO 87,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,80,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.5569052773736347,11.315417256011315,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,4.394449154672439,9.919330881556778,8,3,24,21.972245773362197,629870.09,Low,Low,Low Risk,Avoid
MAY 'S KITCHEN,M 59,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,37,0.019150851255338303,4.825737265415549,0.8617883064902234,0.35429074822375856,4.959785522788204,531969.6,128.0,38.0,High,Low,Very Low,1.0,1,1,0,0,3.6375861597263857,9.54682689420964,8,3,24,18.18793079863193,1791897.6,Low,Low,Medium Risk,Consider
YO RAMEN • SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Japanese Food,231,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.6080639884163703,32.67326732673267,365731.02,31.0,18.0,Very High,Medium,Very Low,0.825,0,0,0,0,5.44673737166631,9.919330881556778,5,2,10,23.42097069816513,629870.09,Low,Low,Low Risk,Avoid
ROMAN,"3HCH+74P, JL. TERUSAN PASIRKOJA",astanaanyar,2.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Low (≤3.5),Restaurant,66,0.041626854956377815,7.462686567164178,0.20482849027747432,0.9012453572208871,24.626865671641788,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.25,0,0,0,0,4.204692619390966,10.215607449024873,8,0,0,8.409385238781931,1039687.0954517728,Low,High,Low Risk,Avoid
JO-HONG 88 HALAL CHINESE FOOD,JL. DIAN ELOK RAYA NO.23,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Chinese Food,427,0.006961315967170434,2.4045261669024045,0.09049710757321565,2.972481917981775,60.396039603960396,365731.02,31.0,18.0,Very High,Medium,Very Low,0.875,1,0,0,0,6.059123195581797,9.919330881556778,2,3,6,27.266054380118085,629870.09,Medium,Low,Low Risk,Avoid
DUAYE DESSERT,"TOKO OHIR, JL. TERUSAN SURYANI GANG PINGGIR, RT.05/RW.05",bandung kulon,4.573469387755103,Rp 50.000 - 100.000,136622.0,6.95,19657.84,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Restaurant,108,0.022312788878551478,2.8776978417266186,0.10979198079372283,0.7905022617148043,15.53956834532374,453082.1101944339,38.04841784216546,23.04841784216546,Very High,Medium,Very Low,0.8933673469387757,1,0,0,0,4.6913478822291435,9.886282388908526,8,3,24,21.45573592668472,747949.7101944339,Low,High,Medium Risk,Consider
RM. FAMILY,JL. CARINGIN NO.268,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,3456,0.006961315967170434,2.4045261669024045,0.09049710757321565,24.058307982541017,488.8260254596888,365731.02,31.0,18.0,Very High,Medium,Low,0.825,0,0,1,0,8.148156439921625,9.919330881556778,8,2,16,35.037072691662985,629870.09,High,Low,High Risk,Go
BOR BURGER,"JL. BABAKAN CIPARAY NO.197C, RT.07/RW.01",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Fast Food,51,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.3550271143256921,7.2135785007072135,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,3.9512437185814275,9.919330881556778,4,3,12,19.75621859290714,629870.09,Low,Low,Low Risk,Avoid
WINGS FOOD,2HXH+788,babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,489,0.006961315967170434,2.4045261669024045,0.09049710757321565,3.4040835079463423,69.16548797736917,365731.02,31.0,18.0,Very High,Medium,Very Low,0.825,0,0,0,0,6.194405391104672,9.919330881556778,8,2,16,26.63594318175009,629870.09,Medium,Low,Low Risk,Avoid
WARUNG HAITI,JL. PAGARSIH GG. H. IDRUS NO.3,astanaanyar,5.0,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Local Food,47,0.041626854956377815,7.462686567164178,0.20482849027747432,0.6417959362027529,17.53731343283582,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,1.0,1,1,0,0,3.871201010907891,10.215607449024873,7,3,21,19.356005054539455,1039687.0954517728,Low,High,High Risk,Go
YOGYA SUMBER SARI JUCTION,JL. SUMBER SARI INDAH NO.34,babakan ciparay,4.6,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,154,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.0720426589442469,21.78217821782178,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8999999999999999,1,0,0,0,5.043425116919247,9.919330881556778,8,3,24,23.199755537828533,629870.09,Low,Low,Low Risk,Avoid
MEETCOW,JL. SUMBER SARI NO.34,babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,66,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.4594468538332486,9.335219236209335,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,4.204692619390966,9.919330881556778,8,3,24,21.023463096954828,629870.09,Low,Low,Low Risk,Avoid
GADING CHINESE FOOD RESTAURANT • SUMBER SARI JUNCTION,3H9G+77G,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Chinese Food,639,0.006961315967170434,2.4045261669024045,0.09049710757321565,4.448280903021907,90.38189533239037,365731.02,31.0,18.0,Very High,Medium,Very Low,0.875,1,0,0,0,6.461468176353717,9.919330881556778,2,3,6,29.07660679359173,629870.09,Medium,Low,Low Risk,Avoid
PENGKOLAN DADANG,"3HFM+V2X, GG. KH ISHAK WIJAYA",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,45,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.3132592185226695,6.364922206506365,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,3.828641396489095,9.919330881556778,8,3,24,19.143206982445477,629870.09,Low,Low,Low Risk,Avoid
WM RUMAH KUE & KOPI (ILLY CAFE),JL. SUMBER ASIH NO.6 NO. 12,babakan ciparay,4.2,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Cafe,1066,0.006961315967170434,2.4045261669024045,0.09049710757321565,7.420762821003683,150.77793493635076,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8,0,0,1,0,6.9726062513017535,9.919330881556778,1,2,2,29.284946255467364,629870.09,High,Low,Low Risk,Avoid
KANTIN WEST JAVA,"3HCH+Q4W, JL. AKI PADMA",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,60,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.41767895803022603,8.486562942008486,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,4.110873864173311,9.919330881556778,8,3,24,20.554369320866556,629870.09,Low,Low,Low Risk,Avoid
WARUNK BI OLIH MABES PTT,"3H4F+CJ4, JL. CARINGIN",babakan ciparay,4.3,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,564,0.006961315967170434,2.4045261669024045,0.09049710757321565,3.9261822054841247,79.77369165487977,365731.02,31.0,18.0,Very High,Medium,Very Low,0.825,0,0,0,0,6.336825731146441,9.919330881556778,8,2,16,27.248350643929697,629870.09,Medium,Low,Low Risk,Avoid
WARDAY,"3H9H+Q7Q, JL. AKI PADMA",babakan ciparay,4.53076923076923,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,470,0.006961315967170434,2.4045261669024045,0.09049710757321565,3.271818504570104,66.47807637906648,365731.02,31.0,18.0,Very High,Medium,Very Low,0.8826923076923074,1,0,0,0,6.154858094016418,9.919330881556778,8,3,24,27.886241672120534,629870.09,Medium,Low,Low Risk,Avoid
SICHUAN KITCHEN,JL. HOLIS REGENCY NO.59,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,360,0.006961315967170434,2.4045261669024045,0.09049710757321565,2.506073748181356,50.91937765205092,365731.02,31.0,18.0,Very High,Medium,Very Low,0.875,1,0,0,0,5.8888779583328805,9.919330881556778,8,3,24,26.499950812497964,629870.09,Medium,Low,Low Risk,Avoid
SUKI TIME EXPRESS • YOGYA SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,4.5,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Restaurant,279,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.942207154840551,39.46251768033946,365731.02,31.0,18.0,Very High,Medium,Very Low,0.875,1,0,0,0,5.634789603169249,9.919330881556778,8,3,24,25.356553214261623,629870.09,Medium,Low,Low Risk,Avoid
SUSHIYO! SUMBER SARI JUNCTION,"YOGYA JUNCTION SUMBERSARI, NATIONAL ROUTE 3",babakan ciparay,4.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,High (4.0-4.5),Japanese Food,2614,0.006961315967170434,2.4045261669024045,0.09049710757321565,18.196879938183514,369.73125884016974,365731.02,31.0,18.0,Very High,Medium,Low,0.8500000000000001,0,0,1,0,7.869019376499023,9.919330881556778,5,2,10,34.62368525659571,629870.09,High,Low,Medium Risk,Consider
ANEKA MASAKAN IBU ADE SAYUR,"JALAN PAGARSIH BARAT GANG MADRASAH DALAM 4 NO.11 RT 04/03,
  KELURAHAN",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,150,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.0441973950755652,21.216407355021214,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,5.017279836814924,9.919330881556778,8,3,24,25.086399184074622,629870.09,Low,Low,Low Risk,Avoid
HOKBEN - SUMBER SARI JUNCTION,JL. SUMBER SARI NO.34,babakan ciparay,3.4,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Low (≤3.5),Restaurant,257,0.006961315967170434,2.4045261669024045,0.09049710757321565,1.7890582035628015,36.350777934936346,365731.02,31.0,18.0,Very High,Medium,Very Low,0.6,0,0,0,0,5.552959584921617,9.919330881556778,8,0,0,18.880062588733498,629870.09,Medium,Low,Low Risk,Avoid
YD1CEV,"JL. POLISI BLOK AGER SARI NO.3, RT.03/RW.10",babakan ciparay,5.0,Rp 50.000 - 100.000,143651.0,7.07,20318.39,1.0,17.0,13.0,Very High (4.5-5.0),Restaurant,35,0.006961315967170434,2.4045261669024045,0.09049710757321565,0.24364605885096519,4.9504950495049505,365731.02,31.0,18.0,Very High,Medium,Very Low,1.0,1,1,0,0,3.58351893845611,9.919330881556778,8,3,24,17.91759469228055,629870.09,Low,Low,Low Risk,Avoid
GANG SELERA,"JL. CIBADAK GG. BENGKEL EBEH NO.38/8E, RT.04/RW.01",astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,114,0.041626854956377815,7.462686567164178,0.20482849027747432,1.556696526108805,42.537313432835816,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.875,1,0,0,0,4.74493212836325,10.215607449024873,8,3,24,21.352194577634627,1039687.0954517728,Low,High,High Risk,Go
HOLY WAGYU,JL. ASTANA ANYAR NO.81,astanaanyar,4.5,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,197,0.041626854956377815,7.462686567164178,0.20482849027747432,2.690080838977496,73.50746268656717,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.875,1,0,0,0,5.288267030694535,10.215607449024873,8,3,24,23.797201638125408,1039687.0954517728,Medium,High,High Risk,Go
WARUNG MA LIA,"JL. BABAKAN IRIGASI NO.166/89, RT.04/RW.04",astanaanyar,4.8,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,Very High (4.5-5.0),Local Food,15,0.041626854956377815,7.462686567164178,0.20482849027747432,0.20482849027747432,5.597014925373134,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.95,1,1,0,0,2.772588722239781,10.215607449024873,7,3,21,13.30842586675095,1039687.0954517728,Low,High,High Risk,Go
CHICKEN FARMS,JL. JEND. SUDIRMAN NO.299,astanaanyar,4.3,Rp 50.000 - 100.000,73232.0,2.68,27325.37,3.04841784216546,20.0,15.0,High (4.0-4.5),Restaurant,164,0.041626854956377815,7.462686567164178,0.20482849027747432,2.239458160367053,61.19402985074627,629806.5454517727,38.04841784216546,23.04841784216546,Medium,Dense,Very Low,0.825,0,0,0,0,5.10594547390058,10.215607449024873,8,2,16,21.955565537772493,1039687.0954517728,Medium,High,High Risk,Go
