Unnamed: 0,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),place_id,google_rating,price_range_rupiah,business_status,processed_at
3076,DR ELLS COFFEE OTISTA,JL. OTTO ISKANDAR DINATA NO.94A,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR3UVjznnaC4RJVMos_-YaJg,4.6,,OPERATIONAL,2025-06-28 22:13:28
3077,ZENBU 23 PASKAL,"PASKAL MALL, 23, JL. PASIR KALIKI NO.3 LANTAI 3, PASIR KALIKI,
  KOTA BANDUNG, JAWA BARAT 40181",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJxz2RFbfnaC4REb3z8gPkWDs,4.8,,OPERATIONAL,2025-06-28 22:13:29
3078,D'BAREN WARUNG KOPI,JL. RAJAWALI BARAT NO.31,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJgcGL-ODlaC4Rb1zZIK-AtEk,4.7,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:30
3079,POLA TWININDO CATERING,JL. ELANG NO.37,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJC3xMIgDlaC4RaUf5AYgsXIk,,,OPERATIONAL,2025-06-28 22:13:31
3080,PRASADA CATERING,JL. SRI GUNTING SELATAN NO.8,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5x5J8t_laC4RnBBRzi2BufM,4.4,,OPERATIONAL,2025-06-28 22:13:32
3081,CATERING TIJI'S,"JL. RAJAWALI BARAT GG. IBU KAREES I NO.208, RT.3/RW.2",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJVWr-MmflaC4R-2z397Qklug,,,OPERATIONAL,2025-06-28 22:13:33
3082,APPEO CAFE - BANDUNG,JL. RAJAWALI BARAT NO.87,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJlQNU8SvnaC4RcHXV2ygknA8,5,,OPERATIONAL,2025-06-28 22:13:34
3083,RESTO (GRABFOOD)@YAMHOTTE@,JL. SRIGUNTING RAYA NO.72,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJXZk2ZIflaC4Ren-BrPYze_o,5,,OPERATIONAL,2025-06-28 22:13:35
3084,EARLY KITCHEN,JL. ELANG NO.37,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJp0rmEeLlaC4RnSWYPyFNPyY,,,UNKNOWN,2025-06-28 22:13:36
3085,FRIED CHICKEN UBRUTH,GG. IBU KAREES NO.267/187,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmxF43P_laC4RcBS1jG42uWg,5,,OPERATIONAL,2025-06-28 22:13:37
3086,CORNDOG BIDUT,GG. KASUARI II,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJk0dzEGrlaC4ReNLsLMQ_ad4,5,,OPERATIONAL,2025-06-28 22:13:38
3087,WARUNG SATE DAN GULE MILDA,JL. TUNDUNGSARI NO.1,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJcQD9ZyfnaC4RlOWEydy6KzI,,,OPERATIONAL,2025-06-28 22:13:39
3088,KODOK GORENG GARDUJATI RUMAH MAKAN,JL. AURORA NO.6,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtYJxqyLmaC4Rb8na1Jm8ang,4.6,,OPERATIONAL,2025-06-28 22:13:40
3089,DE'CHICK OTISTA,JL. OTTO ISKANDAR DINATA NO.30,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJD7ZWQBrnaC4RicNR95xbyNk,5,,CLOSED_PERMANENTLY,2025-06-28 22:13:41
3090,TIRTASARI RUMAH MAKAN,JL. KEBON JATI NO.120,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtYJxqyLmaC4RP6I0vo5YetE,5,,OPERATIONAL,2025-06-28 22:13:42
3091,SAGYE RESTO & CAFE,JL. PASIR KALIKI NO.16-18,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ2RKD97LnaC4RtoMH1SEmiuI,4.5,,CLOSED_PERMANENTLY,2025-06-28 22:13:43
3092,RESTO BALI,"JL. SUKAMANAH NO.302/8A, RT.08, RT.08/RW.08",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJMcad7FfnaC4Redy4eiJydnA,5,,OPERATIONAL,2025-06-28 22:13:44
3093,PERKEDEL BONDON ASLI,JL. STASIUN TIMUR NO.26,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJfbMHmtLnaC4Rj1_DnDtTVP0,4.1,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:45
3094,HANNARA KOREAN CHICKEN,JL. PASIR KALIKI NO.20,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ0235KSHnaC4Rl2MoLbxCKQw,4.5,,OPERATIONAL,2025-06-28 22:13:46
3095,PIZZADESA PASAR BARU BANDUNG,JL. PASAR BARAT NO.44,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJzTWrI5znaC4R2nutMCZCTnY,,,OPERATIONAL,2025-06-28 22:13:47
3096,RUMAH MAKAN LINKIE,JL. JEND. SUDIRMAN NO.154,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJtYJxqyLmaC4Rple8wRhNhfo,4.6,,OPERATIONAL,2025-06-28 22:13:48
3097,RUMAH MAKAN SUBUR (YOSUNBIE),JL. MAYOR SUNARYA NO.21,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ41kEXiPmaC4RIZ3JDT4rt2Q,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:49
3098,SATE DJ,JL. JEND. SUDIRMAN NO.276,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ65tAwRnmaC4RXXRI6-RjODg,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:50
3099,SATE DAN NASI GORENG MADURA KANG OJOL,GG. SIMCHONG ADIBRATA NO.227,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJxSbjcqLnaC4RduvJtN7uscM,5,,OPERATIONAL,2025-06-28 22:13:51
3100,RUMAH MAKAN HM. KAMIL,JL. STASION SELATAN NO.14 - 15,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZ0ZsYjzmaC4RI7zRlsGg1Rg,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:52
3101,HOLLAND BAKERY - GARDUJATI,JL. GARDUJATI NO.68,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ7WvvUz3maC4ReOi_OetHOSU,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:53
3102,DAPUR COWET,"PASAR BARU TRADE CENTRE, JL. OTTO ISKANDAR DINATA NO.70,
  LANTAI 6, BLOK C NO.1",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJnVqIpzzmaC4RggDi4tZknGI,4.5,,OPERATIONAL,2025-06-28 22:13:54
3103,MARUGAME UDON PASKAL,"23 PASKAL SHOPPING CENTER LANTAI 2 UNIT 14, JL. PASIR KALIKI
  NO.25-27",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJc2z1_BbmaC4R38nIR9Pme2s,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:55
3104,NORI TALK NORI TACO,"OUTDOOR ALFRESCO, PASKAL SHOPPING CENTRE, 23, JL. PASIR KALIKI
  NO.25-27 LANTAI 3 MALL",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJyTzMD7jnaC4RS6aGLwybMms,4.9,,OPERATIONAL,2025-06-28 22:13:56
3105,MAY STAR RESTAURANT • 23 PASKAL,JL. KEBON JATI NO.188,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJb04bTjfmaC4RxqRaLqlujIc,4.3,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:13:57
3106,BANDUNG STATION,JL. STASIUN BARAT,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAYeQaTzmaC4RVXRhIX_AwTQ,4.4,,OPERATIONAL,2025-06-28 22:13:58
3107,YOSHINOYA PASKAL,JL. KEBON JATI NO.216,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ7WE0oL3naC4RbtGHWxIMTzI,3.9,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:59
3108,BURGER KING PASKAL 23,"PASKAL 23, JL. PASIR KALIKI NO.25 - 27 UNIT L3-19 & 19OT",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5WoNLTPnaC4RBiCsrianLhU,4.6,,OPERATIONAL,2025-06-28 22:14:00
3109,PASKAL FOOD MARKET,3HMV+JHV,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAzemKBbmaC4Rs5WTwZUBqiU,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:01
3110,KOBE CHINESE & JAPANESE RESTAURANT,JL. GARDUJATI NO.36,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJF-5iej3naC4RCmazDPsGog8,4.3,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:02
3111,AKARU JAPANESE CUISINE,"PASKAL HYPER SQUARE, JL. PASIR KALIKI NO.25-27 BLOK H3",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJiWASWRbmaC4RNp59HjFlGGI,,,UNKNOWN,2025-06-28 22:14:03
3112,OZT PORK RIBS BANDUNG,3HMW+WFR,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,99119.0,4.22,23487.91,ChIJMfwfMBbmaC4R3AlXKtDCF9Y,4.6,,OPERATIONAL,2025-06-28 22:14:04
3113,MABOO BBQ RESTO PASKAL HYPER SQUARE,PASKAL HYPER SQUARE RUKO B63,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR8eo1IvnaC4RrKQxHV6-4Kw,4.7,,OPERATIONAL,2025-06-28 22:14:05
3114,WEDNESDAYCOFFEE (JUARANYA NASI BAKAR),3JJ2+G3P,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,99119.0,4.22,23487.91,ChIJA-groGjnaC4RiLw7r-oyxMk,5,,OPERATIONAL,2025-06-28 22:14:06
3115,CROCO BY MONSIEUR SPOON 23 PASKAL,JL. KEBON JATI NO.196,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5zklqMjnaC4RNMi6iKA6Hg8,4.3,,OPERATIONAL,2025-06-28 22:14:07
3116,HAPPY PUPPY PASKAL HYPER SQUARE,"RUKO PASKAL HYPER SQUARE BLOK B NO. 36, JL. PASIR KALIKI
  NO.25-27",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5dzD9mnmaC4RVTpfuY4DWhE,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:08
3117,ADB CATERING,JL. RADEN BRATA NO.10,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5RuuHJXnaC4R1NqFK0uFGEo,4.9,,OPERATIONAL,2025-06-28 22:14:09
3118,STUDIO 69 CAFE & BAR,JL. PASIR KALIKI NO.17,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ6-9NuV3naC4RuV9sCQaNG4o,4.8,,OPERATIONAL,2025-06-28 22:14:11
3119,JAVACO KOFFIE,JL. KEBON JATI NO.69,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZUHW_zzmaC4RLJofKE59pmc,4.6,,OPERATIONAL,2025-06-28 22:14:11
3120,TAIWANESE SHABU-SHABU,3HJX+F78,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJh9srqSLmaC4R9VNrckkD9cQ,,,OPERATIONAL,2025-06-28 22:14:12
3121,SIN SIN CHINESE FOOD RESTAURANT,PASKAL HYPER SQUARE BLOK C-18,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJx6ofPRbmaC4RaCxyfy8EuWM,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:13
3122,IMPERIAL KITCHEN & DIMSUM - 23 PASKAL,JL. PASIR KALIKI NO.25-27 LANTAI 2 UNIT 23,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,99119.0,4.22,23487.91,ChIJ7bdhFQPnaC4R3YxEMRVyFlA,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:15
3123,HAP SENG KEE CHICKEN RICE,JL. KELENTENG NO.44,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmYXA6nfnaC4RTeMjpsbYinA,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:16
3124,MALA BOWL - PASKAL HYPERSQUARE,ANDIR KEBON JERUK,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,99119.0,4.22,23487.91,ChIJ2crUiTXnaC4RMr3UEiiW8aQ,4.9,,OPERATIONAL,2025-06-28 22:14:17
3125,SUBWAY 23 PASKAL,"PASKAL HYPER SQUARE 23, JL. PASIR KALIKI",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ640sYz_naC4RDcupR9Fl-70,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:18
3126,GRAND EASTERN RESTAURANT & BALLROOM,JL. PASIR KALIKI NO.18,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ3c1vkD3maC4R5wfKmorrfgc,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:19
3127,ICHIBAN SUSHI - 23 PASKAL,"PASKAL SHOPPING CENTER, PASKAL HYPER SQUARE, 23, JL. PASIR
  KALIKI NO.25-27 LT. 2",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJy0K8I2nnaC4R70UMWElWGS4,3.6,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:14:20
3128,RESTORAN DUNIA BARU,JL. GARDUJATI NO.39,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJnUnMqCLmaC4R76bMLuuLDf8,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:21
3129,OKINAWA SUSHI • 23 PASKAL,"3HMV+MPX, UNNAMED ROAD",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJhS9hKIvnaC4Ra2-vEhOXOUA,4.8,,OPERATIONAL,2025-06-28 22:14:22
3130,KIMUKATSU • 23 PASKAL,"23 PASKAL SHOPPING CENTER LEVEL 2 #L2-5, JL. PASIR KALIKI
  NO.25-27",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJz81_L7HnaC4Rcnr9jyhVHBg,5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:23
3131,DAPURATU,JL. MALEBER UTARA JL. TUNDUNGSARI,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJR27Shy3naC4RISK2_c6WO0M,5,,CLOSED_TEMPORARILY,2025-06-28 22:14:24
3132,K-DOGG,JL. GARUDA NO.66,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJfWtcO_3naC4R0qrOcjqcJ2g,1,,OPERATIONAL,2025-06-28 22:14:25
3133,DAILYBOX KITCHEN HUB BANDUNG,JL. GARUDA NO.66,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJoSDGSPnnaC4RxYczC0pbpzM,4.3,,OPERATIONAL,2025-06-28 22:14:26
3134,FRIED CHICKEN AULA,"3HVH+34V, JL. MALEBER UTARA",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ87Av5HTmaC4RH-1kqvE3O3I,4.9,,OPERATIONAL,2025-06-28 22:14:27
3135,THE 171 CHICKEN,JL. ELANG II NO.171,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJV761b6PCaC4RgEJ9JDEGvPc,4.3,,OPERATIONAL,2025-06-28 22:14:28
3136,FAMILY FOOD,JL. GARUDA NO.106,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-7NycGLnaC4R4L6v8uGDH70,,,OPERATIONAL,2025-06-28 22:14:29
3137,WARUNG NASI TEGAL BAHARI,"3HRH+QHW, JL. MALEBER UTARA",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJXeQLuXTmaC4Ro4w8Fmw0XdY,4.5,,OPERATIONAL,2025-06-28 22:14:30
3138,OEUF PATISSIER,JL. GARUDA NO.46,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJK6Z6NcTnaC4RBzZPxj_3Whw,4.4,,OPERATIONAL,2025-06-28 22:14:31
3139,KUMISANG.ID,JL. MALEBER UTARA,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAanekX7naC4R_N5hZYtFa_Y,5,,OPERATIONAL,2025-06-28 22:14:32
3140,OREUMI RAJAWALI BANDUNG,JL. RAJAWALI BARAT NO.77A,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJt4cd8WDlaC4R46bPOCoCYn0,4.9,,OPERATIONAL,2025-06-28 22:14:33
3141,MUCH DESSERTS - KITCHEN HUB GARUDA,JL. GARUDA NO.66,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJoSDGSPnnaC4RxYczC0pbpzM,4.3,,OPERATIONAL,2025-06-28 22:14:34
3142,TAMI YAKITORI @ 23PASKAL,"PASKAL SHOPPING CENTER, JL. PASIR KALIKI NO.23",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJC-vLvMDnaC4RKpgIRxrpDB4,4.9,,OPERATIONAL,2025-06-28 22:14:35
3143,GENKI SUSHI,"PASKAL HYPER SQUARE, PASKAL 23, JL. PASIR KALIKI NO.25-27 LT.
  3",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ_V5X5BbmaC4RwRioLa1CKso,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:14:36
3144,HE FU RESTAURANT,JL. GARDUJATI NO.81-83,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWRtoXD3maC4RBs6PDt-boj4,4.4,Rp 100.000 - 200.000,OPERATIONAL,2025-06-28 22:14:37
3145,ROYAL DYNASTY RESTAURANT,"GEDUNG GRAHA SUDIRMAN LT.1, JL. JEND. SUDIRMAN NO.232A",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJsYsYkyLmaC4RtWVpsjbPio8,4.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:38
3146,NOAH'S BARN COFFEENERY,JL. GARUDA NO.39,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJdyRMtXTmaC4R1zTXQ8EhcDM,4.5,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:39
3147,CHICK'N STORE FRIED CHICKEN,JL. ANDIR NO.32,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJcQjLzw_maC4RgDltkiRQMBo,4.2,,OPERATIONAL,2025-06-28 22:14:40
3148,RUMAH MAKAN LING CHICK,JL. GARUDA NO.57C,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ7wS4xwvmaC4RWsjsSkXAQj8,4.1,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:40
3149,KEDAI TEH LIA (BURGER),"JL. HALTEU UTARA NO.69, RT.03/RW.01",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZX4ykpbnaC4R2JZYKgArTPI,5,,OPERATIONAL,2025-06-28 22:14:42
3150,ICHIGO DAIFUKU BETSUBARA,JL. HALTEU UTARA NO.1,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ3aU0PefnaC4REH1FRCqfy-4,5,,OPERATIONAL,2025-06-28 22:14:43
3151,SECA SEMI CAFE,JL. JEND. SUDIRMAN NO.574,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJU345bg_maC4RnQM2NVFFKD0,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:44
3152,PERSONA FOLKS,JL. JEND. SUDIRMAN NO.588,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ9VhFE8vnaC4R2QegtlCgVsQ,,,CLOSED_PERMANENTLY,2025-06-28 22:14:44
3153,DIMSUM NINJA,JL. GARUDA NO.115,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJu6Az5E3maC4RRSPfvl4JGfg,4.5,,OPERATIONAL,2025-06-28 22:14:46
3154,FAMILIA BY EL PASO,"1 - SHOP, JALAN JEND. SUDIRMAN NO. 588 SUDIRMAN SUITES
  APARTMENT, COMMERCIAL AREA LT, 6",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,99119.0,4.22,23487.91,ChIJaYCMPw_maC4RYMXxiEa05tQ,4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:14:47
3155,WARUNG MAKAN FAMILY,"3HRH+9WP, JL. HALTEU UTARA",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJiywYVAvmaC4RF45NhHSyX5Y,5,,OPERATIONAL,2025-06-28 22:14:48
3156,VEGETARIAN HOUSE CATERING,JL. PELIKAN NO.39,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQcnYBRfmaC4Rr-i7pIu1t18,4.3,,OPERATIONAL,2025-06-28 22:14:49
3157,CATERING NY SOEWARDONO (SW),JL. RAJAWALI 3 NO.7,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJCdRDRArmaC4RtcCBmoj0eK8,4.7,,OPERATIONAL,2025-06-28 22:14:50
3158,V-REL COFFEE & EATERY,JL. MALEBER UTARA NO.148,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5wVXx_fnaC4RDbxX1retf3w,4.9,,OPERATIONAL,2025-06-28 22:14:50
3159,KOPI TARAKSA,JL. ELANG NO.01,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZ0lDO5zpaC4Rs_y-k3V_1KE,5,,OPERATIONAL,2025-06-28 22:14:51
3160,HAP SENG KEE FOOD MARKET,JL. GARUDA NO.29,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmXJou1DnaC4RfwDDXeE83HQ,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:52
3161,CHICK & CHICK,"JALAN PASIRKALIKI NO.25 - 27, PASKAL FOOD MARKET",cicendo,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJAzemKBbmaC4Rs5WTwZUBqiU,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:53
3162,"ITAKOYAKI, CORNDOG, SOSTEL DAN BOBA",JL. RAJAWALI TIMUR NO.29,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJHdWigaPnaC4RpZQO-O7AR3w,,,CLOSED_PERMANENTLY,2025-06-28 22:14:54
3163,KARE CURRY HOUSE,"JALAN PASIRKALIKI, PASKAL HYPER SQUARE A29",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJT2l_OhbmaC4RYB1M0SxHFlk,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:55
3164,KARE EXPRESS,JL. KEBON JATI NO.212,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJjZp25BbmaC4ROt2XQvR3tHI,4.2,,OPERATIONAL,2025-06-28 22:14:56
3165,MEAT UP,"3HMW+RPC, CIROYOM, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,99119.0,4.22,23487.91,ChIJgVBKMRbmaC4RyKEBDl3IfaI,3.5,,OPERATIONAL,2025-06-28 22:14:57
3166,TJIANG,JL. KEBON JATI NO.120,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJzdzRrxfmaC4RL6jwzm_tMhw,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:14:58
3167,FUKU AKIBA,RUKO PASKAL 23 BLOK A NO. 45,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ068piZ7naC4RYaN9YGhuUXM,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:14:59
3168,RAMEN BAJURI KEBON JATI,JL. KEBON JATI NO.254B,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJiUeIvQjnaC4Rzk-KTU9q9No,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:15:00
3169,MILK N CRUMBS,"RUKO, PASKAL HYPER SQUARE, BLK. F NO.40",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ025CcAjnaC4RiMsrkJuvheY,4.9,,OPERATIONAL,2025-06-28 22:15:02
3170,BISOU PATISSERIE - 23 PASKAL,"23 PASKAL 2ND FLOOR L2-ISO34C, JL. PASIR KALIKI",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ_8JKTLLnaC4RiQ6Ythd1P2Y,4.9,,OPERATIONAL,2025-06-28 22:15:03
3171,CHÂTERAISÉ 23 PASKAL,JL. PASIR KALIKI NO.25-27,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJufwcT7nnaC4RV4qNqLmi-Rk,4.5,,OPERATIONAL,2025-06-28 22:15:03
