Unnamed: 0,nama,alamat,kecamatan,type,tahun,source_file,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),place_id,google_rating,price_range_rupiah,business_status,processed_at
2977,DANISHKOE,JL. ANTHORIUM NO.17,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJgxDp2-XdaC4RRZhOtKD-tnk,4.8,,OPERATIONAL,2025-06-28 22:11:48
2978,WAROENG SNOEPEN CISARANTEN,"KOMPLEK GURUMINDA, JL. INDRA JAYA I NO.27 BLOK B",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ4YkaB7PDaC4R71WpUJWMHGk,4.9,,OPERATIONAL,2025-06-28 22:11:50
2979,IT'S MY DESSERT,JL. CISARANTEN KULON I NO.55,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJHfyv1anDaC4RmQzLkpmKfz4,,,CLOSED_PERMANENTLY,2025-06-28 22:11:51
2980,KULINER DESIGN'IC,JL. CINGISED NO.89,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOXuGJX_DaC4R9T4SwRz6Ho0,4.8,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:11:52
2981,RUMAH AQIQAH BANDUNG,JL. GOLF BARAT RAYA NO.36,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmVhwb2DdaC4R3Z5CrV_YFOs,4.9,,OPERATIONAL,2025-06-28 22:11:53
2982,JADID COFFEE,RUKO PURI DAGO JL. TERUSAN JAKARTA KAV 44 NO 368,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJnRkIh0fmaC4RT5ulzqvAbz4,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:11:54
2983,HAROMAIN DATES,JL. ARCAMANIK ENDAH NO.MOR 52A,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ5xdWJ1vdaC4RtPSW-wvQOFM,5,,OPERATIONAL,2025-06-28 22:11:55
2984,AL-FATH FOOD,JL. ARCAMANIK ENDAH NO.37,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJbXxReTfdaC4R2q_Eg9riZhs,5,,OPERATIONAL,2025-06-28 22:11:56
2985,"UNCLE JOO. DIMSUM, STEAK & CHICKEN",JL. CINGISED NO.23,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-yfhl0HDaC4R0FGFwY12WYU,1,,OPERATIONAL,2025-06-28 22:11:57
2986,ALL SHE NEEDS KITCHEN,JL. PARAKAN MAS V NO.5,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJH6qJ6wHoaC4R76EzbzU3E50,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:11:58
2987,TEMPAT MAKAN,"3M7G+7XH, JL. CISARANTEN KULON",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJgfKXQNPDaC4RjepNPvPLlJY,4.6,,OPERATIONAL,2025-06-28 22:11:59
2988,DE'CHICK FRIEDCHICKEN PARAKANSAAT.III,"3M7C+4XQ, JL. PARAKAN SAAT III",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJDQKhS7XDaC4R0kWiGvBIkXE,5,,OPERATIONAL,2025-06-28 22:12:00
2989,23 HOT DOG AND BURGER CORNER,JL. ICE SKATING I NO.8,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJz-UqO4vdaC4RPg3ZZbZvZvE,,,OPERATIONAL,2025-06-28 22:12:01
2990,JAJANAN KOREA,JALAN KOMPLEK GRIYA CARAKA BLOK E20,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJVdFIAnTDaC4R_Q9kGrhGxBc,3.5,,OPERATIONAL,2025-06-28 22:12:02
2991,RICEBOWL DAPUR KIRANAYA,JL. E. ANDJALI JL. CINGISED,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJa3uNDNXDaC4RbJW3mlBQfcY,,,OPERATIONAL,2025-06-28 22:12:03
2992,DOROKDOKBEB,JL. PARAKAN SAAT NO.46F,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJea1r2AHDaC4R761-6cCszMY,,,OPERATIONAL,2025-06-28 22:12:04
2993,BUFI DESSERT,"PARAKAN SAAT RT 6 RW 6 NO. 22, KELURAHAN",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJM56-0N_uaC4R81zZQ6xBJ1k,4.7,,OPERATIONAL,2025-06-28 22:12:05
2994,EN EL DESSERT,JL. AEROMODELING II NO.6,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJrxEoQ73daC4REfnKxqsVPkY,5,,OPERATIONAL,2025-06-28 22:12:06
2995,NELL’Q DIMSUM,"KOMPLEK BUMI PARAKAN ASRI BLOK B NO. 1, JALAN CINGISED,
  KELURAHAN CISARANTEN ENDAH, KECAMATAN ARCAMANIK",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJB1H2BKvCaC4R3qsveGeeT_c,4.8,,OPERATIONAL,2025-06-28 22:12:07
2996,ESTU ECHO CATERING,JL. CISARANTEN KULON I NO.15,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJW1xw6rLCaC4R0eqbf0koFdo,4.5,,OPERATIONAL,2025-06-28 22:12:08
2997,ERICKA CATERING SERVICES,JL. CISARANTEN KULON IX NO.30,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJW3OXp1LdaC4RBRL2RJgfFDI,,,OPERATIONAL,2025-06-28 22:12:09
2998,MANGKOK DAPUR HAPPY KGM,JL. PERMATA TAMAN SARI XII NO.4A,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ15FR16_naC4RlwZQZaehT5w,4.4,,OPERATIONAL,2025-06-28 22:12:10
2999,GALATIC THAI TEA & EATRY,JL. SULAKSANA NO.58,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJO4j2quTpaC4RBUjoSagz5MM,4.8,,OPERATIONAL,2025-06-28 22:12:11
3000,CATERING BANDUNG RESEP BUNDA,"JL. A.H NASUTION KOMPLEK, JL. BUMI MAS KENCANA I NO.5",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJa5idqJHnaC4RmW34ejgF8KY,4.4,,OPERATIONAL,2025-06-28 22:12:12
3001,EAT AND FIT CATERING,"KOMPLEK, JL. BUMI MAS KENCANA I NO.5",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJj_63V9_naC4RDJutr9Qb-uw,4,,OPERATIONAL,2025-06-28 22:12:13
3002,JIGOKU RAMEN,JL. TERUSAN JAKARTA NO.323,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJzdSubQznaC4RBSd2O4OcnxY,4.8,,OPERATIONAL,2025-06-28 22:12:14
3003,KEDAI ICE CREAM DAN CORNDOG,JL. SINDANG SARI I NO.21,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJoQfuYQjnaC4RW5pGRF8y-m4,5,,OPERATIONAL,2025-06-28 22:12:15
3004,FOOD FORMULA ORGANIC,JL. MALANGBONG 6 NO.69,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYWuPUYbnaC4RJl11lY7gT24,,,OPERATIONAL,2025-06-28 22:12:16
3005,BLAKE FOR HAPPINESS _NS,"JL. BUNI SARI NO.KAVLING 2, RT.04/RW.07",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJb3LJ9kLnaC4REcQy2CAITH0,4.6,,CLOSED_TEMPORARILY,2025-06-28 22:12:17
3006,CATERING DIET RINGKATERING,"KOMPLEK, JL. BUMI MAS KENCANA I NO.5, ANTAPANI WETAN, KEC.
  ANTAPANI, KOTA BANDUNG, JAWA BARAT 40291",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJj_63V9_naC4RDJutr9Qb-uw,4,,OPERATIONAL,2025-06-28 22:12:19
3007,PANCAKE NAMJOONG,JL. TERUSAN JAKARTA NO.79A,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOQV9ye7naC4Rt0nj6F7rkIM,4,,OPERATIONAL,2025-06-28 22:12:19
3008,REBELA CATERER,JL. GOLF RAYA NO.49,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOWLzw0fdaC4REV0SBSARuQU,4.3,,OPERATIONAL,2025-06-28 22:12:20
3009,DR.IST WORKSHOP & CAFE,JL. CICUKANG NO.50,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8c9WF97daC4R3ynEdHYbaao,5,,OPERATIONAL,2025-06-28 22:12:21
3010,BURGER BANGOR UJUNG BERUNG BANDUNG,JL. A.H. NASUTION NO.312,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYR5R97bDaC4R3nWcC6kMD-U,4.2,,OPERATIONAL,2025-06-28 22:12:22
3011,"EATH PLANT BASED, CLOUD KITCHEN (TAKE AWAY ONLY) - BANDUNG",JL. DIRGANTARA NO.5 G.21,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJIRQX1SbnaC4R43tst3ZWR24,4.9,,CLOSED_TEMPORARILY,2025-06-28 22:12:23
3012,SPOT ORDER CATERING KANG ASEP,JL. CINGISED NO.34B,arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJoxruyt7DaC4RC628CcLYtec,5,,OPERATIONAL,2025-06-28 22:12:24
3013,ES TEH POCI JIGUMY.ID,"JL. PARAKAN SAAT, RT.02/RW.24",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ4UVOO8PpaC4R86abFk-BhQA,5,,OPERATIONAL,2025-06-28 22:12:25
3014,KARNEVOR.ID ANTAPANI BANDUNG BBQ HOME SERVICE,"KOMPLEK GRIYA ASRI, JL. ASRI II NO.13, RT.01/RW.06",arcamanik,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ14bk5ynnaC4RUClWPDksvQQ,5,,CLOSED_TEMPORARILY,2025-06-28 22:12:26
3015,ALLEGORY STEAKHOUSE,JL. TERUSAN JAKARTA NO.122,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJycvLRA_naC4R2Nd9E5w9cYo,4.7,Rp 50.000 - 100.000,CLOSED_TEMPORARILY,2025-06-28 22:12:27
3016,HACHIYA - AUTHENTIC JAPANESE CUISINES,"JL. PURWAKARTA NO.137, RT.005/RW.007",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOf6zQ27naC4RzmpPpVHpiyw,5,,OPERATIONAL,2025-06-28 22:12:29
3017,GEEGRILL BANDUNG,JL. PURI DAGOMAS RAYA BARAT NO.1,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJWZ8pmejdaC4RpWDk2jnYgNE,4.5,,OPERATIONAL,2025-06-28 22:12:30
3018,WINGZ O WINGZ ANTAPANI,JL. PURWAKARTA NO.29,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJGcXxce_naC4RtMrmPlJhl04,4.5,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:12:30
3019,JOIN US COFFEE AND EATERY,JL. TERUSAN JAKARTA NO.254,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJmWzea_fnaC4RTV9Dsopcdk0,4.4,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:32
3020,SHIFU RAMEN ANTAPANI,JL. PURWAKARTA NO.33,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwX8Hce_naC4RVD0awfo4ckU,4.2,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:33
3021,SATE AYAM MADURA CAK-WI,JL. CIBATU RAYA NO.71,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJOUyUYgDnaC4Rtq2GcYTIFnA,5,,OPERATIONAL,2025-06-28 22:12:34
3022,MAHCOE,JL. CIKAJANG V NO.41,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJISPdiwbnaC4RbLCe1bYILVM,,,OPERATIONAL,2025-06-28 22:12:34
3023,ANGELICIOUS DESSERT,JL. TERUSAN JAKARTA NO.96,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJS7_YuXnnaC4RhB2YO3302AQ,4.8,,OPERATIONAL,2025-06-28 22:12:35
3024,DELCHI PATISSERIE,JL. TERUSAN JAKARTA NO.66,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJKZNwqU_daC4R2RVQLSAtlr4,4.9,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:36
3025,ANJELA DE COCO,JL. TERUSAN JAKARTA NO.96,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJuxO5yoTnaC4R526X9n_-F1M,4.6,,OPERATIONAL,2025-06-28 22:12:37
3026,KUUDU DIM~SUM,JL. PURWAKARTA NO.79,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJLb068G7naC4Rts3Wq-yPEzM,5,,OPERATIONAL,2025-06-28 22:12:38
3027,FEELING DIMSUM,JL. CIBATU RAYA NO.42A,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJI0N0NZvnaC4R9zVMgRooN3I,,,OPERATIONAL,2025-06-28 22:12:39
3028,CLASSIC CLOVE MAKERS,JL. JATI WANGI 7 NO.12,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYbox8fnnaC4RIZrsyhtHoMA,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:12:40
3029,DUA SAUDARA,JL. TERUSAN JAKARTA NO.319,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJLxI30PHnaC4R5i4WWmUE2pk,,,OPERATIONAL,2025-06-28 22:12:41
3030,"SELITER - KIOS OLAHAN BUAH, ANTAPANI",JL. PURWAKARTA NO.47,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-TvdqDjnaC4RWjGhFB1pnoE,4.7,,OPERATIONAL,2025-06-28 22:12:42
3031,HD JAYA SYRUP,JL. ANTAPANI LAMA NO.39,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZ9IjJ_vnaC4RQMyuPWSpakY,5,,OPERATIONAL,2025-06-28 22:12:43
3032,NAKATSUNI.ID,JL. SETRA DAGO RAYA KOMPLEK SETRA DAGO NO.8,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJN80UlPHnaC4R5hS9z-ZTDRw,4.5,,OPERATIONAL,2025-06-28 22:12:44
3033,MIKU BOOSTER,JL. PAGADEN. NO.17,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRf8iU6fnaC4RhZ1BPfwOg1c,5,,CLOSED_PERMANENTLY,2025-06-28 22:12:45
3034,ROEMAH BOELEN,JL. ANTAPANI LAMA NO.74,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJeZ-LkxHnaC4RdNuCmaeuAdE,4.8,,OPERATIONAL,2025-06-28 22:12:46
3035,DIMSUM DIMDAP,"KOMPLEK PELANGI, JL. PELANGI II NO.39",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJhTY15lfnaC4RHPaxbGlDO8Y,4,,OPERATIONAL,2025-06-28 22:12:47
3036,HENI CATERING,"RUKO PURI DAGO, JL. TERUSAN JAKARTA NO.308",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJo74MEPjnaC4R77I0SK-g5HQ,4.7,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:48
3037,OJISAN RAMEN,"3MM6+MFX, JL. KUNINGAN RAYA",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJL0F5WnXnaC4RqBA5L-haujE,4.7,,OPERATIONAL,2025-06-28 22:12:49
3038,EAST BAR BANDUNG,JL. TERUSAN JAKARTA NO.122,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJUyLEj9vnaC4R-GW2P16_Qdo,5,,OPERATIONAL,2025-06-28 22:12:50
3039,STORY GRILL,JL. PURWAKARTA NO.19,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJt0tEzB7naC4RU9q1vGBaTDo,4.7,,CLOSED_PERMANENTLY,2025-06-28 22:12:51
3040,BS CAFETARIA A9,JL. CIKAMPEK 11 NO.8,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRTiS8e_naC4RdpQOJ26cT68,3.3,,OPERATIONAL,2025-06-28 22:12:52
3041,EMADOS SHAWARMA ANTAPANI,JL. PURWAKARTA NO.79,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJMT7vLQHnaC4RkOHxwkKKgcg,4.7,,OPERATIONAL,2025-06-28 22:12:53
3042,ARABIAN KITCHEN,JL. DEPOK IV NO.9,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJq_MLlznnaC4RNbNNDfhqusM,4.3,,OPERATIONAL,2025-06-28 22:12:54
3043,ZUPA ZUPA SULE,JL. PURWAKARTA NO.222,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJkeiLavrnaC4Rw0vo589kVpY,5,,OPERATIONAL,2025-06-28 22:12:55
3044,SUPER SUSHI ANTAPANI,JL. PURWAKARTA NO.97,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJF9ggK7fnaC4Rhbpx7pvt4TE,4.6,,CLOSED_PERMANENTLY,2025-06-28 22:12:56
3045,GEDONZER - MEDITERRANEAN FOOD,JL. TERUSAN JAKARTA NO.164,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQWBQBsfnaC4RdGIPi0V-zsg,5,,OPERATIONAL,2025-06-28 22:12:57
3046,BELAH DOEREN ANTAPANI,JL. PURWAKARTA,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJGU-X4PrnaC4R_E0EDxOw7dk,4.8,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:12:58
3047,SENYAMAN COFFEE & CAFE,JL. INDRAMAYU NO.29,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJDbN4ewDnaC4RVTEAUdwL5Z4,4.9,,OPERATIONAL,2025-06-28 22:12:59
3048,NASI GORENG PAGI SEHARI,JL. PURWAKARTA NO.146,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ9bF3w_bnaC4RjSiQo4J7BrY,5,,CLOSED_PERMANENTLY,2025-06-28 22:13:00
3049,WINGS & PENYET DISINI SAJA,JL. CICALENGKA 3 NO.28,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQdNBBdLnaC4R3adOLueWa4Q,,,OPERATIONAL,2025-06-28 22:13:01
3050,LITTLE SEOUL,JL. PURWAKARTA NO.178,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJYfHi9JXnaC4R3TE-b7a_tj4,4.4,,OPERATIONAL,2025-06-28 22:13:02
3051,MEAT & GREAT BANDUNG,JL. RANDUSARI VII NO.30,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJkxzqQgnnaC4Rr4G2WdUJ9Po,5,,OPERATIONAL,2025-06-28 22:13:03
3052,AYAM GARANG BAKAR,JL. INDRAMAYU NO.60,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJN4qs-j_naC4RQo871FhkMhE,5,,OPERATIONAL,2025-06-28 22:13:04
3053,MERHABA KEBAB,JL. PURWAKARTA NO.158,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJRZr8OlrnaC4Rq2VOyOFjR04,5,,CLOSED_PERMANENTLY,2025-06-28 22:13:05
3054,JAJANDULUDONG.ID,JL. SUKANEGLA,kiaracondong,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJV5H26HLnaC4R3AkVanaktSg,4,,OPERATIONAL,2025-06-28 22:13:06
3055,WOK RESTO,JL. TERUSAN JAKARTA NO.12,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJCf-ePOnnaC4RERfbTO7I9KY,,,OPERATIONAL,2025-06-28 22:13:07
3056,YOI RAMEN ANTAPANI,JL. TERUSAN JAKARTA NO.48,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ3zjhgefnaC4RfbnEY5G3Kg4,4.6,,OPERATIONAL,2025-06-28 22:13:08
3057,DE5 COFFEE,JL. SETRA DAGO RAYA NO. 4 ANTAPANI BANDUNG,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ0SDZtHbnaC4REDavJ75qa6Q,5,,OPERATIONAL,2025-06-28 22:13:09
3058,SUKI SUKI ANTAPANI,3MQ4+37M,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,80530.0,4.22,19082.94,ChIJm9LJCUbnaC4RIIOoAPcW5YQ,4.4,Rp 50.000 - 100.000,CLOSED_PERMANENTLY,2025-06-28 22:13:10
3059,RESTO FROZEN FOOD IZZY,JL. SRIGUNTING RAYA NO.42-36,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJQRQZxHLlaC4RWQuiVWQYZ-4,5,,OPERATIONAL,2025-06-28 22:13:11
3060,WAROENG FAMILY,"3HQC+FGP, GG. BURUNG TUNGKU IV",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJCTfJZevlaC4RL90IupP5hfo,4,,CLOSED_PERMANENTLY,2025-06-28 22:13:11
3061,TAKOBOX.ID,JL. INDRAMAYU NO.14,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJI3hEfHrnaC4Rd6OuPJ6QERc,,,OPERATIONAL,2025-06-28 22:13:12
3062,KIWAMI RESTO & BONSAI,JL. PRATISTA RAYA NO.71,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ8bK5LQDpaC4ReSkGA5-izvk,4.7,,OPERATIONAL,2025-06-28 22:13:13
3063,UTAMI CATERING & DECORATION,JL. PRATISTA RAYA NO.55,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJjTCz6v3naC4RJtRf3wEJLtY,4.4,,OPERATIONAL,2025-06-28 22:13:14
3064,PESTA CATERING,JL. SARIWATES I NO.23,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ-zoO4OLnaC4Rkujq8Jjq3lk,3,,OPERATIONAL,2025-06-28 22:13:15
3065,AT CATERING,JL. KADIPATEN I NO.43,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJZVlYy_rnaC4RVTqChuLjwMk,4.9,,OPERATIONAL,2025-06-28 22:13:16
3066,APRONSYILA CATERING,JL. SARI WATES VI NO.25,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJCyYtb6zdaC4RqGCg4u-PzAo,4.2,,OPERATIONAL,2025-06-28 22:13:17
3067,FRIENDS CAFE,JL. SUKANAGARA NO.48,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJC5Hb2FPnaC4RsMnfasN4330,4.9,,OPERATIONAL,2025-06-28 22:13:18
3068,COLADA,JL. PURWAKARTA NO.192,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJudtq1XvnaC4R4RpzHlq0ObQ,4.6,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:19
3069,LABBAIK CHICKEN ANTAPANI,"JALAN KUNINGAN RAYA NO.75 B, ANTAPANI TENGAH, ANTAPANI",antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJfQKcIvrnaC4RkORTsltP4Do,4.1,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:21
3070,CHILI POCKET,JL. PRATISTA TIM. VII NO.6,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJvcoHPHnpaC4RGROC6su2LOY,5,,OPERATIONAL,2025-06-28 22:13:22
3071,GOODFOOD INC,JL. SARIWATES RAYA NO.32,antapani,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ10UkEADnaC4R0_2ejYg8UHw,5,,OPERATIONAL,2025-06-28 22:13:22
3072,KEDAI EL,JL. KEBON JATI NO.55,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJ97JaoUfnaC4Ryz8hOtUvWHc,5,,CLOSED_TEMPORARILY,2025-06-28 22:13:24
3073,"GALA KARUNIA - RESTO KHAS SUNDA (SPESIAL DAUN PEPAYA TIDAK
  PAHIT)",GG. SIMCHONG ADIBRATA NO.276 8A,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJwecIVzvmaC4RySQkSBJSwbU,5,,OPERATIONAL,2025-06-28 22:13:25
3074,HOKBEN - 23 PASKAL,"LANTAI 3, PASKAL SHOPPING CENTER, 23, JL. PASIR KALIKI
  NO.25-27",andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJxVqZ5RbmaC4RAH6pTUzgblg,3.6,Rp 50.000 - 100.000,OPERATIONAL,2025-06-28 22:13:26
3075,MAS GONDRONG SEAFOOD RESTO,JL. KELENTENG NO.22,andir,restaurant,2024,data_fnb_bandung_with_kecamatan_api_cleaned.csv,,,,ChIJL6COXhfmaC4R2cQBtSes54M,4.4,Rp 15.000 - 50.000,OPERATIONAL,2025-06-28 22:13:27
