nama,alamat,kecamatan,type,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa
RUMAH MAKAN SOTO OJOLALI,"JL. K.H. AHMAD DAHLAN NO.27A, MALABAR, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40262",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN MASUNDA,"JALAN PASAR GEMPOL NO.4, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
RUMAH MAKAN MINANG KITO,"PASAR BARU TRADE CENTRE BASEMENT 2NMR 20, KOTA
  BANDUNG, JAWA BARAT",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN MIRASA,"JL. PURNAWARMAN NO.68, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",Kecamatan Bandung Wetan,restaurant,,,
RUMAH MAKAN NASI PADANG,"3JFM+586, JL. CIKURAY, LKR. SEL., KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40263",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN PADANG - MALAH DICUBO,"JL. STASIUN HALL SELATAN NO.27, KB. JERUK, KEC.
  ANDIR, KOTA BANDUNG, JAWA BARAT 40111",Kecamatan Andir,restaurant,,,
RUMAH MAKAN PADANG - SIMPANG RAYA BANDUNG,"JL. DALEM KAUM NO.60, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",Kecamatan Regol,restaurant,,,
RUMAH MAKAN PADANG BAHAGIA,"JL. TAMANSARI NO.15, TAMANSARI, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",Kecamatan Bandung Wetan,restaurant,,,
RUMAH MAKAN PADANG BAHAGIA PUSAT SIMPANG DAGO,"JL. IR. H. JUANDA NO.242, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40135",Kecamatan Coblong,restaurant,,,
RUMAH MAKAN PADANG CERIA MINANG,"JL. GATOT SUBROTO NO.224 A, LKR. SEL., KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40274",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN PADANG FAJAR,"JL. DALEM KAUM NO.66, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",Kecamatan Regol,restaurant,,,
RUMAH MAKAN PADANG RAYA,"3JV2+52P, JL. PAJAJARAN, PASIR KALIKI, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40173",Kecamatan Cicendo,restaurant,,,
RUMAH MAKAN PADANG SAIYO CICADAS,"JL. AWI BITUNG NO.14, CICADAS, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40121",Kecamatan Cibeunying Kidul,restaurant,,,
RUMAH MAKAN PARASMANAN,"JL. PAJAJARAN NO. 1A BABAKAN CIAMIS SUMURBANDUNG
  BANDUNG JAWA BARAT, BABAKAN CIAMIS, KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA
  BARAT 40117",Kecamatan Sumur Bandung,restaurant,,,
RUMAH MAKAN HANI,"JL. NARIPAN NO.2A, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",Kecamatan Sumur Bandung,restaurant,,,
RUMAH MAKAN IBU HAJI CIJANTUNG,"JL. LODAYA NO.29, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN JOGJA,"3JRR+CFH, JL. ASEP BERLIAN, CIKUTRA, KEC.
  CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT 40121",Kecamatan Cibeunying Kidul,restaurant,,,
RUMAH MAKAN KASIH BUNDO,"JL. LENGKONG BESAR NO.31, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN KOPO JAYA,"JL. BABAKAN SARI NO.32, BABAKAN SARI, KEC.
  KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40283",Kecamatan Kiaracondong,restaurant,,,
RUMAH MAKAN LEGOH,"JL. LENGKONG KECIL NO.24 A, PALEDANG, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN MANDAILING,"JLN. SOEKARNO HATTA NO. 360, KEC, KB. LEGA, KEC.
  BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT 40235",Kecamatan Bojongloa Kidul,restaurant,,,
RUMAH MAKAN MANGGA JAYA,"JL. A. YANI NO.257, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",Kecamatan Batununggal,restaurant,,,
RUMAH MAKAN MANJABAL,"JL. PROGO NO.14, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
RUMAH MAKAN MANJABAL 2,"JL. RAYA KOPO NO.413, KB. LEGA, KEC. BOJONGLOA
  KIDUL, KOTA BANDUNG, JAWA BARAT 40235",Kecamatan Bojongloa Kidul,restaurant,,,
RUMAH MAKAN MASAKAN PADANG BUMUS CIMANUK,"JL. CIMANUK NO.9, CITARUM, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
RUANG PUTIH VENUE,"JL. BUNGUR NO.37, GEGERKALONG, KEC. SUKASARI, KOTA
  BANDUNG, JAWA BARAT 40153",Kecamatan Sukasari,restaurant,,,
RUMAH AYAM BAKAR GORENG RIZKY,"3JW5+74Q, JL. TAMANSARI, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",Kecamatan Bandung Wetan,restaurant,,,
RUMAH MAKAN,"KOMPLEK PERKANTORAN, JL.SOEKARNO HATTA NO. 132 A-B
  BABAKAN KECAMATAN BABAKAN CIPARAY, BABAKAN, SUMBERSARI, KOTA BANDUNG, JAWA
  BARAT 40222",Kecamatan Kiaracondong,restaurant,,,
"RUMAH MAKAN 
  PAK DATUAK","4J46+385, JL. GELAP NYAWANG, LB. SILIWANGI,
  KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
RUMAH MAKAN ANDALAS,"JL. NARIPAN NO.64, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40111",Kecamatan Sumur Bandung,restaurant,,,
RUMAH MAKAN BASAMO,"JL. A. YANI NO.288, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",Kecamatan Batununggal,restaurant,,,
RUMAH MAKAN BOEMI MITOHA,"JL. CILIWUNG NO.15, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",Kecamatan Bandung Wetan,restaurant,,,
RUMAH MAKAN BUNDO,"JL. ASIA AFRIKA NO.134, BRAGA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN BUNGA PADI RAYA,"JL. DALEM KAUM NO.124, CIKAWAO, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN BUNGA RAYA,"JL. K.H. AHMAD DAHLAN NO.90, TURANGGA, KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40264",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN CHANIAGO,"JL. LODAYA NO.26, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN CIKAWAO,"JL. CIKAWAO NO.7, PALEDANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN ENTONG DA RAOS,"JL. LENGKONG BESAR NO.85, PALEDANG, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN GANG SEMPIT,"JL. JEND. SUDIRMAN NO.29, KARANGANYAR, KEC.
  ASTANAANYAR, KOTA BANDUNG, JAWA BARAT 40241",Kecamatan Astanaanyar,restaurant,,,
RM ALAS DAUN - BANDUNG,"JL. CITARUM NO.34, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40116",Kecamatan Bandung Wetan,restaurant,,,
RM AMPERA,"JL. SOEKARNO HATTA NO.618, MANJAHLEGA, KEC.
  RANCASARI, KOTA BANDUNG, JAWA BARAT 40286",Kecamatan Rancasari,restaurant,,,
RM AMPERA KEBON KELAPA,"JL. PUNGKUR NO.79, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40252",Kecamatan Regol,restaurant,,,
RM BU UKE,"JL. PASAR UTARA NO. 16 KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",Kecamatan Andir,restaurant,,,
RM MANADO WENANG,"JL. SUPRATMAN NO.4, SUKAMAJU, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40121",Kecamatan Cibeunying Kidul,restaurant,,,
RM SAUNG RASA,"JL. A. YANI NO.265, CIHAPIT, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40114",Kecamatan Bandung Wetan,restaurant,,,
RM TAPANULI (LAPO HORAS),"PERTIGAAN HOTEL EL ROYAL, JL. LEMBONG NO.20, BRAGA,
  KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40111",Kecamatan Sumur Bandung,restaurant,,,
RM. SHANGHAI,"JL. NARIPAN NO.105, KB. PISANG, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40112",Kecamatan Sumur Bandung,restaurant,,,
RM. SULAWESI,"JL. IR. H. JUANDA NO.116, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
ROEMAH MENEER,"JL. L. L. R.E. MARTADINATA NO.102, CIHAPIT, KEC.
  BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",Kecamatan Bandung Wetan,restaurant,,,
RESTORAN SEDERHANA,"JL. SEKELIMUS TENGAH NO.2, BATUNUNGGAL, KEC.
  BANDUNG KIDUL, KOTA BANDUNG, JAWA BARAT 40266",Kecamatan Bandung Kidul,restaurant,,,
RICHEESE FACTORY,"ISTANA PLAZA, JL. PASIR KALIKI NO.121-123,
  PAMOYANAN, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40173",Cicendo,restaurant,96382.0,7.79,12372.53
RAMENYA!,"TRANS STUDIO MALL, CIBANGKONG, BATUNUNGGAL, BANDUNG
  CITY, WEST JAVA 40273",Batununggal,restaurant,121469.0,4.82,25201.04
RANG MUDO,"JL. BUNGUR NO.1, CIPEDES, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40162",Kecamatan Sukajadi,restaurant,,,
RASAKHANO RUMAH MAKAN 3 SAHABAT,"JL. SUKABUMI NO.42, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",Kecamatan Batununggal,restaurant,,,
RED BEAN,"PARIS VAN JAVA, JL. SUKAJADI BLOK B NO.131-139,
  CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",Kecamatan Sukajadi,restaurant,,,
RESTORAN 499,"JL. A. YANI NO.687, PADASUKA, KEC. CIBEUNYING
  KIDUL, KOTA BANDUNG, JAWA BARAT 40281",Kecamatan Cibeunying Kidul,restaurant,,,
RESTORAN BEBEK MADURA,"JL. PASIR KALIKI NO.280, PAMOYANAN, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",Kecamatan Cicendo,restaurant,,,
RESTORAN RAJA RASA,"JL. SETRARIA NO.1, SUKARASA, KEC. SUKASARI, KOTA
  BANDUNG, JAWA BARAT 40164",Kecamatan Sukasari,restaurant,,,
RAA CHA SUKI & BBQ PASKAL 23,"LANTAI 3 MALL PASKAL 23, JL. PASIR KALIKI NO.25 -
  27, KB. JERUK, KEC. ANDIR, KOTA BANDUNG, JAWA BARAT 40181",Kecamatan Andir,restaurant,,,
RAA CHA SUKI & BBQ SUKAJADI,"JL. SUKAJADI NO.225, GEGERKALONG, KEC. SUKASARI,
  KOTA BANDUNG, JAWA BARAT 40153",Kecamatan Sukasari,restaurant,,,
RAA CHA TSM BANDUNG,"CIBANGKONG, KEC. BATUNUNGGAL, KOTA BANDUNG, JAWA
  BARAT 40273",Batununggal,restaurant,121469.0,4.82,25201.04
RAFFEL'S SANDWICH PARIS VAN JAVA,"JL.SUKAJADI.131-139 PARIS VAN JAVA LT.RL, CIPEDES,
  KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT 40162",Kecamatan Sukajadi,restaurant,,,
RAMA RAMEN X ONG NOODLE,"CIHAPIT, KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA
  BARAT 40132",Kecamatan Cibeunying Kaler,restaurant,,,
RAMEN BAJURI,"JL. EMONG NO.58, BURANGRANG, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40262",Kecamatan Lengkong,restaurant,,,
RAMEN TENKEI,"JL. MEKAR UTAMA NO.89, MEKARWANGI, KEC. BOJONGLOA
  KIDUL, KOTA BANDUNG, JAWA BARAT 40237",Kecamatan Bojongloa Kidul,restaurant,,,
PONDOK KAPAU RUMAH MAKAN,"JL. TAMBLONG NO.6, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",Kecamatan Sumur Bandung,restaurant,,,
PONDOK NASI GORENG CAK JALI,"4J26+HJ2, JL. CIKAPAYANG, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
PONYO MALABAR,"JL. MALABAR NO.60, MALABAR, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40111",Kecamatan Lengkong,restaurant,,,
PR FRIED RICE,"JL. HOMAN, CIKAWAO, KEC. LENGKONG, KOTA BANDUNG,
  JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
RAA CHA ISTANA PLAZA,"JL. PASIR KALIKI NO.121-123, PAMOYANAN, KEC.
  CICENDO, KOTA BANDUNG, JAWA BARAT 40173",Kecamatan Cicendo,restaurant,,,
RAA CHA KINGS SHOPPING CENTER,"JL. KEPATIHAN, BALONGGEDE, KEC. REGOL, KOTA
  BANDUNG, JAWA BARAT 40251",Kecamatan Regol,restaurant,,,
RAA CHA SUKI & BBQ - METRO INDAH MALL,"LANTAI DASAR METRO INDAH MALL, JL. SOEKARNO HATTA
  NO.590, SEKEJATI, BUAHBATU, BANDUNG CITY, WEST JAVA 40286",Buahbatu,restaurant,104434.0,7.46,13999.2
RAA CHA SUKI & BBQ FESTIVAL CITYLINK,"JL. PETA NO.241, SUKA ASIH, KEC. BOJONGLOA KALER,
  KOTA BANDUNG, JAWA BARAT 40232",Kecamatan Bojongloa Kaler,restaurant,,,
PIZZA HUT,"CIWALK CIHAMPELAS, JL. CIHAMPELAS NO.160,
  CIPAGANTI, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT 40131",Kecamatan Coblong,restaurant,,,
PIZZA HUT DELIVERY,"JL. MARGACINTA RT 02 RW 01, RW.NO: 424A, MARGASARI,
  KEC. BUAHBATU, KOTA BANDUNG, JAWA BARAT 40286",Kecamatan Buahbatu,restaurant,,,
PODJOK SUNDA RESTAURANT,"KOMPLEK, JL. INDRAYASA NO.188, MEKARWANGI, KEC.
  BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT 40236",Kecamatan Bojongloa Kidul,restaurant,,,
PAWON PITOE CAFE BUNGUR,"JL. BUNGUR NO.1, CIPEDES, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40162",Kecamatan Sukajadi,restaurant,,,
PAWON PITOE CAFE LENGKONG,"JL. LENGKONG BESAR NO.6, CIKAWAO, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
PAWON PITOE CAFE TALAGA BODAS,"JL. TALAGA BODAS NO.48, MALABAR, KEC. LENGKONG,
  KOTA BANDUNG, JAWA BARAT 40262",Kecamatan Lengkong,restaurant,,,
PECEL & AYAM GORENG SERUNDENG ASMIA,"GELANGGANG OLAH RAGA SAPARUA GOR SAPARUA, JL.
  AMBON, KOTA BANDUNG, JAWA BARAT",Kecamatan Bandung Wetan,restaurant,,,
PEDESAN BEBEK OM PRAY,"JL.TANJUNGSARI LV NO.41 RT04/RW05, KOTA BANDUNG,
  JAWA BARAT 40124",Kecamatan Antapani,restaurant,,,
PEMPEK NY.KAMTO CIWALK,"JL. CIPAGANTI, CIPAGANTI, KECAMATAN COBLONG, KOTA
  BANDUNG, JAWA BARAT 40131",Kecamatan Coblong,restaurant,,,
PEPPER LUNCH 23 PASKAL,"JL. PASIR KALIKI, PASIR KALIKI, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",Kecamatan Andir,restaurant,,,
PEPPER LUNCH PVJ,"PARIS VAN JAVA, PARIS VAN JAVA MALL BLOK RL-A-08,
  JL. SUKAJADI NO. 137 - 139, CIPEDES, KEC. SUKAJADI, KOTA BANDUNG, JAWA BARAT
  40162",Kecamatan Sukajadi,restaurant,,,
PEPPER LUNCH TSM,"JL. GATOT SUBROTO NO.289, CIBANGKONG, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40273",Kecamatan Batununggal,restaurant,,,
NASI TIMBEL SAUNG KEMUNING,"JL. KACA PIRING NO.122, KACAPIRING, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40113",Kecamatan Batununggal,restaurant,,,
NASI UDUK AYAM GORENG CINTA 97,"JL. DR. RAJIMAN NO.97, PASIR KALIKI, KEC. CICENDO,
  KOTA BANDUNG, JAWA BARAT 40171",Kecamatan Cicendo,restaurant,,,
NENOY'S AYAM PENYET,"JL. SADANG SAIP NO.176, SADANG SERANG, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40133",Kecamatan Coblong,restaurant,,,
OHARANG KOREAN BBQ (아랑),"JL. PURNAWARMAN NO.2, BABAKAN CIAMIS, KEC. SUMUR
  BANDUNG, KOTA BANDUNG, JAWA BARAT 40117",Kecamatan Sumur Bandung,restaurant,,,
OKOSAN GYOZA,"JL. TAMAN CIBEUNYING UTARA, CIHAPIT, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40114JL. TAMAN CIBEUNYING UTARA, CIHAPIT,
  KEC. BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT 40114",Kecamatan Bandung Wetan,restaurant,,,
OMAMIE - MASAKAN MANADO,"JL. JAKARTA NO.1, KACAPIRING, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40271",Kecamatan Batununggal,restaurant,,,
OOM RESTO (OTAK OTAK MODERN),"JL. BAHUREKSA NO.14, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
PADANG MERDEKA BANDUNG,"JL. DIPONEGORO KEL NO.7, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG SEDAP MALAM,"JL. GEGERKALONG HILIR NO.46-42, GEGERKALONG, KEC.
  SUKASARI, KOTA BANDUNG, JAWA BARAT 40152",Kecamatan Sukasari,restaurant,,,
NASI GORENG SEDERHANA,"PS. SEDERHANA, JL. JURANG NO.1, PASTEUR, KEC.
  SUKAJADI, KOTA BANDUNG, JAWA BARAT 40161",Kecamatan Sukajadi,restaurant,,,
NASI GORENG SI AKANG ( DEPAN TOKO EMAS DEWI),"JL. SUKAJADI NO.99, CIPEDES, KEC. SUKAJADI, KOTA
  BANDUNG, JAWA BARAT 40162",Kecamatan Sukajadi,restaurant,,,
NASI GORENG SI GOBING & TELOR KECAP,"3JR8+V9F, JL. AMBON, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG SOLO,"JL. TAMANSARI NO.67, LB. SILIWANGI, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
NASI GORENG SPECIAL,"CISANGKUY ST NO.32-38, CIHAPIT, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40114",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG SPESIAL MAJESTY,"JL. TERUSAN GATOT SUBROTO NO.503, KB. KANGKUNG,
  KEC. KIARACONDONG, KOTA BANDUNG, JAWA BARAT 40284",Kecamatan Kiaracondong,restaurant,,,
NASI GORENG TONGKENG,"JL. TONGKENG NO.5, MERDEKA, KEC. SUMUR BANDUNG,
  KOTA BANDUNG, JAWA BARAT 40113",Kecamatan Sumur Bandung,restaurant,,,
NASI GORENG TOTAL,"3JW7+MJG, CITARUM, BANDUNG WETAN, BANDUNG CITY,
  WEST JAVA 40115",Bandung Wetan,restaurant,28848.0,3.44,8386.05
NASI GORENG WONG JOWO,"JL. TUBAGUS ISMAIL DALAM NO.24, SEKELOA, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
NASI GORENG ZEBBOTZ RIAU,"JL. TERNATE NO.29, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
NASI TIMBEL MANGGA,"JL. MANGGA NO.12, CIHAPIT, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40114",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG PADJAJARAN 27,"JL. ABDUL RAHMAN SALEH NO.27, HUSEN SASTRANEGARA,
  KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40174",Kecamatan Cicendo,restaurant,,,
NASI GORENG PAHLAWAN,"JL. PAHLAWAN NO.29-45, CIHAUR GEULIS, KEC.
  CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT 40122",Kecamatan Cibeunying Kidul,restaurant,,,
NASI GORENG PAK AMAD,"JL. PASIR KALIKI NO.52, ARJUNA, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40172",Kecamatan Cicendo,restaurant,,,
NASI GORENG PAK IKIN (CABANG HOMAN),"JL. GARDUJATI NO.46, KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40161",Kecamatan Andir,restaurant,,,
"NASI GORENG PAK IKIN, HOMAN","JL. HOMAN NO.8, CIKAWAO, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
NASI GORENG PAK KUMIS,"JL. LOMBOK NO.9S, MERDEKA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40113",Kecamatan Sumur Bandung,restaurant,,,
NASI GORENG PANDU,"3HVV+9P4, JL. PANDU, PAMOYANAN, KEC. CICENDO, KOTA
  BANDUNG, JAWA BARAT 40173",Kecamatan Cicendo,restaurant,,,
NASI GORENG PATUNG PERSIB,"JL. LEMBONG NO.17, BRAGA, KEC. SUMUR BANDUNG, KOTA
  BANDUNG, JAWA BARAT 40111",Kecamatan Sumur Bandung,restaurant,,,
NASI GORENG PETE MAKYUS,"JL. GARDUJATI NO.62, KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",Kecamatan Andir,restaurant,,,
NASI GORENG POOKESOT,"JL. DIPONEGORO NO.61, CIHAUR GEULIS, KEC. BANDUNG WETAN, KOTA
  BANDUNG, JAWA BARAT 40122",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG PURNAWARMAN,"JL. PURNAWARMAN NO.36, TAMANSARI, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40116",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG PUTRA BENGAWAN,"JL. DIPATI UKUR NO.47, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
NASI GORENG RAGIL,"JL. KEBON JATI NO.130, KB. JERUK, KEC. ANDIR, KOTA
  BANDUNG, JAWA BARAT 40181",Kecamatan Andir,restaurant,,,
NASI GORENG REMPAH MAFIA DIPATI UKUR,"JL. DIPATI UKUR NO.51A, LEBAKGEDE, KECAMATAN
  COBLONG, KOTA BANDUNG, JAWA BARAT 40132",Kecamatan Coblong,restaurant,,,
NASI GORENG SEAFOOD,"3J5R+JXV, BINONG, BATUNUNGGAL, BANDUNG CITY, WEST
  JAVA 40275",Batununggal,restaurant,121469.0,4.82,25201.04
NASI GORENG MAS IDING,"JL. LOMBOK NO.22-18, CITARUM, KEC. BANDUNG WETAN,
  KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG MAS IPIN,"JL. DALEM KAUM NO.132, CIKAWAO, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40261",Kecamatan Lengkong,restaurant,,,
NASI GORENG MAS NOO..MANTAP,"3JV7+M58, JL. TRUNOJOYO, CITARUM, KEC. BANDUNG
  WETAN, KOTA BANDUNG, JAWA BARAT 40115",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG MAS ROMI,"3JP2+X98, PASIRKALIKI, CICENDO, BANDUNG CITY, WEST
  JAVA 40171",Cicendo,restaurant,96382.0,7.79,12372.53
NASI GORENG MAS SYUHADA,"LLRE MARTADINATA ST NO.139, CIHAPIT, BANDUNG WETAN,
  BANDUNG CITY, WEST JAVA 40114",Kecamatan Bandung Wetan,restaurant,,,
NASI GORENG MAS TIO BANDUNG,"JL. PELAJAR PEJUANG 45 NO.56-48, LKR. SEL., KEC.
  LENGKONG, KOTA BANDUNG, JAWA BARAT 40263",Kecamatan Lengkong,restaurant,,,
NASI GORENG MAS WOWO,"JL. JEMBATAN OPAT NO.17-31, KB. GEDANG, KEC.
  BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT 40274",Kecamatan Batununggal,restaurant,,,
NASI GORENG MAWUT MAS USMAN,"SEBELAH STANDARD CHARTERED ATAU DEPAN COURYARD,
  CITARUM, KECAMATAN COBLONG, KOTA BANDUNG, JAWA BARAT",Kecamatan Coblong,restaurant,,,
NASI GORENG MBA JAMAL,"JL. CIBARENGKOK NO.137, SUKABUNGAH, KEC. SUKAJADI,
  KOTA BANDUNG, JAWA BARAT 40162",Kecamatan Sukajadi,restaurant,,,
NASI GORENG MERAKYAT - MARTADINATA,"LLRE MARTADINATA ST NO.12A, MERDEKA, SUMURBANDUNG,
  BANDUNG CITY, WEST JAVA 40113",Kecamatan Sumur Bandung,restaurant,,,
NASI GORENG MISOI,"JL. JEMBATAN OPAT NO.26, MALEER, KEC. BATUNUNGGAL,
  KOTA BANDUNG, JAWA BARAT 40274",Kecamatan Batununggal,restaurant,,,
NASI GORENG NASI GILA,"JL. SOLONTONGAN NO.4, TURANGGA, KEC. LENGKONG, KOTA
  BANDUNG, JAWA BARAT 40264",Kecamatan Lengkong,restaurant,,,
NASI GORENG NKA II,"JL. CISITU INDAH I NO.8, DAGO, KECAMATAN COBLONG,
  KOTA BANDUNG, JAWA BARAT 40135",Kecamatan Coblong,restaurant,,,
