nama,alamat,kecamatan,type,Jumlah Penduduk,Luas Wilayah,Kepadatan Jiwa
EMADO'S SHAWARMA,JL. BUAH BATU NO.167,Kecamatan Lengkong,restaurant,,,
SIMPLY SEOUL KOREAN FOOD & GRILL,"KOMPLEK PUSSENKAV, JL. CIKURAY",Kecamatan Lengkong,restaurant,,,
MCDONALD'S - BUAH BATU,JL. BUAH BATU NO.161,Kecamatan Lengkong,restaurant,,,
SUKITIME VILLAGE,3J6F+9XW,Lengkong,restaurant,71000.0,5.91,12013.54
HAMUNAKA SUSHI,JL. SOLONTONGAN NO.18,Kecamatan Lengkong,restaurant,,,
EXCELSIS CAFE AND RESTO,JL. LODAYA NO.42,Kecamatan Lengkong,restaurant,,,
SEI MEAT BY CATERIN.ID,JL. KARAWITAN NO.79,Kecamatan Lengkong,restaurant,,,
HAUS BUAH BATU BANDUNG,JL. KLININGAN NO.21,Kecamatan Lengkong,restaurant,,,
KOENYAH FOOD AND COFFEE,JL. KLININGAN NO.18,Kecamatan Lengkong,restaurant,,,
RM LEGOH,JL. LENGKONG KECIL NO.24 A,Kecamatan Lengkong,restaurant,,,
SUCRÉ PÂTISSIER AND CHOCOLATIER - ASIA AFRIKA,JL. KACA-KACA WETAN NO.3B,Kecamatan Lengkong,restaurant,,,
JAPANESE PAN & CAKE,JL. LENGKONG KECIL NO.42-38,Kecamatan Lengkong,restaurant,,,
KENHOTBAR,JL. LENGKONG KECIL NO.58,Kecamatan Lengkong,restaurant,,,
HUIZE SATEE,JL. LENGKONG KECIL NO.30A,Kecamatan Lengkong,restaurant,,,
BURGER KING BUAH BATU,JL. BUAH BATU NO.165,Kecamatan Buahbatu,restaurant,,,
NASI KEBULI AYAM RAJAMANTRI,JL. RAJAMANTRI WETAN NO.1,Kecamatan Buahbatu,restaurant,,,
LAGIE CHOCOLATE ID (L'AGIE HOUSE),JL. BATU API III NO.24,Kecamatan Buahbatu,restaurant,,,
MIE GACOAN BANDUNG - BUAH BATU,"ANGKRINGAN KANG AL, JL. BUAH BATU NO.144, TURANGGA, KEC.
  LENGKONG",Kecamatan Lengkong,restaurant,,,
BLUE TURTLE CHICKEN & COFFEE,JL. PALASARI NO.45,Kecamatan Lengkong,restaurant,,,
SPICY YAKINIKU,JL. KLININGAN NO.7,Kecamatan Lengkong,restaurant,,,
NAV LINGKAR SELATAN 2,"LANTAI 4, ABG, JL. PELAJAR PEJUANG 45 NO.115",Kecamatan Lengkong,restaurant,,,
DAPURMAMANNE,JL. KAYU AGUNG I NO BLOK C-22,Kecamatan Lengkong,restaurant,,,
119 FOODCOURT,JL. KARAWITAN NO.119,Kecamatan Lengkong,restaurant,,,
BAGI KOPI BUAH BATU,JL. GUNTURSARI WETAN NO.22,Kecamatan Lengkong,restaurant,,,
JALASEAFOOD BY GOLDEN MONKEY - LENGKONG KECIL,JL. LENGKONG KECIL NO.19,Kecamatan Lengkong,restaurant,,,
SATU SATE,JL. LENGKONG KECIL NO.49-61,Kecamatan Lengkong,restaurant,,,
DAPUR THAILAND,JL. LENGKONG KECIL NO.73E,Kecamatan Lengkong,restaurant,,,
KOPI OLID LENGKONG KECIL,JL. LENGKONG KECIL,Kecamatan Lengkong,restaurant,,,
ET.DIMILI,JL. JATI NO.50,Kecamatan Lengkong,restaurant,,,
DISTRICT BBQ AND HOTPOT,JL. LENGKONG KECIL,Kecamatan Lengkong,restaurant,,,
UNCLE JIMS HOME BBQ GRILL & FRY,JL. KARAPITAN NO.14,Kecamatan Lengkong,restaurant,,,
HOYONG SUKI & GRILL,JL. LENGKONG KECIL NO.24,Kecamatan Lengkong,restaurant,,,
ATMOSPHERE RESORT CAFÉ,JL. LENGKONG BESAR NO.97,Kecamatan Lengkong,restaurant,,,
BEST BURGER MURAL,3JH8+423,Lengkong,restaurant,71000.0,5.91,12013.54
IKAN BAKAR SAMBAL PESISIR RESTAURANT,JL. LENGKONG KECIL NO.44B,Kecamatan Lengkong,restaurant,,,
SATE AYAM DAN KAMBING PA KANCIL,"3JG8+HC5, JL. LENGKONG KECIL",Kecamatan Lengkong,restaurant,,,
WARUNG NASI JEPANG,"3JF8+HQ2, GG. KARAPITAN I",Kecamatan Lengkong,restaurant,,,
BEE CAFFE WESTERN & JAPANESE FOOD,JL. LENGKONG KECIL NO.86,Kecamatan Lengkong,restaurant,,,
SHINIMARI JAPANESE STREETFOOD,JL. LENGKONG KECIL NO.60,Kecamatan Lengkong,restaurant,,,
SIMANTAN STEAK HOUSE,JL. LENGKONG KECIL NO.59,Kecamatan Lengkong,restaurant,,,
CANTIGI FINE DINING,"HOTEL PAPANDAYAN , GF , JL. JENDERAL GATOT SUBROTO 83, MALABAR
  40262 , BANDUNG , WEST JAWA",Kecamatan Lengkong,restaurant,,,
BASO TAHU TULEN SITU INDAH,JL. GATOT SUBROTO NO.7,Kecamatan Lengkong,restaurant,,,
FEYSKITCHENBANDUNG,JL. GATOT SUBROTO NO.77,Kecamatan Lengkong,restaurant,,,
DOUBLESTEAK TALAGABODAS,JL. TALAGA BODAS NO.22,Kecamatan Lengkong,restaurant,,,
TUKANG DIMSUM,JL. BANTENG NO.27A,Kecamatan Lengkong,restaurant,,,
UBAR HAUS 82,3JFF+RGM,Kecamatan Lengkong,restaurant,,,
TORI TORI YAKITORI,JL. LENGKONG KECIL DEPAN SMAN 7 NO.53,Kecamatan Lengkong,restaurant,,,
KULINER BANDUNG,JL. LENGKONG KECIL NO.24B,Kecamatan Lengkong,restaurant,,,
SISTER.GRILL.BDG,JL. LENGKONG KECIL NO.40A,Kecamatan Lengkong,restaurant,,,
OVERGRILL,JL. LENGKONG KECIL NO.42-38,Kecamatan Lengkong,restaurant,,,
CATERING BANDUNG,JL. JATI NO.53,Kecamatan Lengkong,restaurant,,,
EATALIA ITALIAN DELIGHTS,JL. LENGKONG BESAR NO.45,Kecamatan Lengkong,restaurant,,,
WARUNG NASI KHAS SUNDA,JL. NURSIJAN JL. PURAWINATA NO.21 G,Kecamatan Lengkong,restaurant,,,
KEDAI BOBOKO,JL. LENGKONG BESAR NO.69,Kecamatan Lengkong,restaurant,,,
ASIA CHINESE FOOD RESTAURANT,JL. LENGKONG BESAR NO.71,Kecamatan Lengkong,restaurant,,,
MR.CUAN HOTPOT & BBQ BY GOLDEN MONKEY,JL. LENGKONG KECIL NO.73C,Kecamatan Lengkong,restaurant,,,
SEDEP MALEM,JL. BURANGRANG RAYA NO.11,Kecamatan Lengkong,restaurant,,,
KEFITO FOOD,JL. TALAGA BODAS NO.6,Kecamatan Lengkong,restaurant,,,
KEDAI BABEH,JL. GATOT SUBROTO NO.32,Kecamatan Lengkong,restaurant,,,
MAKANAN,JL. KAREES KULON NO.6,Kecamatan Lengkong,restaurant,,,
BANDUNG,JL. MALABAR NO.31,Kecamatan Lengkong,restaurant,,,
KALABOJA RESTO & BAR,JL. TALAGA BODAS NO.12,Kecamatan Lengkong,restaurant,,,
NONKITCHENCOFFEND'LOUNGE,JL. A. YANI NO.2,Kecamatan Lengkong,restaurant,,,
PAGO RESTAURANT,JL. GATOT SUBROTO NO.83,Kecamatan Lengkong,restaurant,,,
WAROENG STEAK AND SHAKE BANTENG,JL. BANTENG NO.14,Kecamatan Lengkong,restaurant,,,
GO CHICKEN,LENGKONG MALABAR,Lengkong,restaurant,71000.0,5.91,12013.54
ASH ARTISAN BURGER BY NOIR,JL. HALIMUN NO.2,Kecamatan Lengkong,restaurant,,,
MOF BURGER,JL. BURANGRANG NO.3,Kecamatan Lengkong,restaurant,,,
NGOPI DOELOE BURANGRANG,JL. BURANGRANG NO.27,Kecamatan Lengkong,restaurant,,,
RACIKAN,JL. GATOT SUBROTO NO.27,Kecamatan Lengkong,restaurant,,,
TERAS MALABAR RESTO BANDUNG,JL. MALABAR NO.2,Kecamatan Lengkong,restaurant,,,
GREAT DIMSUM BANDUNG 4,"STREET FOOD, JL. CIKURAY",Kecamatan Lengkong,restaurant,,,
BAN GO DIMSUM,JL. TESPONG NO.18,Kecamatan Lengkong,restaurant,,,
SEPULUH JIMBARAN SEAFOOD,3J9F+WP6,Lengkong,restaurant,71000.0,5.91,12013.54
WASHOKU SATO EAT AND GO - AYANI,JL. A. YANI NO.202,Kecamatan Lengkong,restaurant,,,
GARDEN RESTAURANT,JL. ASIA AFRIKA NO.112,Kecamatan Lengkong,restaurant,,,
HB GRILL GARDEN,JL. GATOT SUBROTO NO.83,Kecamatan Lengkong,restaurant,,,
ROSE FLOWER RESTAURANT,"JL. JEND. A. YANI NO.32, BURANGRANG, LENGKONG",Kecamatan Lengkong,restaurant,,,
BUON_CAFFE.ID,JL. LODAYA NO.65,Kecamatan Lengkong,restaurant,,,
EIGHTYONE COFFEE BANDUNG,"DEKAT, JL. HALIMUN NO.18-8",Kecamatan Lengkong,restaurant,,,
MARKA COFFEE & KITCHEN,JL. TALAGA BODAS NO.32,Kecamatan Lengkong,restaurant,,,
HEI COFFEE,JL. CIPAERA NO.12,Kecamatan Lengkong,restaurant,,,
ADALAH KOPI SPESIALTI,JL. TALAGA BODAS NO.22,Kecamatan Lengkong,restaurant,,,
BICARA KOPI STREET,JL. TALAGA BODAS NO.14,Kecamatan Lengkong,restaurant,,,
BRADCOFFEE,JL. K.H. AHMAD DAHLAN NO.34,Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN SUNDA,JL. LODAYA NO.29,Kecamatan Lengkong,restaurant,,,
MILESTONE COFFEE,JL. SALAK NO.2,Kecamatan Kiaracondong,restaurant,,,
ZOOGALA ROASTERY,JL. TALAGA BODAS NO.75,Kecamatan Lengkong,restaurant,,,
DAPOER PANDAN WANGI - PATUHA,JL. PATUHA NO.38,Kecamatan Lengkong,restaurant,,,
SORAI STEAMBOAT & GRILL - CIKURAY,"3JFM+257, JL. CIKURAY",Kecamatan Lengkong,restaurant,,,
WARUNG AYAM KAMPUNG PANGALENGAN,JL. TALAGA BODAS NO.55,Kecamatan Lengkong,restaurant,,,
WARUNG NONGKRONG TB 39,JL. TALAGA BODAS NO.39,Kecamatan Lengkong,restaurant,,,
SIMPLY TOKIO GYUKATSU,JL. CIKURAY JL. GATOT SUBROTO,Kecamatan Lengkong,restaurant,,,
D'CHEERS • LODAYA,JL. LODAYA NO.127A,Kecamatan Lengkong,restaurant,,,
WARNAS SUNDA SARANA,JL. TURANGGA RAYA NO.61,Kecamatan Lengkong,restaurant,,,
CHICKENWINGS PELANGI,JL. ECENG NO.36,Kecamatan Lengkong,restaurant,,,
DE'BUTEAQ - BURGER & STEAK,JL. SALAK NO.2,Kecamatan Lengkong,restaurant,,,
RESTO BDG,JL. WINDU JL. GATOT SUBROTO,Kecamatan Lengkong,restaurant,,,
EMPERANO PIZZA CIKURAY,"CIBANGKONG, JL. CIKURAY",Kecamatan Lengkong,restaurant,,,
RAMEN & SUSHI DEGOZARU,JL. TURANGGA NO.11 A,Kecamatan Lengkong,restaurant,,,
TEMPAT MAKAN JCC,JL. PELAJAR PEJUANG 45 NO.56,Kecamatan Lengkong,restaurant,,,
DIMSUM KN,JL. TURANGGA NO.6C,Kecamatan Lengkong,restaurant,,,
DAS CAFE,"3JG6+JPR, JL. LENGKONG BESAR",Kecamatan Lengkong,restaurant,,,
CHICKEN PLEASE,JL. SASAK GANTUNG NO.65,Kecamatan Lengkong,restaurant,,,
LASAGNA BY INOV,JL. LENGKONG TENGAH NO.II,Kecamatan Lengkong,restaurant,,,
MAKMUR JAYA COFFEE ROASTER,JL. LENGKONG BESAR NO.62,Kecamatan Lengkong,restaurant,,,
RAMEN BAJURI LENGKONG,JL. SASAK GANTUNG JL. LENGKONG BESAR NO.90,Kecamatan Lengkong,restaurant,,,
CRF BANDENG PRESTO LEZAT,JL. LENGKONG BESAR NO.111,Kecamatan Lengkong,restaurant,,,
RICE BOWL CHICKEN WA TITI,GG. SASAK GANTUNG VI NO.30/17D,Kecamatan Lengkong,restaurant,,,
YES ICE PLEASE (YIP HAUZ),JL. LENGKONG BESAR NO.37,Kecamatan Lengkong,restaurant,,,
HOMAN KITCHEN,JL. DALEM KAUM NO.112A,Kecamatan Lengkong,restaurant,,,
NGAFEE,JL. DALEM KAUM NO.112,Kecamatan Lengkong,restaurant,,,
PONDOK PESANGGRAHAN,JL. LENGKONG BESAR NO.103,Kecamatan Lengkong,restaurant,,,
CAVIAR SKY BAR & RESTO,JL. LENGKONG KECIL NO.76-80,Kecamatan Lengkong,restaurant,,,
MEAT SHOP & GOURMET INDOGUNA BANDUNG,JL. PELAJAR PEJUANG 45 NO.79,Kecamatan Lengkong,restaurant,,,
ASPARAGUS CATERING,JL. JOTANG NO.20,Kecamatan Lengkong,restaurant,,,
BODAS,JL. TALAGA BODAS NO.64,Kecamatan Lengkong,restaurant,,,
DE LA ROUTE,JL. TALAGA BODAS NO.65,Kecamatan Lengkong,restaurant,,,
MANG KABAYAN,JL. SOEKARNO HATTA NO.487B,Kecamatan Lengkong,restaurant,,,
RUMAH MAKAN SURYALAYA 22,JL. SURYALAYA NO.22,Kecamatan Lengkong,restaurant,,,
MARUGAME UDON BUAH BATU,JL. BUAH BATU NO.157,Kecamatan Lengkong,restaurant,,,
CHIRRENG TRADITIONAL FOOD,JL. CIJAGRA NO.8-2,Kecamatan Lengkong,restaurant,,,
SUBWAY - BUAH BATU,JL. BUAH BATU NO.191,Kecamatan Lengkong,restaurant,,,
SKY STEAK & PASTA - BUAH BATU,JL. BUAH BATU,Kecamatan Lengkong,restaurant,,,
BOVINI,JL. NILEM RAYA NO.9,Kecamatan Lengkong,restaurant,,,
YAMCHA RESTO,JL. BUAH BATU NO.222 A,Kecamatan Lengkong,restaurant,,,
CHINGU CAFE,JL. BUAH BATU NO.218,Kecamatan Lengkong,restaurant,,,
KEDAI RUMAH,JL. CIJAGRA NO.18,Kecamatan Lengkong,restaurant,,,
MIE RAMEN,JL. CIJAGRA NO.57B,Kecamatan Lengkong,restaurant,,,
ROMANT (ROTI MANTAP),JL. SURYALAYA NO.50,Kecamatan Lengkong,restaurant,,,
SEGAMAMAKE.ID,JL. SITU LEMBANG NO.6,Kecamatan Lengkong,restaurant,,,
DIMSUM CORNER,JL. SOEKARNO HATTA NO.489,Kecamatan Lengkong,restaurant,,,
QUEEN RESTAURANT,JL. DALEM KAUM NO.79,Kecamatan Lengkong,restaurant,,,
OTW SUSHI,JL. DALEM KAUM NO.122,Kecamatan Lengkong,restaurant,,,
BURGER CRAFT,JL. KARAPITAN NO.27,Kecamatan Lengkong,restaurant,,,
BURGER KOJO BANDUNG,JL. BUAH BATU NO.3,Kecamatan Lengkong,restaurant,,,
BROTBROT BURGER,"3J89+65W, JL. CILENTAH DALAM 2",Kecamatan Lengkong,restaurant,,,
WARUNG LOTEK MACAN,JL. MACAN NO.1,Kecamatan Lengkong,restaurant,,,
FAST SATAY,JL. WAYANG NO.2,Kecamatan Lengkong,restaurant,,,
BANG SATE BANG BURANGRANG,JL. BURANGRANG NO.38A,Kecamatan Lengkong,restaurant,,,
COKLAT DESSERT,JL. CILENTAH,Kecamatan Lengkong,restaurant,,,
DIMSUM 99 BANDUNG,JL. TAMBAKANG NO.2,Kecamatan Lengkong,restaurant,,,
JUSTUS STEAK HOUSE BUAHBATU,"JL. BUAH BATU NO.157 C, RT.007/RW.006",Kecamatan Lengkong,restaurant,,,
TAMI YAKITORI,JL. BUAH BATU NO.298A,Kecamatan Lengkong,restaurant,,,
TTKR SPECIALTY COFFEE & ROTI MACAN,JL. BUAH BATU NO.129,Kecamatan Lengkong,restaurant,,,
NAV BUAHBATU,JL. BUAH BATU KUJANGSARI NO.264,Kecamatan Lengkong,restaurant,,,
MANA SOCIAL CAFE (BUAH BATU),JL. BUAH BATU NO.127,Kecamatan Lengkong,restaurant,,,
MAXX COFFEE,JL. BUAH BATU NO.157,Kecamatan Lengkong,restaurant,,,
KEDAI KOPI WINARDI / SEHAT TENTREM BUAH BATU,JL. NILEM VI NO.11,Kecamatan Lengkong,restaurant,,,
PARLA BANDUNG,JL. LODAYA NO.2A,Kecamatan Lengkong,restaurant,,,
RUMAH LEZAT SIMPLISIO,JL. KARAPITAN NO.45,Kecamatan Lengkong,restaurant,,,
MS & CO. OFFICE,JL. SADAKELING NO.21,Kecamatan Lengkong,restaurant,,,
A PLACE IN BETWEEN,JL. SADAKELING GG. TANUWIREJA NO.34/107,Kecamatan Lengkong,restaurant,,,
ARMOR GENUINE - SUNDA 8,JL. SUNDA NO.8,Kecamatan Lengkong,restaurant,,,
I COFFEE BANDUNG,"3JF8+JR6, JL. KARAPITAN",Kecamatan Lengkong,restaurant,,,
ZUPA - ZUPA SOUP MR. ZUPA,"3JG9+4XW, JL. BURANGRANG",Kecamatan Lengkong,restaurant,,,
BOMBER BURGER,JL. BURANGRANG NO.34,Kecamatan Lengkong,restaurant,,,
NOLDA POCHA BANDUNG,LENGKONG BURANGRANG,Lengkong,restaurant,71000.0,5.91,12013.54
KOFU COFFEE,JL. BUAH BATU NO.70,Kecamatan Lengkong,restaurant,,,
KEBULI IJAB QABUL BURANGRANG,JL. BURANGRANG NO.34,Kecamatan Lengkong,restaurant,,,
PATRONE,JL. BURANGRANG NO.22B,Kecamatan Lengkong,restaurant,,,
BUL BARBEQUE,JL. KANCRA NO.66,Kecamatan Lengkong,restaurant,,,
TERA SUKI & BBQ RESTO,JL. BURANGRANG NO.42 LANTAI 2,Lengkong,restaurant,71000.0,5.91,12013.54
ALBARI FRIED CHICKEN,"RAYA DEPAN RUMAH JL. CIJAGRA, JL. BUAH BATU NO.6",Kecamatan Lengkong,restaurant,,,
SATE MADURA COD,3MX4+3XM,Kiaracondong,restaurant,131413.0,5.8,22657.41
WAROENG ONLINE,"3JRX+5Q5, JL. SUKALAKSANA",Kecamatan Kiaracondong,restaurant,,,
BLANCPASTRY,JL. A. YANI NO.730,Kecamatan Kiaracondong,restaurant,,,
DARIMSUM DIMSUM,GG. SUKAASIH II NO.18,Kecamatan Kiaracondong,restaurant,,,
"I'M HUNGRY !!! (BURGER , HOTDOG , SPAGHETTI & STEAK) -
  KIARACONDONG","SAMPING TERAS BRI, JL. KEBON JAYANTI",Kecamatan Kiaracondong,restaurant,,,
WARUNG NASI IBU IHOH,JL. KIARA CONDONG NO.259,Kecamatan Kiaracondong,restaurant,,,
BANDUNG DIMSUM,JL. PSM NO.DALAM,Kecamatan Kiaracondong,restaurant,,,
KEDAI ALFATIH,"3JCW+P2V, GANG RANU",Kecamatan Kiaracondong,restaurant,,,
SHELTER GATSU BIKERS GREENERATION • ID,JL. TERUSAN GATOT SUBROTO NO.465,Kecamatan Kiaracondong,restaurant,,,
TACOBI,"L, JL. TERUSAN GATOT SUBROTO JL. PAPANGGUNGAN NO.107/127C 2,
  RT.06/RW.04",Kecamatan Kiaracondong,restaurant,,,
DIMSUM INMONS KEBONKANGKUNG,GG. KB. KANGKUNG IX NO.6 A,Kecamatan Kiaracondong,restaurant,,,
AQIQAHKU KIARA CONDONG,JL. TERUSAN PSM NO.208A,Kecamatan Kiaracondong,restaurant,,,
WARUNG ASAKAN SIAP SAJI,3JCX+7X3,Kiaracondong,restaurant,131413.0,5.8,22657.41
MAKAN DIMSUM BANDUNG @MAKANDIMSUM_,KPAD PINDAD SELATAN BLOK C NO 10,Kecamatan Kiaracondong,restaurant,,,
JUDO INSTITUTE BANDUNG,"3JG9+2H4, JL. EMONG NO.19",Kecamatan Lengkong,restaurant,,,
MARTABAK SAN FRANSISCO,JL. BURANGRANG DALAM NO.42,Kecamatan Lengkong,restaurant,,,
ANDI BURGER,GG. MASJID III NO.113,Kecamatan Kiaracondong,restaurant,,,
YONOBURGER,GG. MASJID III NO.50,Kecamatan Kiaracondong,restaurant,,,
DUNIA BURGER,JL. TERUSAN JAKARTA NO.3,Kecamatan Kiaracondong,restaurant,,,
SALADNA HEALTH & FRESH SALADS,JL. BABAKAN HANTAP NO.25,Kecamatan Kiaracondong,restaurant,,,
RUMAH MAKAN KOJONA,"3JPV+QG3, JL. KIARA CONDONG",Kecamatan Kiaracondong,restaurant,,,
OISHI RICEBOWL AYAM ANTAPANI,JL. BABAKAN SURABAYA,Kecamatan Kiaracondong,restaurant,,,
RUMAH SATE CINTA MAMA,"3JPX+QHV, JL. TERUSAN JAKARTA",Kecamatan Kiaracondong,restaurant,,,
WARUNG NASI,"GG. SELAMET II NO.52, RT.,01/RW.02",Kecamatan Kiaracondong,restaurant,,,
DESSERT COKLAT BANDUNG,JL. A. YANI NO.588,Kecamatan Kiaracondong,restaurant,,,
DAVI DIMSUM,JL. PURWAKARTA NO.23,Kecamatan Kiaracondong,restaurant,,,
UNHEARD,"3MV3+VGP, GG. SUKARESMI",Kecamatan Kiaracondong,restaurant,,,
FUSION FOODS KW,"3MW5+RF7, GG. H.HASAN",Kecamatan Kiaracondong,restaurant,,,
DAPUR SHIDIQ,JL. SUKARAME I NO.29,Kecamatan Kiaracondong,restaurant,,,
QUICK CHICKEN,"3MW3+9JP, JL. A. YANI",Kecamatan Kiaracondong,restaurant,,,
DIMSUM MIMI,JL. H. KOMALASARI NO.2,Kecamatan Kiaracondong,restaurant,,,
DR ELLS COFFEE,JL. PURWAKARTA NO.116,Kecamatan Antapani,restaurant,,,
WOKI RESTO,"JL. TERUSAN JAKARTA NO.32A, RW.07",Kecamatan Kiaracondong,restaurant,,,
SUGIH PRIANGAN RESTAURANT,JL. TERUSAN JAKARTA NO.48,Kecamatan Kiaracondong,restaurant,,,
DJAROT' N TEAM,JL. ATLAS V NO.34D,Kecamatan Kiaracondong,restaurant,,,
RIEFA CATERING & DECORATION,JL. TERUSAN JAKARTA NO.21,Kecamatan Kiaracondong,restaurant,,,
ZULFA CATERING & BAKERY,JL. ATLAS TENGAH NO.4,Kecamatan Kiaracondong,restaurant,,,
HN CATERING,JL. SOMA I NO.1,Kecamatan Kiaracondong,restaurant,,,
MINIFOOD.BDG,JL. HANTAP RAYA NO.93,Kecamatan Kiaracondong,restaurant,,,
PECEL LELE SOEGIH KIARACONDONG,JL. IBRAHIM ADJIE NO.69,Kecamatan Kiaracondong,restaurant,,,
GALLERIA FURNITURE,JL. A. YANI NO.598 - 600,Kecamatan Kiaracondong,restaurant,,,
A&W RESTORAN - LUCKY SQUARE,"LUCKY SQUARE, JL. TERUSAN JAKARTA NO.2",Kecamatan Kiaracondong,restaurant,,,
CHICKEN CHICK,JL. SETRAWANGI 6A NO.32,Kecamatan Kiaracondong,restaurant,,,
ALBARI FRIED CHICKEN & GEPREK CABANG GG. SLAMET II,"KIOS KE - 6, GG. SELAMET II NO.1",Kecamatan Kiaracondong,restaurant,,,
DRINK,GRIYA KIARACONDONG,Kecamatan Kiaracondong,restaurant,,,
AQIQAHKU BABAKAN SARI,JL. BABAKAN SARI NO.143,Kecamatan Kiaracondong,restaurant,,,
KRIYT.ID,"JL. KAMPUS VB NO.3, RT.05/RW.08",Kecamatan Kiaracondong,restaurant,,,
KANTIN WR FOOD & COFFEE,JL. PACUL NO.3 NO.2,Kecamatan Kiaracondong,restaurant,,,
DE'CHICK FRIED CHICKEN DAN AYAM GEPREK REMPAH,JL. BABAKAN SARI NO.137,Kecamatan Kiaracondong,restaurant,,,
LABBAIK CHICKEN BABAKANSARI,JL. BABAKAN SARI NO.37,Kecamatan Kiaracondong,restaurant,,,
BERKAH FRIED CHICKEN,"RT 09/09, JL. BABAKAN SARI III NO.427",Kecamatan Kiaracondong,restaurant,,,
TEBUCI BURGER BAKAR,JL. BABAKAN SARI,Kecamatan Kiaracondong,restaurant,,,
WIKEY HEALTHY FOOD,JL. BABAKAN SARI III RT.05 RW.09 NO.270 KIARACONDONG,Kecamatan Kiaracondong,restaurant,,,
RK BURGER,3JHW+844,Kiaracondong,restaurant,131413.0,5.8,22657.41
RICE BOWL KITA,JL. TERUSAN SEKOLAH NO.41,Kecamatan Kiaracondong,restaurant,,,
RICE ON,JL. BABAKAN SARI NO.11,Kecamatan Kiaracondong,restaurant,,,
BAKMIE KARET BAKME,JL. TERUSAN SEKOLAH II NO.29,Kecamatan Kiaracondong,restaurant,,,
DIMSUM CO,"GG. TERUSAN SOMA 1 NO.5, RT.04/RW.01",Kecamatan Kiaracondong,restaurant,,,
DIMSUM SKUY BABAKAN SARI,JL. BABAKAN SARI NO.113,Kecamatan Kiaracondong,restaurant,,,
YAKINIKU LIKE - SUMMARECON MALL BANDUNG,"UNIT #1F-868-869, SUMMARECON MALL, JL. GRAND BOULEVAR NO.1",Kecamatan Arcamanik,restaurant,,,
SHSD SAMBEL HEJO SAMBEL DADAK SUMMARECON BANDUNG,JL. MAGNA TIMUR NO.78,Kecamatan Gedebage,restaurant,,,
IMPERIAL KITCHEN & DIMSUM - SUMMARECON MALL BANDUNG,"DOWNTOWN, JI. GRAND BULEVAR NO. 1",Kecamatan Gedebage,restaurant,,,
YAMIN PINUS DAN ZUPPA SOUP,JL. PINUS V NO.20,Kecamatan Gedebage,restaurant,,,
PIZZA ANYAR DADAKAN,"2MMP+PQV, JL. GEDEBAGE SELATAN",Kecamatan Gedebage,restaurant,,,
MCDONALD'S - SUMMARECON BANDUNG,JALAN MAGNA RAYA,Kecamatan Gedebage,restaurant,,,
MARUGAME UDON SUMMARECON MALL BANDUNG,JL. BULEVAR SELATAN BARAT NO.75-89,Kecamatan Gedebage,restaurant,,,
GO! GO! CURRY - SUMMARECON MALL BANDUNG,JL. BULEVAR RAYA BARAT NO.75-89,Kecamatan Gedebage,restaurant,,,
WARBAN GBLA,"STADION GBLA, RANCANUMPANG, GERBANG MERAH TIMUR PERBATASAN",Gedebage,restaurant,42071.0,9.96,4224.0
FOODCOURT GRIYA 46 KULINER,JL. GRIYA CEMPAKA ARUM NO.46-48,Kecamatan Gedebage,restaurant,,,
WARUNG MAKAN FIET129,"2PR6+8X6, UNNAMED ROAD",Kecamatan Gedebage,restaurant,,,
BANDUNG BBQ AND GRILL,JL. GRIYA CEMPAKA ARUM NO.21 BLOK C3,Kecamatan Gedebage,restaurant,,,
MINI RESTO AAN,"2PV5+R96, JL. GRIYA CEMPAKA ARUM",Kecamatan Gedebage,restaurant,,,
KENIKMATAN DUNIAWI SOURDOUGH BAKERY,JL. WULUKU III NO.3,Kecamatan Kiaracondong,restaurant,,,
WARUNG CELUP SEAFOOD BANDUNG,JL. TERUSAN CIGADUNG NO.12,Kecamatan Coblong,restaurant,,,
WARUNG KOPI MANG OCID,"GRIYA CEMPAKA ARUM CLUSTER ANDALUS BLOK C 73 CLUSTER ANDALUS,
  JL. CIMINCRANG NO.73 BLOK C",Kecamatan Gedebage,restaurant,,,
CHIKEN MINI SHANSALIA,JL. CIMINCRANG NO.32,Kecamatan Gedebage,restaurant,,,
KOSAKO BURGER & HOTDOG,"JL. CIMINCRANG, RT.01/RW.04",Kecamatan Gedebage,restaurant,,,
WARUNG NASI KHAS SUMEN BU IIN,2PX4+RGV,Gedebage,restaurant,42071.0,9.96,4224.0
SATAY ALJABBAR (KEDAI DELSFOOD),"JL. CIMINCRANG NO.29, RT.02/RW.04",Kecamatan Gedebage,restaurant,,,
STEAK 21 - SUMMARECON MALL BANDUNG,2MVW+QPV,Gedebage,restaurant,42071.0,9.96,4224.0
SAMOKA BBQ BANDUNG,JL. RIUNG GEDE PERMAI NO.B-11,Kecamatan Gedebage,restaurant,,,
ELLE CATERING,"KOMPLEK, JL. BUANA SOETTA RESIDENCE JL. CEMARA I NO.4 BLOK C2",Kecamatan Gedebage,restaurant,,,
CORNDOG & SOTANG FIMS_ID RIUNG PURNA,JL. RIUNG PURNA VIII NO.7,Kecamatan Gedebage,restaurant,,,
RESTO RIUNG,JL. RIUNG ARUM TIMUR III NO.12,Kecamatan Gedebage,restaurant,,,
