id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun,kelurahan,kecamatan,latitude,longitude
6611,32,JAWA BARAT,3273,KOTA BANDUNG,PARIT 9 SEAFOOD,JL. ANGGREK NO.61,2024,Bumiwangi,Kabupaten Bandung,-7.0314307,107.6993958
6612,32,JAWA BARAT,3273,KOTA BANDUNG,HDL 293 SEAFOOD,CILAKI ST NO.36,2024,Cihapit,,-6.9060381,107.6284776
6613,32,JAWA BARAT,3273,KOTA BANDUNG,FONDU CAKERY,JL. NANAS NO.13,2024,Sukapura,,-6.9274734,107.650403
6614,32,JAWA BARAT,3273,KOTA BANDUNG,WIDURI RESTAURANT,JL. CILIWUNG NO.19,2024,Cihapit,,-6.9046007,107.627701
6615,32,JAWA BARAT,3273,KOTA BANDUNG,LE VON BOULANGERIE,JL. TAMAN PRAMUKA NO.157,2024,,,,
6616,32,JAWA BARAT,3273,KOTA BANDUNG,AKASYA TERAS,JL. CILIWUNG NO.12,2024,Cihapit,,-6.9046007,107.627701
6617,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI TOKO DJAWA (RIAU),LLRE MARTADINATA ST NO.205,2024,,,,
6618,32,JAWA BARAT,3273,KOTA BANDUNG,SERUMAH REUNITE,LLRE MARTADINATA ST NO.166,2024,,,,
6619,32,JAWA BARAT,3273,KOTA BANDUNG,RAMENYA! BIP,"3JR6+M83, JL. MERDEKA",2024,,,,
6620,32,JAWA BARAT,3273,KOTA BANDUNG,GREENS AND BEANS,JL. BAHUREKSA NO.9,2024,,,,
6621,32,JAWA BARAT,3273,KOTA BANDUNG,PHI PHO,LLRE MARTADINATA ST NO.61,2024,,,,
6622,32,JAWA BARAT,3273,KOTA BANDUNG,PHO NGON RIAU JUNCTION,LLRE MARTADINATA ST NO.17-21,2024,,,,
6623,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG KUNAFE,JL. MERDEKA NO.68,2024,Merdeka,,-6.9148648,107.6178088
6624,32,JAWA BARAT,3273,KOTA BANDUNG,DAKKEN RESTAURANT,LLRE MARTADINATA ST NO.67,2024,,,,
6625,32,JAWA BARAT,3273,KOTA BANDUNG,JUMBO EATERY,LLRE MARTADINATA ST NO.22,2024,,,,
6626,32,JAWA BARAT,3273,KOTA BANDUNG,HUMMINGBIRD EATERY & SPACE,JL. PROGO NO.16,2024,Citarum,,-6.9044815,107.6202397
6627,32,JAWA BARAT,3273,KOTA BANDUNG,BILBAO BRASSERIE,JL. CIMANUK NO.12,2024,Citarum,,-6.9022621,107.6229663
6628,32,JAWA BARAT,3273,KOTA BANDUNG,JUSTUS STEAK HOUSE CIMANUK,JL. CIMANUK NO.8,2024,,,,
6629,32,JAWA BARAT,3273,KOTA BANDUNG,RPUBLIC,JL. BAHUREKSA NO.15,2024,Citarum,,-6.905245,107.6150595
6630,32,JAWA BARAT,3273,KOTA BANDUNG,JARDIN CAFE,JL. CIMANUK NO.1A,2024,,,,
6631,32,JAWA BARAT,3273,KOTA BANDUNG,HELLO SUMMER BANDUNG,LLRE MARTADINATA ST NO.89A,2024,,,,
6632,32,JAWA BARAT,3273,KOTA BANDUNG,SHABU KOJO,JL. PROGO NO.20,2024,Citarum,,-6.9044815,107.6202397
6633,32,JAWA BARAT,3273,KOTA BANDUNG,BAKER STREET,JL. CIMANDIRI NO.18,2024,,,,
6634,32,JAWA BARAT,3273,KOTA BANDUNG,KFC • RIAU BANDUNG,JL. LAKSA LLRE MARTADINATA ST NO.77,2024,,,,
6635,32,JAWA BARAT,3273,KOTA BANDUNG,ROEMAH KENTANG 1908,JL. BANDA NO.18,2024,Citarum,,-6.9042373,107.6166891
6636,32,JAWA BARAT,3273,KOTA BANDUNG,CHONG QING HOT POT - TRUNOJOYO BANDUNG,JL. TRUNOJOYO NO.32,2024,Citarum,,-6.9021919,107.6149024
6637,32,JAWA BARAT,3273,KOTA BANDUNG,GYU-KAKU • PANGERAN KORNEL,JL. PANGERAN KORNEL NO.7,2024,,,,
6638,32,JAWA BARAT,3273,KOTA BANDUNG,SUMERAGI IZAKAYA (RIAU),LLRE MARTADINATA ST NO.55,2024,,,,
6639,32,JAWA BARAT,3273,KOTA BANDUNG,TORICHAN YAKITORI DAN SATE TAICHAN THE HALLWAY,JL. SULTAN TIRTAYASA NO.24,2024,,,,
6640,32,JAWA BARAT,3273,KOTA BANDUNG,IKEN YAKITORI SAPARUA,"3JR8+WF2, JL. AMBON",2024,,,,
6641,32,JAWA BARAT,3273,KOTA BANDUNG,ICHIYO RAMEN - DAGO,JL. SULTAN TIRTAYASA NO.11A,2024,,,,
6642,32,JAWA BARAT,3273,KOTA BANDUNG,HITTOBITTO,JL. TRUNOJOYO NO.62,2024,Citarum,,-6.9021919,107.6149024
6643,32,JAWA BARAT,3273,KOTA BANDUNG,UPSTAIRS BAR BANDUNG,JL. TRUNOJOYO NO.23,2024,Citarum,,-6.9021919,107.6149024
6644,32,JAWA BARAT,3273,KOTA BANDUNG,VESPER SKY BAR & LOUNGE,LLRE MARTADINATA ST NO.68,2024,,,,
6645,32,JAWA BARAT,3273,KOTA BANDUNG,SCRABBLE BAR,"3JR8+W9W, JL. HALMAHERA",2024,,,,
6646,32,JAWA BARAT,3273,KOTA BANDUNG,SPARK BAR,JL. PRABU DIMUNTUR NO.22,2024,,,,
6647,32,JAWA BARAT,3273,KOTA BANDUNG,FOURPLAY RESTO & BAR,CILAKI ST NO.65,2024,Cihapit,,-6.9060381,107.6284776
6648,32,JAWA BARAT,3273,KOTA BANDUNG,EDELWEISS SKY LOUNGE,JL. IR. H. JUANDA NO.46,2024,Dago,,-6.8789796,107.6167447
6649,32,JAWA BARAT,3273,KOTA BANDUNG,BIIRU - NOT A SUSHIBAR,"DIPAJUNCTION, JL. ARIA JIPANG NO.1-3",2024,,,,
6650,32,JAWA BARAT,3273,KOTA BANDUNG,MATCHAGO.ID,"JALAN PASAR GEMPOL NO.12 A, RT.01",2024,,,,
6651,32,JAWA BARAT,3273,KOTA BANDUNG,JACK RABBIT COFFEE BAR,JL. CIMANUK NO.6,2024,,,,
6652,32,JAWA BARAT,3273,KOTA BANDUNG,MAD COW WINE & GRILL BANDUNG,JL. DIPONEGORO NO.27,2024,Citarum,,-6.9012674,107.6192339
6653,32,JAWA BARAT,3273,KOTA BANDUNG,GRILL & SUKI TIME,JL. LOMBOK NO.53,2024,Cihapit,,-6.9060714,107.6213211
6654,32,JAWA BARAT,3273,KOTA BANDUNG,CE-CEH GRILL,CISANGKUY ST NO.68,2024,Sukasari,Kabupaten Bandung,-7.0167366,107.5982607
6655,32,JAWA BARAT,3273,KOTA BANDUNG,CISANGKUY FOOD STREET,"3JXC+6F5, CISANGKUY ST",2024,,,,
6656,32,JAWA BARAT,3273,KOTA BANDUNG,FOODLIFE YOGYA RIAU JUNCTION,3JV6+7WW,2024,,,,
6657,32,JAWA BARAT,3273,KOTA BANDUNG,SYDWIC,CILAKI ST NO.63,2024,Cihapit,,-6.9060381,107.6284776
6658,32,JAWA BARAT,3273,KOTA BANDUNG,PARIS VAN JAVA CAFE & RESTO SPECIALTY COFFEE,JL. AMBON NO.11,2024,Citarum,,-6.9080847,107.6153489
6659,32,JAWA BARAT,3273,KOTA BANDUNG,BREWSPACE COFFEE & CREATIVE SPACE,JL. PRABU DIMUNTUR NO.22,2024,,,,
6660,32,JAWA BARAT,3273,KOTA BANDUNG,EVERJOY COFFEE & CAFE - IVORY HOTEL BANDUNG,JL. BAHUREKSA NO.3,2024,,,,
6661,32,JAWA BARAT,3273,KOTA BANDUNG,PLANTARCANA COFFEE & TEA HOUSE,JL. PROGO NO.5,2024,,,,
6662,32,JAWA BARAT,3273,KOTA BANDUNG,JIWAN COFFEE & THINGS BANDUNG,JL. IR. H. JUANDA NO.50,2024,Dago,,-6.8789796,107.6167447
6663,32,JAWA BARAT,3273,KOTA BANDUNG,MAXX COFFEE BIP,BANDUNG WETAN CITARUM,2024,Citarum,,-6.9020925,107.6198013
6664,32,JAWA BARAT,3273,KOTA BANDUNG,POINT COFFEE,"3JR7+MWX, JL. AMBON",2024,,,,
6665,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI CANTEL,JL. PROGO NO.34,2024,Citarum,,-6.9044815,107.6202397
6666,32,JAWA BARAT,3273,KOTA BANDUNG,SEDUH SEMBUH KOPI,JL. TERNATE NO.10,2024,Citarum,,-6.9075355,107.6141897
6667,32,JAWA BARAT,3273,KOTA BANDUNG,PIETRO COFFEE,JL. TRUNOJOYO NO.11,2024,Citarum,,-6.9021919,107.6149024
6668,32,JAWA BARAT,3273,KOTA BANDUNG,KAMAR TUJUH KOFFIE,"JL. CILAMAYA NO.1, RT.02",2024,,,,
6669,32,JAWA BARAT,3273,KOTA BANDUNG,EITS COFFEE,JL. FLORES NO.9,2024,,,,
6670,32,JAWA BARAT,3273,KOTA BANDUNG,MY KOPI-O! TRUNOJOYO,JL. TRUNOJOYO NO.19,2024,Citarum,,-6.9021919,107.6149024
6671,32,JAWA BARAT,3273,KOTA BANDUNG,KOPIPI COFFEE,JL. SULTAN TIRTAYASA NO.24,2024,,,,
6672,32,JAWA BARAT,3273,KOTA BANDUNG,FLASH COFFEE,LLRE MARTADINATA ST NO.55,2024,,,,
6673,32,JAWA BARAT,3273,KOTA BANDUNG,STARBUCKS GRAHA POS,"GRAHA POS INDONESIA, JL. BANDA NO.30 1 LOBBI",2024,,,,
6674,32,JAWA BARAT,3273,KOTA BANDUNG,TERAS GLOYA,JL. IR. H. JUANDA NO.48,2024,Dago,,-6.8789796,107.6167447
6675,32,JAWA BARAT,3273,KOTA BANDUNG,INTERAKSI CAFE,JL. CITARUM NO.36,2024,Citarum,,-6.9058626,107.6111291
6676,32,JAWA BARAT,3273,KOTA BANDUNG,SPEEDLIFE CAFE,JL. BAHUREKSA NO.1,2024,,,,
6677,32,JAWA BARAT,3273,KOTA BANDUNG,BOBOWL,JL. AMBON DEPAN SMPN 7 NO.16,2024,,,,
6678,32,JAWA BARAT,3273,KOTA BANDUNG,CAFFEE,JL. PROGO NO.16,2024,Citarum,,-6.9044815,107.6202397
6679,32,JAWA BARAT,3273,KOTA BANDUNG,DEPAN RUMAH,JL. SULTAN TIRTAYASA NO.45,2024,,,,
6680,32,JAWA BARAT,3273,KOTA BANDUNG,GUDEG SULTAN,"DEPAN BLACK ID, JL. SULTAN AGUNG",2024,,,,
6681,32,JAWA BARAT,3273,KOTA BANDUNG,SEJIWA COFFEE PROGO,JL. PROGO NO.15,2024,Citarum,,-6.9044815,107.6202397
6682,32,JAWA BARAT,3273,KOTA BANDUNG,CUPS {COFFEE & KITCHEN},JL. TRUNOJOYO NO.25,2024,Citarum,,-6.9021919,107.6149024
6683,32,JAWA BARAT,3273,KOTA BANDUNG,SAJIAN SAMBARA,JL. TRUNOJOYO NO.64,2024,Citarum,,-6.9021919,107.6149024
6684,32,JAWA BARAT,3273,KOTA BANDUNG,PAVILIUN SUNDA,LLRE MARTADINATA ST NO.97,2024,,,,
6685,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN SUNDA,LLRE MARTADINATA ST NO.22,2024,,,,
6686,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BANCAKAN WASSALAM ABAH BARNA,JL. DIPONEGORO NO.25,2024,Citarum,,-6.9012674,107.6192339
6687,32,JAWA BARAT,3273,KOTA BANDUNG,BUMI AKI HERITAGE,LLRE MARTADINATA ST NO.51,2024,,,,
6688,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI SUNDA TERNATE,JL. TERNATE NO.2,2024,,,,
6689,32,JAWA BARAT,3273,KOTA BANDUNG,"SHUKAKU BBQ, SHABU & AGEMONO",JL. LOMBOK NO.45,2024,Cihapit,,-6.9060714,107.6213211
6690,32,JAWA BARAT,3273,KOTA BANDUNG,AL JAZEERAH SIGNATURE MIDDLE EAST RESTAURANT AND CAFE BANDUNG,JL. TERNATE NO.3,2024,,,,
6691,32,JAWA BARAT,3273,KOTA BANDUNG,NONNA OSTERIA,JL. PROGO NO.37,2024,Citarum,,-6.9044815,107.6202397
6692,32,JAWA BARAT,3273,KOTA BANDUNG,FELLA,LLRE MARTADINATA ST NO.47,2024,,,,
6693,32,JAWA BARAT,3273,KOTA BANDUNG,THE MOM'S KITCHEN,"3JW7+468, JL. TRUNOJOYO",2024,,,,
6694,32,JAWA BARAT,3273,KOTA BANDUNG,SOUL KOREAN,JL. GEMPOL WETAN NO.34,2024,Citarum,,-6.9031084,107.6154003
6695,32,JAWA BARAT,3273,KOTA BANDUNG,SOUL MELT,"ANAKECIL FACTORY OUTLET, JL. HAYAM WURUK NO.32",2024,,,,
6696,32,JAWA BARAT,3273,KOTA BANDUNG,SADRASA KITCHEN & BAR,JL. DIPONEGORO NO.27,2024,Citarum,,-6.9012674,107.6192339
6697,32,JAWA BARAT,3273,KOTA BANDUNG,PRABHU CURRY HOUSE,JALAN PRABU DIMUNTUR NO. 18 COBLONG,2024,,,,
6698,32,JAWA BARAT,3273,KOTA BANDUNG,PRABHU INDIAN FOOD & KEBULI BANDUNG,JL. PRABU DIMUNTUR,2024,Citarum,,-6.8991176,107.6144519
6699,32,JAWA BARAT,3273,KOTA BANDUNG,POMODORO LA CUCINA ITALIANA,JL. BAHUREKSA NO.16,2024,Citarum,,-6.905245,107.6150595
6700,32,JAWA BARAT,3273,KOTA BANDUNG,BURGER KING BANDUNG INDAH PLAZA,"BANDUNG INDAH PLAZA GROUND FLOOR UNIT T-03,05, GF 50B, T-TERAS
  B, JL. MERDEKA NO.56",2024,,,,
6701,32,JAWA BARAT,3273,KOTA BANDUNG,SAFFRON RESTAURANT,JL. IR. H. JUANDA NO.46,2024,Dago,,-6.8789796,107.6167447
6702,32,JAWA BARAT,3273,KOTA BANDUNG,STEAMBOAT HOUSE,"RIAU JUNCTION MALL, JL. L. L. R.E. MARTADINATA NO.17 LT 3",2024,,,,
6703,32,JAWA BARAT,3273,KOTA BANDUNG,SHABU SUKI BANDUNG,JL. DIPONEGORO NO.38,2024,Citarum,,-6.9012674,107.6192339
6704,32,JAWA BARAT,3273,KOTA BANDUNG,RAMENINPO TRUNOJOYO,JL. TRUNOJOYO NO.25,2024,Citarum,,-6.9021919,107.6149024
6705,32,JAWA BARAT,3273,KOTA BANDUNG,SAI RAMEN,JL. TRUNOJOYO NO.58,2024,Citarum,,-6.9021919,107.6149024
6706,32,JAWA BARAT,3273,KOTA BANDUNG,SUSHI HIRO,JL. DIPONEGORO NO.3,2024,,,,
6707,32,JAWA BARAT,3273,KOTA BANDUNG,MIDORI JAPANESE RESTAURANT BANDUNG,JL. SULTAN TIRTAYASA NO.31,2024,,,,
6708,32,JAWA BARAT,3273,KOTA BANDUNG,SATEH AMBON,JL. AMBON NO.21,2024,Citarum,,-6.9080847,107.6153489
6709,32,JAWA BARAT,3273,KOTA BANDUNG,KATSIMURA,LLRE MARTADINATA ST NO.85,2024,,,,
6710,32,JAWA BARAT,3273,KOTA BANDUNG,SAGOO KITCHEN & KOPI LAY,JL. TRUNOJOYO NO.27,2024,Citarum,,-6.9021919,107.6149024
6711,32,JAWA BARAT,3273,KOTA BANDUNG,MARASE,JL. CIMANUK NO.15,2024,Citarum,,-6.9022621,107.6229663
6712,32,JAWA BARAT,3273,KOTA BANDUNG,TACOZAKI RIAU,LLRE MARTADINATA ST NO.22,2024,,,,
6713,32,JAWA BARAT,3273,KOTA BANDUNG,IKAN BAKAR TEPI LAUT 18,JL. CIMANUK NO.15,2024,Citarum,,-6.9022621,107.6229663
6714,32,JAWA BARAT,3273,KOTA BANDUNG,D'COST SEAFOOD BANDUNG INDAH PLAZA,"BANDUNG INDAH PLAZA, JL. MERDEKA NO.56",2024,,,,
6715,32,JAWA BARAT,3273,KOTA BANDUNG,EAT 4 TREAT BANDUNG,JL. SULTAN TIRTAYASA NO.24,2024,,,,
6716,32,JAWA BARAT,3273,KOTA BANDUNG,BELAH DOEREN PROGO,JL. PROGO NO.3,2024,,,,
6717,32,JAWA BARAT,3273,KOTA BANDUNG,KFC DAGO BANDUNG,JL. IR. H. JUANDA NO.40-42,2024,,,,
6718,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S - MERDEKA BIP,JL. MERDEKA NO.56,2024,Merdeka,,-6.9148648,107.6178088
6719,32,JAWA BARAT,3273,KOTA BANDUNG,MEET MEALS.BDG,JL. SULTAN TIRTAYASA NO.41,2024,,,,
6720,32,JAWA BARAT,3273,KOTA BANDUNG,BURGERCHILL,JL. HAYAM WURUK NO.30,2024,,,,
6721,32,JAWA BARAT,3273,KOTA BANDUNG,BANDUNG,LLRE MARTADINATA ST NO.47A,2024,,,,
6722,32,JAWA BARAT,3273,KOTA BANDUNG,MCDONALD'S - DIPONEGORO,JL. DIPONEGORO NO.24,2024,Citarum,,-6.9012674,107.6192339
6723,32,JAWA BARAT,3273,KOTA BANDUNG,GINZA TEPPANYAKI,JL. PRABU DIMUNTUR NO.12,2024,,,,
6724,32,JAWA BARAT,3273,KOTA BANDUNG,TOKIJIRO JAPANESE CUISINE,JL. ARIA JIPANG NO.4,2024,,,,
6725,32,JAWA BARAT,3273,KOTA BANDUNG,GIUR BISTRO,"JL. ARIA JIPANG NO.1, RW.3",2024,,,,
6726,32,JAWA BARAT,3273,KOTA BANDUNG,BLACKPEPPER RESTO & CAFE,JL. MAULANA YUSUF NO.10,2024,,,,
6727,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZA HUT RESTORAN,JL. IR. H. JUANDA NO.48,2024,Dago,,-6.8789796,107.6167447
6728,32,JAWA BARAT,3273,KOTA BANDUNG,GODA NUSANTARA,JL. SULTAN AGUNG NO.9,2024,,,,
6729,32,JAWA BARAT,3273,KOTA BANDUNG,ROTI GEMPOL,JL. GEMPOL WETAN NO.14,2024,Citarum,,-6.9031084,107.6154003
6730,32,JAWA BARAT,3273,KOTA BANDUNG,AMBROGIO PATISSERIE,JL. BANDA NO.26,2024,Citarum,,-6.9042373,107.6166891
6731,32,JAWA BARAT,3273,KOTA BANDUNG,RUI 琉偉,JL. BAHUREKSA NO.21,2024,Citarum,,-6.905245,107.6150595
6732,32,JAWA BARAT,3273,KOTA BANDUNG,PASAR CISANGKUY,CISANGKUY ST NO.64,2024,Sukasari,Kabupaten Bandung,-7.0167366,107.5982607
6733,32,JAWA BARAT,3273,KOTA BANDUNG,GASTRO CENTRAL BANDUNG,JL. DIPONEGORO NO.27,2024,Citarum,,-6.9012674,107.6192339
6734,32,JAWA BARAT,3273,KOTA BANDUNG,LAPO NARAJA,JL. BANDA NO.35,2024,Citarum,,-6.9042373,107.6166891
6735,32,JAWA BARAT,3273,KOTA BANDUNG,CASCHEESECUS BURGER,JL. CITARUM NO.31,2024,Citarum,,-6.9058626,107.6111291
6736,32,JAWA BARAT,3273,KOTA BANDUNG,A&W RESTORAN - BANDUNG INDAH PLAZA,"BANDUNG INDAH PLAZA, JL. MERDEKA NO.56 LANTAI 2",2024,,,,
6737,32,JAWA BARAT,3273,KOTA BANDUNG,NASI KEBULI ABUZAIDAN,JL. AMBON NO.15,2024,Citarum,,-6.9080847,107.6153489
6738,32,JAWA BARAT,3273,KOTA BANDUNG,QAHWA,JL. PROGO NO.1,2024,,,,
6739,32,JAWA BARAT,3273,KOTA BANDUNG,THREE UNCLES PROGO,JL. PROGO NO.12,2024,Citarum,,-6.9044815,107.6202397
6740,32,JAWA BARAT,3273,KOTA BANDUNG,ASIAN GRILL EXPRESS BANDUNG INDAH PLAZA,JL. SUMATERA NO.50,2024,,,,
6741,32,JAWA BARAT,3273,KOTA BANDUNG,PLATARAN BANDUNG,JL. DIPONEGORO NO.27,2024,Citarum,,-6.9012674,107.6192339
6742,32,JAWA BARAT,3273,KOTA BANDUNG,RIBS SPECIALIST,JL. HALMAHERA NO.2,2024,,,,
6743,32,JAWA BARAT,3273,KOTA BANDUNG,RAA CHA SUKI & BBQ BIP,JL. MERDEKA NO.56,2024,Merdeka,,-6.9148648,107.6178088
6744,32,JAWA BARAT,3273,KOTA BANDUNG,8 LAZIZ BIRYANI RIAU,LLRE MARTADINATA ST NO.83,2024,,,,
6745,32,JAWA BARAT,3273,KOTA BANDUNG,8 LAZIZ BIRYANI - PASAR CISANGKUY,"3JWF+M7C, CISANGKUY ST",2024,,,,
6746,32,JAWA BARAT,3273,KOTA BANDUNG,SAMIYA CAFE,JL. TRUNOJOYO NO.17,2024,Citarum,,-6.9021919,107.6149024
6747,32,JAWA BARAT,3273,KOTA BANDUNG,KEUKEN ALL DAY DINING,LLRE MARTADINATA ST NO.68,2024,,,,
6748,32,JAWA BARAT,3273,KOTA BANDUNG,LOWEN,JL. MAULANA YUSUF NO.21,2024,,,,
6749,32,JAWA BARAT,3273,KOTA BANDUNG,ROEMAH HELENA,JL. ACEH NO.63,2024,Citarum,,-6.9098682,107.6152289
6750,32,JAWA BARAT,3273,KOTA BANDUNG,JONAS PHOTO BANDA,JL. BANDA NO.38,2024,Citarum,,-6.9042373,107.6166891
6751,32,JAWA BARAT,3273,KOTA BANDUNG,TRIBECA URBAN RETREAT,JL. TRUNOJOYO NO.44,2024,Citarum,,-6.9021919,107.6149024
6752,32,JAWA BARAT,3273,KOTA BANDUNG,BYRON SELECTIVE,JL. PROGO NO.2,2024,,,,
6753,32,JAWA BARAT,3273,KOTA BANDUNG,LALOBA OASE RASA,LLRE MARTADINATA ST NO.32,2024,,,,
6754,32,JAWA BARAT,3273,KOTA BANDUNG,AGJ AYAM GEPREK JOGJA PROGO,"SEBELAH KOPI MANDJA PROGO, JL. PROGO NO.30",2024,,,,
6755,32,JAWA BARAT,3273,KOTA BANDUNG,POINT BRUNCH,JL. BANDA NO.30,2024,Citarum,,-6.9042373,107.6166891
6756,32,JAWA BARAT,3273,KOTA BANDUNG,HANAMASA,JL. IR. H. JUANDA NO.48,2024,Dago,,-6.8789796,107.6167447
6757,32,JAWA BARAT,3273,KOTA BANDUNG,PABLO BURRITO R.E MARTADINATA,LLRE MARTADINATA ST NO.59,2024,,,,
6758,32,JAWA BARAT,3273,KOTA BANDUNG,ETC STEAK,JL. TRUNOJOYO NO.40,2024,Citarum,,-6.9021919,107.6149024
6759,32,JAWA BARAT,3273,KOTA BANDUNG,CHICKEN RICE 168,LLRE MARTADINATA ST NO.17,2024,,,,
6760,32,JAWA BARAT,3273,KOTA BANDUNG,CLASH OF FRIED CHICKEN,"PUJASERA, JL. SUMATERA MANUNGGAL NO.69",2024,,,,
6761,32,JAWA BARAT,3273,KOTA BANDUNG,CHICKEN RUN,LLRE MARTADINATA ST NO.60,2024,,,,
6762,32,JAWA BARAT,3273,KOTA BANDUNG,JAX’S HOT WINGS,JL. PROGO NO.34,2024,Citarum,,-6.9044815,107.6202397
6763,32,JAWA BARAT,3273,KOTA BANDUNG,LBP & CHOPSTEAKHOUSE,JL. PROGO NO.5,2024,,,,
6764,32,JAWA BARAT,3273,KOTA BANDUNG,BALISTA SUSHI & TEA BANDUNG,"THE SAPARUA, JL. AMBON NO.15",2024,,,,
6765,32,JAWA BARAT,3273,KOTA BANDUNG,SIMOO BURGER,"LLRE MARTADINATA ST NO.42, RT.02",2024,,,,
6766,32,JAWA BARAT,3273,KOTA BANDUNG,BURGERHOOD,JL. TERNATE NO.10,2024,Citarum,,-6.9075355,107.6141897
6767,32,JAWA BARAT,3273,KOTA BANDUNG,THREEGER BURGER,JL. CITARUM NO.31,2024,Citarum,,-6.9058626,107.6111291
6768,32,JAWA BARAT,3273,KOTA BANDUNG,TILU KITCHEN AND PATISSERIE,"JL L.L.R.E.MARTADINATA NO 81,RIAU",2024,,,,
6769,32,JAWA BARAT,3273,KOTA BANDUNG,FIT FUEL SALAD & SMOOTHIE BAR,JL. MAULANA YUSUF NO.2,2024,,,,
6770,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI MIKAYLA FOOD,LLRE MARTADINATA ST NO.22,2024,,,,
6771,32,JAWA BARAT,3273,KOTA BANDUNG,GORILLA BANGOR,JL. TRUNOJOYO NO.6,2024,,,,
6772,32,JAWA BARAT,3273,KOTA BANDUNG,HOTUDOGU.FOOD,JL. ARIA JIPANG NO.1,2024,,,,
6773,32,JAWA BARAT,3273,KOTA BANDUNG,DAILAH - SAJIAN NUSANTARA,CISANGKUY ST NO.60,2024,Sukasari,Kabupaten Bandung,-7.0167366,107.5982607
6774,32,JAWA BARAT,3273,KOTA BANDUNG,NASI UNDUL BANDUNG,JL. SUMATERA NO.69,2024,,,,
6775,32,JAWA BARAT,3273,KOTA BANDUNG,SATE JANDO GASIBU,CILAKI ST,2024,Cihapit,,-6.9060381,107.6284776
6776,32,JAWA BARAT,3273,KOTA BANDUNG,DAPUR MINANG,"JL BAPAK YAHYA RT 004/02, NO. 24",2024,,,,
6777,32,JAWA BARAT,3273,KOTA BANDUNG,BUBUR AYAM MANG H OYO PUSAT (ASLI),JL. SULTAN TIRTAYASA NO.49B,2024,,,,
6778,32,JAWA BARAT,3273,KOTA BANDUNG,BASO ACI GANTENG RIAU BANDUNG,LLRE MARTADINATA ST NO.36,2024,,,,
6779,32,JAWA BARAT,3273,KOTA BANDUNG,DAPUR PASTA EXPRESS,JL. MERDEKA NO.56,2024,Merdeka,,-6.9148648,107.6178088
6780,32,JAWA BARAT,3273,KOTA BANDUNG,TORTENS RIJU,"NO.21, JL. L. L. R.E. MARTADINATA",2024,,,,
6781,32,JAWA BARAT,3273,KOTA BANDUNG,ATSUMARU JAPANESE ICE CREAM,JL. SULTAN AGUNG NO.13,2024,Citarum,,-6.9058626,107.6111291
6782,32,JAWA BARAT,3273,KOTA BANDUNG,KOFU,CISANGKUY ST NO.58,2024,Sukasari,Kabupaten Bandung,-7.0167366,107.5982607
6783,32,JAWA BARAT,3273,KOTA BANDUNG,BUKAN KOREA,JL. TRUNOJOYO NO.58,2024,Citarum,,-6.9021919,107.6149024
6784,32,JAWA BARAT,3273,KOTA BANDUNG,LITTLE TOKYO SHABU SHABU,JL. PRABU DIMUNTUR NO.12,2024,,,,
6785,32,JAWA BARAT,3273,KOTA BANDUNG,MERINDU CANTEEN & COFFEE,JL. CIMANUK NO.11,2024,Citarum,,-6.9051083,107.6203604
6786,32,JAWA BARAT,3273,KOTA BANDUNG,MASA,JL. TRUNOJOYO NO.29,2024,Citarum,,-6.9021919,107.6149024
6787,32,JAWA BARAT,3273,KOTA BANDUNG,BITE THE MEAT,JL. WIRA ANGUN ANGUN NO.22,2024,,,,
6788,32,JAWA BARAT,3273,KOTA BANDUNG,KITCHEN BUDDY,JL. GEUSAN ULUN NO.3,2024,,,,
6789,32,JAWA BARAT,3273,KOTA BANDUNG,JS MEATHOUSE,JL. BANDA NO.27,2024,Citarum,,-6.9042373,107.6166891
6790,32,JAWA BARAT,3273,KOTA BANDUNG,AND'S ZEROUN CAFE AND RESTO,JL. DIPONEGORO NO.18,2024,Citarum,,-6.9012674,107.6192339
6791,32,JAWA BARAT,3273,KOTA BANDUNG,"SAN GIMIGNANO (GELATO, COFFEE & KITCHEN)",LLRE MARTADINATA ST NO.89,2024,,,,
6792,32,JAWA BARAT,3273,KOTA BANDUNG,THE CITY RESTO FASHION 47 CAFE,LLRE MARTADINATA ST NO.22A,2024,,,,
6793,32,JAWA BARAT,3273,KOTA BANDUNG,GREEN CAFE & RESTO,JL. DIPONEGORO NO.26,2024,Citarum,,-6.9012674,107.6192339
6794,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO ORGANIC BANDUNG,JL. CIMANUK NO.6,2024,,,,
6795,32,JAWA BARAT,3273,KOTA BANDUNG,OYSTER SEAFOOD,JL. CIMANUK NO.5A,2024,,,,
